"CCUS ID";"MT ID";"Name";"Address";"City";"State";"zip";
533857;50409;"Beville Road KinderCare";"1320 Beville Rd.";"Daytona Beach";"FL";32114;
533858;50410;"Ormond Beach KinderCare";"151 Sagebrush Trail";"Ormond Beach";"FL";32174;
533859;47448;"The Hammocks KinderCare";"14387 Southwest 96th St.";"Miami";"FL";33186;8002077019
533866;22063131;"Kinder World";"2000 Toni Street";"Pensacola";"FL";32504;
533867;47450;"Miami Lakes KinderCare";"8001 Oak Lane";"Hialeah";"FL";33016;8002077019
533868;44063;"Barna KinderCare";"2701 Barna Ave.";"Titusville";"FL";32780;
533869;44066;"Wickham KinderCare";"2220 N. Wickham Rd.";"Melbourne";"FL";32935;
533870;44064;"KinderCare Indian Harbour Bch";"200 Riverside Park Dr.";"Satellite Beach";"FL";32937;8002077019
533871;44065;"Merritt Island KinderCare";"55 Catalina Isle Dr.";"Merritt Island";"FL";32953;
533872;44769;"Eagle Harbor Pkwy KinderCare";"1735 Eagle Harbor Pkwy";"Fleming Island";"FL";32003;8002077019
533873;45208;"Monument KinderCare";"12040 McCormick Rd.";"Jacksonville";"FL";32225;
533874;45207;"Baymeadows KinderCare";"8401 Baymeadows Way";"Jacksonville";"FL";32256;
533875;45209;"Old St Augustine Rd KinderCare";"4310 Barkoskie Rd.";"Jacksonville";"FL";32258;
533876;49183;"KinderCare at Cypress Creek";"2303 Oak Myrtle Lane";"Wesley Chapel";"FL";33544;
533877;49862;"Ponte Vedra KinderCare";"12000 Sawgrass Village Dr.";"Ponte Vedra Beach";"FL";32082;
533878;49861;"Julington Creek KinderCare";"200 North Ridgecrest Lane";"Saint Johns";"FL";32259;
533879;48708;"Celebration KinderCare";"400 Celebration Blvd.";"Kissimmee";"FL";34747;8002077019
533880;47451;"Deerwood KinderCare";"15005 SW 122nd Ave.";"Miami";"FL";33186;
533881;50202;"KinderCare at Hunt Club";"625 Executive Park Court";"Apopka";"FL";32703;
533882;45915;"Walden Lake KinderCare";"1701 West Timberlane Dr.";"Plant City";"FL";33566;8002077019
533883;50203;"Lake Mary KinderCare";"910 W.Lake Mary Blvd.";"Sanford";"FL";32773;
533884;50204;"Winter Springs KinderCare";"1024 Spring Villas Point";"Winter Springs";"FL";32708;
533885;45916;"Northdale KinderCare";"15609 Premiere Dr.";"Tampa";"FL";33624;
533886;45917;"Bell Shoals KinderCare";"4304 Bell Shoals Rd.";"Valrico";"FL";33596;
533887;44382;"Pembroke Pines KinderCare";"9600 Pines Blvd.";"Hollywood";"FL";33024;8002077019
533888;44383;"Plantation KinderCare";"10790 West Sunrise Blvd.";"Fort Lauderdale";"FL";33322;8002077019
533890;44384;"Sunrise KinderCare";"8520 North West 44th St.";"Fort Lauderdale";"FL";33351;8002077019
533891;50205;"Alafaya Woods KinderCare";"300 Alafaya Woods Blvd.";"Oviedo";"FL";32765;
533893;50206;"Rangeline KinderCare";"270 Range Line Rd.";"Longwood";"FL";32750;
533894;44386;"Coconut Creek KinderCare";"4601 Northwest 30th St.";"Pompano Beach";"FL";33063;8002077019
533895;48457;"Orange Blossom KinderCare";"12307 South Orange Blossom Trail";"Orlando";"FL";32837;
533896;44387;"Silver Lakes KinderCare";"18500 Johnson St.";"Hollywood";"FL";33029;8002077019
533897;45918;"Webb Road KinderCare";"4934 Webb Rd.";"Tampa";"FL";33615;
533899;43837;"Tower Road KinderCare";"10 Southwest 75th St.";"Gainesville";"FL";32607;
533900;44388;"Kimberly Boulevard KinderCare";"7460 Kimberly Blvd.";"Pompano Beach";"FL";33068;8002077019
533901;44389;"Holiday Springs KinderCare";"3225 Holiday Springs Blvd.";"Pompano Beach";"FL";33063;8002077019
533902;48456;"Goldenrod Road KinderCare";"4035 N. Goldenrod Rd.";"Winter Park";"FL";32792;
533903;50208;"Longwood KinderCare";"2654 State Rd. 434 West";"Longwood";"FL";32779;
533904;49361;"Dunedin KinderCare";"1990 Main St.";"Dunedin";"FL";34698;
533905;49362;"Oldsmar KinderCare";"113 Forest Lakes Blvd.";"Oldsmar";"FL";34677;
533906;45919;"Temple Terrace KinderCare";"11501 North 53rd St.";"Tampa";"FL";33617;8002077019
533907;49363;"Largo KinderCare";"3270 East Bay Dr.";"Largo";"FL";33771;
533908;49364;"Clearwater KinderCare";"2644 State Rd. 590";"Clearwater";"FL";33759;
533909;49365;"Pinellas Park KinderCare";"6520 102nd Ave. North";"Pinellas Park";"FL";33782;
533910;45920;"Gunn KinderCare";"4250 Gunn Highway";"Tampa";"FL";33618;
533911;45921;"Seffner KinderCare";"2524 South Parsons Ave.";"Seffner";"FL";33584;
533912;45210;"Atlantic Beach KinderCare";"#2 Atlantic Court";"Atlantic Beach";"FL";32233;
533914;45922;"Tampa Palms KinderCare";"5209 Tampa Palms Blvd.";"Tampa";"FL";33647;
533915;48911;"Royal Palm Beach KinderCare";"101 Heatherwood Dr.";"Royal Palm Beach";"FL";33411;
533916;47452;"140th Avenue KinderCare";"4801 South West 140th Ave.";"Miami";"FL";33175;
533917;48915;"Village Boulevard KinderCare";"3220 Commerce Place";"West Palm Beach";"FL";33407;
533918;48912;"Greenacres KinderCare";"3035 Jog Rd";"Lake Worth";"FL";33467;8002077019
533919;48916;"East Boca Raton KinderCare";"6550 Broken Sound Pkwy NW";"Boca Raton";"FL";33487;8002077019
533920;48914;"West Boca Raton KinderCare";"20650 95th Ave. South";"Boca Raton";"FL";33434;
533921;48913;"KinderCare of Boynton Beach";"4947 Le Chalet Blvd.";"Boynton Beach";"FL";33436;
533922;48458;"Dorscher KinderCare";"644 Dorscher Rd.";"Orlando";"FL";32818;
533929;22064881;"Kinderland 4 Kids I";"14726 Sw 56 St";"Miami";"FL";33185;
533930;22064882;"Kinderland 4 Kids II";"14710 Sw 56 St";"Miami";"FL";33185;
533935;22064181;"Kinderschool";"3561 Timberlane School Road";"Tallahassee";"FL";32312;
534095;22067491;"La Petite Academy # 173 Oviedo";"204 Alexandria Boulevard";"Oviedo";"FL";32765;
534097;22064893;"La Petite Academy #1";"14901 Sw 127 Ave";"Miami";"FL";33186;
534115;22063591;"La Petite Academy Greenhollow";"1011 Greenhollow Lane";"Valrico";"FL";33596;
534123;22063593;"La Petite Academy Mapledale";"15707 Mapledale Boulevard";"Tampa";"FL";33624;
534124;22063594;"La Petite Academy Paula";"7511 Paula Drive";"Tampa";"FL";33615;
534300;22065529;"Learning Adventures";"310 Ne Woodrow Street";"Fort Walton Beach";"FL";32547;
534713;22066667;"Little Ones Preschool";"1400 San Christopher Drive";"Dunedin";"FL";34698;
534923;22065792;"Loving Earth Preschool & Development Center";"813 N. Lakemont Avenue";"Winter Park";"FL";32792;
535026;22063139;"Malena's Mini School I";"9318 Pensacola Boulevard";"Pensacola";"FL";32534;
535552;22061774;"Miss Ann's Child Care Center";"277 Parnell St.";"Merritt Island";"FL";32953;
535868;22065814;"My First Steps Learning Center and Preschool";"6440 West Colonial Drive";"Orlando";"FL";32818;
536188;22061536;"O2B Kids";"6680 West Newberry Road";"Gainesville";"FL";32605;
536205;22065538;"Oak Tree Child Development Center";"102 Tooke Street";"Fort Walton Beach";"FL";32547;
536432;22067277;"Paradise Child Development Center";"113 Joachim Drive";"Gulf Breeze";"FL";32561;
536575;22063147;"Pensacourt After - Schoolers";"3101 Langley Avenue";"Pensacola";"FL";32504;
536750;22063681;"Plant City High Little School";"1 Raider Place";"Plant City";"FL";33563;
536778;22063687;"Playworld Academy";"5002 W. Linebaugh Avenue";"Tampa";"FL";33624;
536956;22065857;"Primrose School at Vista Lakes";"8712 Lee Vista Boulevard";"Orlando";"FL";32829;
536991;22068958;"Promise Land Preschool";"3990 Loretto Road";"Jacksonville";"FL";32223;
537082;22066731;"R'Club - Cross Bayou";"6886 102nd Avenue North";"Pinellas Park";"FL";33782;
537096;22066744;"R'Club - Paul B. Stephens";"2935 County Road 193";"Clearwater";"FL";33759;
537986;22066316;"Shepherd's Care Preschool";"2341 S Military Trail";"West Palm Beach";"FL";33415;
538391;22067279;"SRCS / Gulf Breeze Community Preschool";"100 Andrew Jackson Trail";"Gulf Breeze";"FL";32561;
538403;22067281;"St Ann Discovery School";"100 Daniel Drive";"Gulf Breeze";"FL";32561;
538778;22063756;"Sunshine Children's Learning Center";"4405 Kelly Road";"Tampa";"FL";33615;
538997;22065909;"Terrific Kids Child Development Center";"7507 Aloma Avenue Suite #2";"Winter Park";"FL";32792;
539024;22063012;"The Beaches School";"2049 Florida Boulevard";"Neptune Beach";"FL";32266;
539039;22067545;"The Cambridge Prep School";"1015 Willa Springs Dr";"Winter Springs";"FL";32708;
539085;22065322;"The Early Education Child Care Center";"9270 Sw 150 Avenue #302";"Miami";"FL";33196;
539115;22065325;"The Growing Keiki";"14543 Sw 42 Street";"Miami";"FL";33175;
539434;22065363;"Toddlers Learning Center";"14110 Harrison Street";"Miami";"FL";33176;
539437;22063786;"Together Time";"15306 Casey Road";"Tampa";"FL";33624;
539443;22067760;"Tomoka Kid Connection";"999 Old Tomoka Rd";"Ormond Beach";"FL";32174;
539613;22065938;"Tutor Time Child Care";"2275 Whisper Lakes Boulevard";"Orlando";"FL";32837;
539638;22066818;"Twinkle Stars of Belcher";"1375 S. Belcher Road";"Largo";"FL";33771;
539639;22066819;"Twinkle Stars Preschool";"104 Seacrest Drive";"Largo";"FL";33771;
539725;22069061;"Valparaiso Noah's Ark Daycare and Preschool";"571 Valparaiso Parkway";"Valparaiso";"FL";32580;
540024;22063802;"Wesley Early Learning Center";"6100 Memorial Highway";"Tampa";"FL";33615;
540026;22065555;"Wesleyan Child Care Center";"599 E Eighth Avenue";"Crestview";"FL";32536;
540124;22065958;"Wilford Woodruff Academy";"760- North Lakemont Avenue";"Winter Park";"FL";32792;
540295;22065962;"Winter Park Presbyterian Preschool";"400 South Lakemont Avenue";"Winter Park";"FL";32792;
540649;22063813;"Younger Years Learning Center";"1905 Lenna Avenue";"Seffner";"FL";33584;
549143;22089813;"A Child's Night Out";"1360 Powers Ferry Road Suite B-255";"Marietta";"GA";30067;
549290;22090691;"All About Me Learning Academy";"121 Chase Court";"Milledgeville";"GA";31061;
549351;22090707;"American Learning Centers";"5598 Singleton Road";"Norcross";"GA";30093;
549385;22090249;"Angel Academy II";"4360 Warm Springs Road";"Columbus";"GA";31909;
549403;22090715;"Another Adventure Day Care";"8805 White Bluff Rd.";"Savannah";"GA";31406;
549444;22092891;"Ascension Learning Academy";"6265 Maddox Road";"Morrow";"GA";30260;
549696;22089825;"Bessie's Child Care";"1842 Wrightsboro Road";"Augusta";"GA";30904;
549894;22089585;"Bright Beginners Academy";"992 Highland Circle";"Conyers";"GA";30012;
549906;22090794;"Bright Futures Child Care Center";"3119 Cherokee Street";"Kennesaw";"GA";30144;
549910;22090599;"Bright Horizons Children's Center at Wildwood";"3175 Windy Hill Road";"Atlanta";"GA";30339;
549971;22090273;"Brookfield Academy";"409 Brookfield Road";"Valdosta";"GA";31602;
550268;22090851;"Carousel Kids - Hew Hope";"885 New Hope Road";"Lawrenceville";"GA";30046;
550293;22092912;"Carter's Day Care Academy";"2958 Rainbow Drive";"Decatur";"GA";30034;
550321;22090858;"Cathy's Daycare Learning Center";"2434 Lumpkin Road";"Augusta";"GA";30906;
550413;22090875;"Child Life Discovery Center #2";"719 50th St.";"Columbus";"GA";31904;
550425;380972;"Childcare Network #10";"4868 Warm Springs Road";"Columbus";"GA";31909;
550426;380992;"Childcare Network #100";"1609 Williamson Road";"Griffin";"GA";30224;
550427;380993;"Childcare Network #101";"1552 Flynt Street";"Griffin";"GA";30224;
550428;380994;"Childcare Network #103";"744 Brownlee Road";"Jackson";"GA";30233;
550429;380995;"Childcare Network #106";"3325 Washington Road";"Atlanta";"GA";30344;4047616453
550430;380996;"Childcare Network #107";"41 North Cary Street";"Lagrange";"GA";30240;
550431;380973;"Childcare Network #11";"4909 Buena Vista Road";"Columbus";"GA";31907;
550432;380997;"Childcare Network #118";"5531 Highway North";"Ringgold";"GA";30736;
550433;380998;"Childcare Network #119";"3009 West Point Road";"Lagrange";"GA";30240;
550434;380974;"Childcare Network #12";"424 Connell Drive";"Valdosta";"GA";31602;
550436;380999;"Childcare Network #122";"660 Ralls Road";"Hogansville";"GA";30230;
550437;381000;"Childcare Network #126";"1906 Barnesville Highway";"Thomaston";"GA";30286;
550439;381001;"Childcare Network #131";"701 Dunlap Road";"Milledgeville";"GA";31061;
550440;381002;"Childcare Network #134";"2374 Beaver Ruin Road";"Norcross";"GA";30071;
550441;381003;"Childcare Network #137";"155 Williams Road";"Statesboro";"GA";30459;
550443;381004;"Childcare Network #147";"761 Duvall Road";"Chatsworth";"GA";30705;
550444;381198;"Childcare Network #15";"1701 Elberta Road Warner Robins GA ";"Warner Robins";"GA";31093;
550446;381005;"Childcare Network #160";"2801 Wylds Road";"Augusta";"GA";30909;
550447;381006;"Childcare Network #167";"3940 Northside Drive";"Macon";"GA";31210;
550448;381007;"Childcare Network #175";"5001 Academy Drive";"Columbus";"GA";31909;
550450;252831;"Childcare Network #19";"1987 Wood Valley Road";"Macon";"GA";31211;
550451;380976;"Childcare Network #20";"12441 White Bluff Road";"Savannah";"GA";31419;
550452;380977;"Childcare Network #21";"7360 Hodgson Memorial Drive";"Savannah";"GA";31406;
550453;380978;"Childcare Network #22";"350 Johnny Mercer Drive";"Savannah";"GA";31410;
550454;380979;"Childcare Network #23";"3830 Washington Road";"Augusta";"GA";30907;7068637180
550455;252841;"Childcare Network #24";"2131 Wrightsboro Road";"Augusta";"GA";30904;
550457;380981;"Childcare Network #26";"2136 Lumpkin Road";"Augusta";"GA";30906;
550458;380982;"Childcare Network #28";"3895 Flat Shoals Road";"Union City";"GA";30291;
550459;380983;"Childcare Network #29";"1260 Flat Shoals Road";"Atlanta";"GA";30349;7709961634
550460;380984;"Childcare Network #30";"1546 Old McDonough Highway SE";"Conyers";"GA";30094;
550461;380985;"Childcare Network #31";"1145 Cedar Shoals Drive";"Athens";"GA";30605;
550462;252861;"Childcare Network #32";"2877 Woodruff Drive";"Smyrna";"GA";30080;
550463;380987;"Childcare Network #33";"2090 Lower Roswell Road";"Marietta";"GA";30067;
550464;380988;"Childcare Network #35";"3623 Weems Road";"Columbus";"GA";31909;
550465;380989;"Childcare Network #36";"137 North Oakley Drive";"Columbus";"GA";31906;
550466;380970;"Childcare Network #4";"3849 Hamilton Road";"Columbus";"GA";31904;
550467;252871;"Childcare Network #50";"2476 Candler Road";"Decatur";"GA";30032;
550470;380991;"Childcare Network #89";"3584 Mount Zion Church Road";"Valdosta";"GA";31605;
550471;380971;"Childcare Network #9";"3009 University Avenue";"Columbus";"GA";31909;
550483;22092407;"Children's Academy of Northlake";"2041 HAROBI DRIVE";"Tucker";"GA";30084;
550542;22090938;"Children's World Childcare Learning Center";"4686 Buena Vista Rd. Unit 5";"Columbus";"GA";31906;
550546;22090942;"Childtime Childcare #1104";"2950 Horseshoe Bend Rd.";"Marietta";"GA";30064;
550552;22090948;"Childtime Childcare #1117";"1795 Old Norcross Rd.";"Lawrenceville";"GA";30044;
550807;22090982;"Cozy Corner Day Care Center";"3624 Hartley Bridge Road";"Macon";"GA";31216;
550808;22090983;"Cozy West Childcare & Learning Center";"1263 Augusta West Pky";"Augusta";"GA";30909;
550859;22090996;"CRK Child Development Center";"2103 East Broad Avenue";"Albany";"GA";31705;
550901;22090392;"D. Scott Hudgens Jr. Early Education Center";"5150 Sugarloaf Parkway";"Lawrenceville";"GA";30043;
551071;22093175;"Dimon Academy";"480 Dogwood Drive";"Columbus";"GA";31907;
551078;22089614;"Discovery Point #3";"3800 Howell Ferry Road";"Duluth";"GA";30096;
551099;22089616;"Discovery Point #5";"3730 Satellite Blvd";"Duluth";"GA";30096;
551124;22089598;"Divine Childcare Learning Center";"5527 Hunter Rd.";"Columbus";"GA";31907;
551151;22091023;"Dominion Children's Academy";"3537 Cusseta Road";"Columbus";"GA";31903;
551241;22091037;"Eagle's Nest Child Development Center";"4826 Courtney Drive";"Forest Park";"GA";30297;
551243;22091038;"Eagle's Nest Learning Center";"111 North College Street";"Statesboro";"GA";30458;
551267;22091047;"East Albany Christian Day Care";"2103 East Leonard Avenue";"Albany";"GA";31705;
551432;22091090;"Excel Learning Academy";"7390 Hwy. 85";"Riverdale";"GA";30274;
551463;22089710;"Families United Children Learning Center";"957 Astor Avenue";"Forest Park";"GA";30297;
551635;22091135;"Foundations of Learning Academy";"697 Ruskin Drive Ste F";"Forest Park";"GA";30297;
551933;22092958;"Great Start Learning Center";"105 Kimberly Road (North)";"Warner Robins";"GA";31088;
552010;22089759;"Growing Room Too";"6110 Bradley Park Drive";"Columbus";"GA";31904;
552329;22089859;"Highlands School";"9405 Nesbit Ferry Road";"Alpharetta";"GA";30022;
552856;22091302;"Jones Family Day Care";"1717 Spring St. Ste 300";"Smyrna";"GA";30080;
553096;22091362;"Kiddies Kingdom Day Care & Learning Center";"2834 MILLEDGEVILLE ROAD";"Augusta";"GA";30904;
553290;217681;"Jimmy Carter KinderCare";"1152 Rockbridge Rd.";"Norcross";"GA";30093;
553291;217671;"Rockbridge Lilburn KinderCare";"641 Rockbridge Rd. SW";"Lilburn";"GA";30047;
553292;217651;"KinderCare Dunwoody";"5695 Chamblee Dunwoody Rd.";"Atlanta";"GA";30338;8002077019
553293;217641;"Cooper Lake KinderCare";"1635 Cooper Lake Rd. SE";"Smyrna";"GA";30082;
553295;217661;"Nesbit Ferry KinderCare";"9550 Nesbit Ferry Rd.";"Alpharetta";"GA";30022;
553296;2774;"Wade Green KinderCare";"4503 Wade Green Rd. NW";"Acworth";"GA";30102;
553298;22091432;"King David Academy";"5054 Singleton Rd";"Norcross";"GA";30093;
553321;22090072;"Kingdom Kids Development Center";"1434 Poplar STREET";"Augusta";"GA";30901;
553348;341071;"JCreek Knowledge Beginnings";"10100 Medlock Bridge Rd.";"Duluth";"GA";30097;
553353;22089246;"Kompany Kids";"296 Interstate North Circle";"Atlanta";"GA";30339;
553367;22091443;"Kreative Minds Childcare Center";"2542 Milledgeville Rd.";"Augusta";"GA";30904;
553383;22091452;"La Petite Academy - Indian Trail";"1231 Indian Trail Lilburn Rd.";"Norcross";"GA";30093;
553388;22091456;"La Petite Academy - Scenic";"2154 Scenic Hwy. N";"Snellville";"GA";30078;
553468;22089964;"LeapFrog Early Learning Academy";"3740 Flat Shoals Road";"Union City";"GA";30291;
553675;22089884;"Little Ones Day Care Center";"993 Forest Ave.";"Forest Park";"GA";30297;
553714;22091597;"Little Voices Learning Center";"3374 Milledgeville Rd.";"Augusta";"GA";30909;
554006;22092856;"Maxwell High School of Technology Pre-K";"990 McElvaney Lane";"Lawrenceville";"GA";30044;
554134;22090211;"Meadowbrook Montessori School";"2125 North Road";"Snellville";"GA";30078;
554148;22091658;"Medical College of Georgia Child Care";"601 Old Bailie St.";"Augusta";"GA";30912;
554151;22091659;"Medlock Bridge Montessori School";"5815 Medlock Bridge Parkway";"Alpharetta";"GA";30022;
554160;22090345;"Memorial Day School Day Care";"6500 Habersham Street";"Savannah";"GA";31405;
554185;22089724;"Middle Georgia Christian Extended Care";"5859 THOMASTON ROAD";"Macon";"GA";31220;
554471;22090466;"Mt. Pisgah Christian School - Early School Division";"2850 Old Alabama Road";"Alpharetta";"GA";30022;
554592;22091759;"New Journey Learning Center III";"1450 George Busbee Parkway";"Kennesaw";"GA";30144;
554643;22091778;"Norcross Human Services Cluster";"5030 Georgia Belle Court Suite 1069";"Norcross";"GA";30093;
554712;22090288;"Oak Grove Kids 2";"54 Towler Road";"Lawrenceville";"GA";30045;
554788;22089562;"Orrs";"1553 Flynt Street";"Griffin";"GA";30223;
554815;22091810;"Oxford Academy";"775 Church Street";"Smyrna";"GA";30080;
554817;22093040;"Oxford Babies";"811 Church St.";"Smyrna";"GA";30080;
554913;22090344;"Peachtree Park Prep";"9670 Ventana Way";"Alpharetta";"GA";30022;
554930;22091839;"Pediatria HealthCare For Kids";"3620 Highlands Parkway";"Smyrna";"GA";30082;
555189;22089570;"Prime Time - Flat Shoals";"3226 Flat Shoals Road";"Decatur";"GA";30034;
555196;22089359;"Prime Time - Hembree Springs";"815 Hembree Springs";"Roswell";"GA";30076;
555199;22089360;"Prime Time - Hillside";"9250 Scott Road";"Roswell";"GA";30076;
555210;22089363;"Prime Time - Medlock Bridge";"10215 Medlock Bridge Parkway";"Duluth";"GA";30097;
555235;22089372;"Prime Time - State Bridge";"5530 State Bridge Road";"Alpharetta";"GA";30022;
555243;22089375;"Prime Time - Wilson Creek";"6115 WILSON ROAD";"Duluth";"GA";30097;
555252;22090621;"Prime Time Discovery - CT Walker";"1301 Wrightsboro Road";"Augusta";"GA";30901;
555407;22091923;"Rated 'K' For Kids Only";"2764 CUMBERLAND BLVD.";"Smyrna";"GA";30080;
555884;22091979;"Shaw Temple Learning Center";"775 Hurt Rd.";"Smyrna";"GA";30082;
555898;22089189;"Sheltering Arms - C Rhodenizer Center";"529 Flint Trail";"Jonesboro";"GA";30236;
555911;22089202;"Sheltering Arms - Norcross Center";"5360 Old Norcross Road";"Norcross";"GA";30071;
556117;22092017;"Smyrna Bilingual Academy";"686 Windy Hill Road";"Smyrna";"GA";30080;
556293;22090497;"Stepping Stones II Early Development Center";"1201 North Houston Rd.";"Warner Robins";"GA";31093;
556334;22089277;"Stratford Academy Extended Care";"6010 Peake Road";"Macon";"GA";31220;
556373;22092064;"Sundance Academy";"3105 Kimball Bridge Road";"Alpharetta";"GA";30022;
556527;22092098;"The Alpha Childcare and Learning Center";"3268 Avondale Mill Road";"Macon";"GA";31216;
556536;22092103;"The Children's Port Child Care Learning Center";"2161 Scenic Hwy";"Snellville";"GA";30078;
556555;22090414;"The Goddard School";"1150 Hammond Drive Bldg. E";"Atlanta";"GA";30328;
556563;22090607;"The Goddard School";"3115 Parkbrooke Circle";"Woodstock";"GA";30189;
556582;22091389;"The Kids Loft";"6625 SKIPPER ROAD";"Macon";"GA";31216;
556638;22089418;"The Sunshine House #49";"3370 Cherokee Street";"Kennesaw";"GA";30144;
556646;22089425;"The Sunshine House #71";"2931 West Main St Hwy 78";"Snellville";"GA";30078;
556670;22092138;"The World of Discovery";"3104 Skinner Mill Rd.";"Augusta";"GA";30909;
556783;22090548;"Today's Kids of Suwanee";"205 N.E. Old Peachtree Road";"Suwanee";"GA";30024;
556887;22092181;"Tutor Time Child Care Learning Center";"3620 South Cobb Drive";"Smyrna";"GA";30080;
556901;22090256;"Unidos Dual Language Charter School";"4475 Hendrix Drive";"Forest Park";"GA";30297;
556914;22092190;"Universal Love Daycare and Learning Center";"2807 Regency Road";"Augusta";"GA";30904;
556957;22092203;"Vinings Academy on Concord";"1076 Concord Road";"Smyrna";"GA";30080;
557141;22092849;"Wesley Heights";"1801 Amber Dr.";"Columbus";"GA";31907;
557191;22090085;"Wheeler Pines Preschool";"1219 George C. Wilson Dr.";"Augusta";"GA";30909;
557549;22090614;"Youth Empowerment Project";"601 Denham St.";"Riverdale";"GA";30274;
584862;22076773;"A Child's Day Learning Center";"1601 Todds Lane";"Hampton";"VA";23666;
584871;22075706;"A Place For Girls";"912 Cedar Road";"Chesapeake";"VA";23320;
584875;22076779;"A World of Children - Cedar Road";"752 Cedar Road";"Chesapeake";"VA";23322;
584876;22076780;"A World of Children - Holland Road";"3478 Holland Rd.";"Virginia Beach";"VA";23452;
584902;22075733;"Academy of Early Learning";"3560 Chester Street";"Virginia Beach";"VA";23452;
584905;22076449;"Accotink Academy Preschool";"6215 Rolling Road";"Springfield";"VA";22152;
585020;22076816;"Appletree II";"712 Tapawingo Road, SW";"Vienna";"VA";22180;
585030;22075504;"Arlington Children's Center";"1915 N. Uhle Street";"Arlington";"VA";22201;
585052;22076384;"Ashburn Village Country Day School";"20909 Ashburn Village Blvd.";"Ashburn";"VA";20147;
585053;22075735;"Ashburn Village Sports Pavilion";"20585 Ashburn Village Blvd.";"Ashburn";"VA";20147;
585081;22075499;"Ballston Children's Center";"3850 Wilson Boulevard";"Arlington";"VA";22203;
585122;22076845;"Bellamy Manor School";"5009 Providence Road";"Virginia Beach";"VA";23464;
585128;22076848;"Ben Lomond Community Center";"10501 Copeland Drive";"Manassas";"VA";20109;
585210;22075616;"Boyd School - Broadlands";"42945 Waxpool Road";"Ashburn";"VA";20148;
585214;22076751;"Boyd School - Westfields";"4550 Walney Road";"Chantilly";"VA";20151;
585241;22076094;"Brentwood Academy";"3725 Nalls Road";"Alexandria";"VA";22309;
585303;22075620;"Burke UMC Preschool";"6200 Burke Center Parkway";"Burke";"VA";22015;
585332;22076898;"Calvary Hill Baptist";"9301 Little River Turnpike";"Fairfax";"VA";22031;
585371;22076248;"Cape Henry Collegiate Preschool";"1320 Mill Dam Road";"Virginia Beach";"VA";23454;
585375;22075736;"Cardinal Montessori School";"1424 G Street";"Woodbridge";"VA";22191;
585484;22076050;"Chesterbrook Academy #803";"6210 Multiplex Drive";"Centreville";"VA";20121;
585486;22076052;"Chesterbrook Academy #805";"43800 Clemens Terrace";"Ashburn";"VA";20147;
585490;22076056;"Chesterbrook Academy #811";"46120 Woodshire Drive";"Sterling";"VA";20166;
585491;22076057;"Chesterbrook Academy #813";"46386 Logan Way";"Sterling";"VA";20165;
585492;22076266;"Chesterbrook Academy #815";"46100 Woodshire Drive";"Sterling";"VA";20166;
585493;22076058;"Chesterbrook Academy #816 - Herndon";"222 Spring Street";"Herndon";"VA";20170;
585520;131681;"Childcare Network #65";"4225 Brambleton Avenue";"Roanoke";"VA";24018;5409893459
585521;112871;"Childcare Network #123";"15 Heritage Drive";"Bristol";"VA";24201;
585522;112881;"Childcare Network #180";"4300 John Tyler Memorial Highway";"Williamsburg";"VA";23185;
585523;112891;"Childcare Network #181";"159 Kristiansand Drive";"Williamsburg";"VA";23185;
585525;112911;"Childcare Network #62";"1056 Ferry Plantation Road";"Virginia Beach";"VA";23455;7574640182
585526;112921;"Childcare Network #63";"952 Lord Dunmore";"Virginia Beach";"VA";23462;7574950968
585533;22075744;"Children of America - Doc Stone";"75 Dunn Drive";"Stafford";"VA";22556;
585534;22075740;"Children of America - Lee's Hill";"4555 Empire Court";"Fredericksburg";"VA";22408;
585537;22075742;"Children of America Prince William";"13871 Hedgewood Drive";"Woodbridge";"VA";22193;
585551;22075782;"Children's House";"4000 Newby's Bridge Road";"Chesterfield";"VA";23832;
585566;22076939;"Childtime 1002";"6048 Providence Road";"Virginia Beach";"VA";23464;
585570;22076943;"Childtime 1021";"3725 Tiffany Lane";"Virginia Beach";"VA";23456;
585578;22076950;"Childtime Learning Center - Reston";"11511 Sunset Hills Road";"Reston";"VA";20190;
585607;22076533;"Christopher Academy";"3300 Cedar Lane";"Portsmouth";"VA";23703;
585628;22075709;"Clarendon Child Care Center";"1305 North Jackson Street";"Arlington";"VA";22201;
585644;22075825;"Cloverdale School";"13506 Minnieville Road";"Woodbridge";"VA";22192;
585652;22076968;"College Park Day Care Center";"1304 Level Green Blvd";"Virginia Beach";"VA";23462;
585661;22077775;"Common Ground Child Care Center";"1700 Wainwright Drive";"Reston";"VA";20190;
585702;22075766;"Countryside Children's Academy";"20890 Pidgeon Hill Drive";"Sterling";"VA";20165;
585737;22076656;"Creme de la Creme";"21290 Springlake Court";"Sterling";"VA";20166;
585815;22076434;"Discovery Oaks Academy";"624 West Church Road";"Sterling";"VA";20164;
585873;22077809;"Early Steps Bilingual Preschool";"1701 N Bryan Street";"Arlington";"VA";22201;
586043;22075868;"Finding Dreams in Children";"3501 Fairfax Drive, Plaza Level";"Arlington";"VA";22201;
586115;22077810;"Flint Hill School";"10409 Academic Drive";"Oakton";"VA";22124;
586240;22075520;"Golden Pond School";"43940 Farmwell Hunt Plaza";"Ashburn";"VA";20147;
586247;22075891;"Good Beginnings School";"11501 Sunrise Valley Drive";"Reston";"VA";20191;
