"CCUS ID";"MT ID";"Name";"Address";"City";"State";"zip";
55417;766;"Little Miracles Child Development Center";"1530 East Kemper Road";"Cincinnati";"OH";45246;5137720707
55833;218171;"Appian Way KinderCare";"3600 Appian Way";"Lexington";"KY";40517;
55836;22093660;"Educare Learning Center";"2832 Snow Road";"Lexington";"KY";40517;
55844;22095061;"Trinity Hill Child Care Center";"210 E. Reynolds Rd.";"Lexington";"KY";40517;
55845;218271;"Custer KinderCare";"3199 Custer Dr.";"Lexington";"KY";40517;
55846;218261;"Lexington KinderCare";"2611 Wilhite Dr.";"Lexington";"KY";40503;
55860;22094384;"National Academy Preschool";"3500 Arbor Drive";"Lexington";"KY";40517;
55869;22093578;"Community Montessori School";"166 Crestwood Drive";"Lexington";"KY";40503;
55912;22093274;"Creative Kids Child Care Center";"2385 Huguenard Drive";"Lexington";"KY";40503;
55929;22094879;"Cherish The Child Care Center";"102 Dennis Drive 107 Dennis Drive";"Lexington";"KY";40503;
55941;218221;"Wellington KinderCare";"628 Wellington Way";"Lexington";"KY";40503;
55958;22094469;"Summit Christian Preschool";"2780 Clays Mill Road";"Lexington";"KY";40503;
55979;22094021;"Kare Bears";"3155 Custer Drive, Suite A";"Lexington";"KY";40517;
55981;22094615;"Shaw's Child Care";"2813 Snow Road";"Lexington";"KY";40517;
56313;218181;"Lyndon Lane KinderCare";"1100 Lyndon Lane";"Louisville";"KY";40222;
56322;22093369;"St. Joseph Child Development Center";"2823 Frankfort Avenue";"Louisville";"KY";40206;
56407;22093732;"Hayfield Montessori School";"2000 Tyler Lane";"Louisville";"KY";40205;
56412;22094859;"Holy Family Child Development Program";"3940 Poplar Level Road";"Louisville";"KY";40213;
56431;22095186;"Whitehall Day Care Center";"2633 Whitehall Terrace";"Louisville";"KY";40220;
56499;22093344;"St. Martha Child Care";"2825 Klondike Lane";"Louisville";"KY";40218;
56523;22094540;"Posh Posh Club Child & Family Enrichment Center";"1512 Crums Lane, Suite 101";"Louisville";"KY";40216;
56533;218241;"Klondike KinderCare";"3804 Klondike Lane";"Louisville";"KY";40218;
56535;218201;"Herr Lane KinderCare";"2013 Herr Lane";"Louisville";"KY";40222;
56536;218211;"Newburg KinderCare";"2990 Newburg Rd.";"Louisville";"KY";40205;
56537;218191;"Shelbyville KinderCare";"8016 Shelbyville Rd.";"Louisville";"KY";40222;
56538;218231;"Zorn KinderCare";"730 Zorn Ave.";"Louisville";"KY";40206;
56557;22094322;"Meriday Preschool";"3728 Taylorsville Road";"Louisville";"KY";40220;
56561;22093860;"Hikes Point Child Care";"3046 Hunsinger Lane";"Louisville";"KY";40220;
56770;22094890;"Visually Impaired Preschool Services";"1906 Goldsmith Lane";"Louisville";"KY";40218;
56815;22093905;"Little Red School House";"4104 Dixie Highway";"Erlanger";"KY";41018;
56816;22020536;"Grace Edgett Child Development Center";"31 Commonwealth Avenue";"Erlanger";"KY";41018;
56817;218251;"Richardson Road KinderCare";"4225 Richardson Rd.";"Independence";"KY";41051;
56847;22020466;"SonLight Preschool";"116 Commonwealth Avenue";"Erlanger";"KY";41018;
56895;22020535;"Silverlake Academy";"301 Kenton Lands Road";"Erlanger";"KY";41018;
56908;22020480;"Tender Steps Enrichment Center";"14 Graves Avenue";"Erlanger";"KY";41018;
56908;22094759;"Tender Steps Enrichment Center";"301 Center St";"Erlanger";"KY";41018;
81819;22041662;"A Creative Focus Learning Center";"720 Meadow Creek Ln";"Garland";"TX";75043;
81828;22041670;"A Kid's World";"110 McKibben";"League City";"TX";77573;
81864;22041707;"A+ Prep School";"6509 Independence PKY";"Plano";"TX";75023;
81874;22041722;"ABC 123 Christian Learning Center";"1035 Belvidere ST STE 123";"El Paso";"TX";79912;
81879;22041730;"ABC Child Development Center NO 3";"202 W Pasadena BLVD";"Deer Park";"TX";77536;
81887;341121;"ABC daycare";"Barcelona drive.  Cross street: corral hollow and cypress";"Tracy";"CA";95377;2098155426
81906;22041759;"Abiding Presence Lutheran Day School";"14700 San Pedro";"San Antonio";"TX";78232;
81931;43205;"Academy For Kids";"11404 Aspen Creek Drive";"Keller";"TX";76244;8177412244
81932;22041791;"Academy Learning Center";"3519 Burke RD";"Pasadena";"TX";77504;
81951;22041809;"Acute Childrens Montessori Academy";"1709 East 5th Street";"Tyler";"TX";75701;
81963;22041819;"Adventure Discovery Center";"2610 William Brewster";"Irving";"TX";75062;
81967;22041822;"Adventure Kids Playcare";"2432 Preston RD Suite 320";"Plano";"TX";75093;
82018;22041873;"Aldersgate UMC MDO";"1741 Sayles BLVD";"Abilene";"TX";79605;
82069;43248;"All Saints Lutheran Children's Learning Center";"4325 SW Green Oaks Blvd.";"Arlington";"TX";76017;8174836692
82092;22041944;"Allen Montessori Academy";"612 Pebble Brook DR";"Allen";"TX";75002;
82181;22042028;"American Montessori Campus";"6529 West Plano PKY";"Plano";"TX";75093;
82183;22042029;"Americas Choice Childcare Center";"8116 Antoine";"Houston";"TX";77088;
82213;22042060;"Angels Academy Childcare Center";"6078 Fry RD Suite G";"Katy";"TX";77449;
82305;22042158;"Armand Bayou Montessori School";"16204 Hickory Knoll";"Houston";"TX";77059;
82313;22042165;"Ascension Child Development Center";"2525 Seagler";"Houston";"TX";77042;
82321;22042173;"Ashleys Private School";"310 Beltline Rd";"Cedar Hill";"TX";75104;
82359;22042206;"Atascocita Childrens Academy";"5383 Atascocita RD";"Humble";"TX";77346;
82390;22042233;"Autrey's Family Child Care & Learning Center";"238 E Aviation Blvd";"Universal City";"TX";78148;
82425;22042267;"Back to Basic Christian Child Care";"7408 W Broadway";"Pearland";"TX";77581;
82439;22042283;"Bara-Hambright School of the Arts";"523 E. Louetta Suite A";"Spring";"TX";77373;
82501;22042339;"Becker Early Childhood Center";"1500 Sunset BLVD";"Houston";"TX";77005;
82505;22042343;"Bedford Baptist Temple";"2403 Bedford RD";"Bedford";"TX";76021;
82506;23651;"Bedford Christian Academy and Montessori Preschool";"2701 Harwood RD";"Bedford";"TX";76021;
82515;22042352;"Beginnings & Beyond";"26501 Border";"Spring";"TX";77373;
82520;22042356;"Bell's Little Angels Childcare & Learning Center";"911 Gemini";"Houston";"TX";77058;
82537;22042373;"Bent Tree Day School";"18273 Vail ST";"Dallas";"TX";75287;
82568;22042400;"Bethesda CDC";"4700 Beach N";"Fort Worth";"TX";76137;
82632;22042468;"Blue Ivey School";"2101  Firewheel  Pkwy";"Garland";"TX";75040;
82639;22042473;"Bluebonnet Learning Center";"9303 W Sam Houston Parkway Ste 175";"Houston";"TX";77099;
82640;22042474;"Bluebonnet Learning Center";"3509 8th ST SE";"Grand Prairie";"TX";75052;
82654;22042487;"Bonin Dojo";"11419 Hall RD";"Houston";"TX";77089;
82704;22042540;"Brazos Valley Montessori";"3408 South College";"Bryan";"TX";77801;
82722;22042558;"Bright Beginnings";"590 S. Denton Tap";"Coppell";"TX";75019;
82753;22042595;"Bright Years Child Learning Center";"805 Clear Creek Avenue Suite B";"League City";"TX";77573;
82759;22042604;"Brighton School";"14207 Higgins Rd";"San Antonio";"TX";78217;
82775;22042623;"Brookhaven Preschool";"401 Jupiter S";"Allen";"TX";75002;
82791;22042637;"Bryans House";"5940 Forest Park Boulevard";"Dallas";"TX";75235;
82835;22042673;"Bullfrogs and Butterflies Child Care";"802 Autumn Circle";"College Station";"TX";77840;
82888;24036;"CFC Bilingual Academy";"11000 Dairy Ashford";"Sugar Land";"TX";77478;2813402400
82898;22042735;"Callier Child Development Program";"1966 Inwood Road";"Dallas";"TX";75235;
82918;22042755;"Cambridge Montessori School";"6380 Highway 90A";"Sugar Land";"TX";77478;
83002;22042832;"Canyon Creek Day School";"6308 Stonewood DR";"Plano";"TX";75024;
83016;22042846;"Care Child Development Center";"1504 E Campbell Rd";"Richardson";"TX";75081;
83041;22042873;"Carriage Lane Learning Center";"8434 West RD";"Houston";"TX";77064;
83047;22042880;"Carrollton Farmers Branch ISD Employee Daycare Academy";"2325 Heads LN";"Carrollton";"TX";75006;
83072;22042908;"Castle Hills Montessori";"1416 Hebron PKWY  W";"Carrollton";"TX";75010;
83107;22042942;"Center of Hope Crystal CDC";"4815 Cass Street";"Dallas";"TX";75235;
83110;22042944;"Centerville Learning Center";"407 W Centerville";"Garland";"TX";75041;
83164;22043003;"Chapel Hill Academy - Clayton";"4640 Sycamore School RD";"Fort Worth";"TX";76133;
83205;24353;"Childcare Network #174";"6157 Silver Sage Drive";"Fort Worth";"TX";76137;8175819454
83206;24354;"Childcare Network #171";"703 South Cedar Ridge";"Duncanville";"TX";75137;
83207;24355;"Childcare Network #170";"2020 South MacArthur Boulevard";"Irving";"TX";75060;
83208;24356;"Childcare Network #172";"240 East Beltline Road";"Cedar Hill";"TX";75104;
83209;24357;"Childcare Network #173";"5900 Matlock Road South";"Arlington";"TX";76018;
83210;24358;"Childcare Network #182";"1400 Caplin Street";"Arlington";"TX";76018;
83257;22043091;"Children's Enrichment Program";"127 Roberts";"Cedar Hill";"TX";75104;
83297;22043151;"Childrens Choice Learning Center";"6330 N Mesa STE J";"El Paso";"TX";79912;
83308;22043175;"Childrens Courtyard";"7515 Smithfield Rd";"North Richland Hills";"TX";76180;
83325;22043180;"Childrens Cove";"21950 Kingsland Blvd";"Katy";"TX";77450;
83326;22043181;"Childrens Creative Playday";"601 Greenville S";"Allen";"TX";75002;
83345;22043201;"Childrens Garden Montessori Academy";"8565 Gratitude TRL";"Plano";"TX";75024;
83346;22043202;"Childrens Haven Day Care";"13511 Florence";"Sugar Land";"TX";77478;
83347;22043203;"Childrens Hour Pre-School";"2227 Dorrington";"Houston";"TX";77030;
83350;22043205;"Childrens House Montessori";"601 Fountain Gate S";"Allen";"TX";75002;
83366;22043216;"Childrens Lighthouse";"3001 W Bay Area BLVD";"Friendswood";"TX";77546;
83390;22043245;"Childrens Place";"2312 Remynse DR";"Arlington";"TX";76014;
83401;22043254;"Childrens University";"4621 Park Springs Blvd.";"Arlington";"TX";76017;
83403;24569;"Childrens Village Development Center";"9759 Forest Ln Ste 450";"Dallas";"TX";75243;
83431;22043281;"Childtime Learning Centers";"417 Sawdust RD";"Spring";"TX";77380;
83431;22043289;"Childtime Learning Centers";"475 Sawdust RD";"Spring";"TX";77380;
83444;22043291;"Childtime Learning Centers";"2590 Falcon Pass";"Houston";"TX";77062;
83499;22043344;"ChristWay Academy Preschool";"419  Cedar Ridge N";"Duncanville";"TX";75116;
83506;22043350;"Cinco Ranch Montessori";"2530 S Peek RD";"Katy";"TX";77450;
83539;22043383;"Clear Lake Methodist Mothers Day Out";"16335 El Camino Real";"Houston";"TX";77062;
83540;22043384;"Clear Lake Montessori School";"2486 Falcon Pass";"Houston";"TX";77062;
83542;22043386;"Cleburne ISD Day Care";"311 Featherston";"Cleburne";"TX";76033;
83569;22043413;"Coker Mother's Day Out";"231 North Loop RD E";"San Antonio";"TX";78216;
83577;24736;"Creme De La Creme - Colleyville";"6805 Colleyville Blvd";"Colleyville";"TX";76034;8174163683
83612;22043471;"Community Partners Early Childhood Development Center";"4901 Lockwood";"Houston";"TX";77026;
83631;22043490;"Concordia Lutheran Learning Center";"5702 N Jupiter Rd";"Garland";"TX";75044;
83657;22043515;"Coppell Montessori Academy";"136 Fitness CT";"Coppell";"TX";75019;
83749;22043606;"Cradles 2 Crayons Academy";"4930 Travis ST";"Houston";"TX";77002;
83757;22043615;"Crayon Campus";"4118 Robinson Rd";"Grand Prairie";"TX";75052;
83763;22043620;"Cream of the Crop Learning Center";"2202 Center ST";"Deer Park";"TX";77536;
83788;22044185;"Creative Corners";"1411 W Main";"League City";"TX";77573;
83822;25009;"Creme de la Creme - Plano";"5516 West Plano Parkway";"Plano";"TX";75093;9728185736
83823;26032;"Creme de la Creme - Frisco";"9375 Legacy Dr.";"Frisco";"TX";75034;9724644242
83825;26030;"Creme De La Creme - Coppell";"300 South Denton Tap Road";"Coppell";"TX";75019;9724629064
83826;26033;"Creme De La Creme - Allen";"1207 McDermott DR W";"Allen";"TX";75013;2144950941
83918;22044319;"Dallas International School";"800 Campbell RD W";"Richardson";"TX";75080;
83920;22044321;"Dallas North Montessori School";"1149 Rockingham LN";"Richardson";"TX";75080;
83926;22044327;"Darlings Learning Center";"2459 E Hebron PKY";"Carrollton";"TX";75010;
83996;22044399;"Destiny Village";"701 Fairmont";"Pasadena";"TX";77504;
83998;22044401;"Developing Minds Learning Center";"7634 Bellfort";"Houston";"TX";77061;
84019;22044423;"Discovery Days";"201 McDermott E";"Allen";"TX";75002;
84031;22044433;"Discovery Kingdom";"14325 Crescent Landing";"Houston";"TX";77062;
84136;22044533;"Early Learning Academy";"900 Wunsche Loop";"Spring";"TX";77373;
84139;22044538;"Early Learning Center";"18901 Timber Forest DR";"Humble";"TX";77346;
84143;22044543;"Early Learning Place";"7001 Trail Lake DR";"Fort Worth";"TX";76133;
84143;22095307;"Early Learning Place";"7001 Trail Lake Drive";"Fort Worth";"TX";76133;
84228;22044622;"El Paso Super Kids Learning Center";"7018 Orizaba";"El Paso";"TX";79912;
84456;25646;"First Baptist Kids";"225 Keller Parkway";"Keller";"TX";76248;
84486;22043868;"First Class Learning Center";"2105-07 Shady Grove Rd W";"Irving";"TX";75060;
84514;22043894;"First Place Preschool";"2201 E Hebron PKWY";"Carrollton";"TX";75010;
84540;22043920;"First Step Learning Center";"6303 Forest Park Blvd B200";"Dallas";"TX";75235;
84552;22043935;"First to Read";"601 N Resler";"El Paso";"TX";79912;
84595;22043977;"Fit for Kids Too";"3609 E 29th St";"Bryan";"TX";77802;
84598;22043980;"Five Star Montessori";"13260 Forkland DR";"Houston";"TX";77077;
84639;22044024;"Fort Bend Montessori School DC";"12500 W Bellfort";"Houston";"TX";77099;
84722;22044106;"G & J Learning Center";"1111 Jim Miller N";"Dallas";"TX";75217;
84749;25942;"Gateway Early Learning Center - Spell";"1004 Spell Ave";"Cleburne";"TX";76033;8176454220
84759;22044144;"Genesis Learning Center - Downtown";"2819 Caroline";"Houston";"TX";77004;
84774;22044674;"Giant Steps Early Learning School";"7900 Old Tezel Road";"San Antonio";"TX";78250;
84786;22044691;"Gimme A Break Drop In Child Care";"7108 N Mesa ST";"El Paso";"TX";79912;
84787;22044692;"Gimmie-A-Break";"1563 Live Oak Street";"Webster";"TX";77598;
84892;22044797;"GPS Destiny's Learning Center";"6138 Westcreek DR";"Fort Worth";"TX";76133;
84919;22044826;"Grace School Early Childhood Program";"10221 Ella Lee";"Houston";"TX";77042;
84928;22044836;"Graham Cracker Express Preschool";"400 W Campbell Rd";"Richardson";"TX";75080;
84969;22044876;"Grapevine Christian School";"525 Park  BLVD";"Grapevine";"TX";76051;
84984;22044893;"Greatwood Academy and Child Development";"602 Crabb River RD";"Richmond";"TX";77469;
84985;22044894;"Greatwood Montessori School";"6633 Greatwood PKY";"Sugar Land";"TX";77479;
84988;22044897;"Green Acres Early Education Center";"1607 Troup Hwy";"Tyler";"TX";75701;
84996;22044907;"Greenhill School Child Development Center";"4141 Spring Valley";"Addison";"TX";75001;
85034;22044948;"Growth and Guidance";"324 Rayford Rd.";"Spring";"TX";77386;
85107;22045019;"Happy Harbour Early Childhood Program";"3459 FM 518 East";"League City";"TX";77573;
85234;22045146;"Heaven Angels Learning Center";"1951 E Arkansas Ln";"Arlington";"TX";76010;
85451;22045371;"IACC Academy";"6520 Custer Rd";"Plano";"TX";75023;
85537;22045457;"Its Playtime";"2513 Sunset Blvd";"Houston";"TX";77005;
85539;22045459;"Itty Bitty City";"22052 Westheimer Pky";"Katy";"TX";77450;
85559;22045480;"Jack & Jill Preschool";"403 Villa Maria";"Bryan";"TX";77801;
85670;22045585;"Jungle Kids Academy";"2849 Miller Ranch Rd #501";"Pearland";"TX";77584;
85680;22045595;"Just for Kids Learning Center";"516 Highway 3 North";"League City";"TX";77573;
85682;22045596;"Just For Kidz";"2828 Central Dr Ste 470";"Bedford";"TX";76021;
85706;22045622;"Kaleidoscope Child Development Center";"19310 Midway Rd";"Dallas";"TX";75287;
85747;22045663;"KD Learning Center #2";"6 Uvalde Road Ste D";"Houston";"TX";77015;
85749;22045665;"Keller Montessori School and Kindergarten";"122 Vine";"Keller";"TX";76248;
85755;22045673;"Kenwick Playcare";"1803 Kenwick";"Pasadena";"TX";77504;
85828;22045741;"Kidco Learning Center";"2437 N Fry Rd";"Katy";"TX";77449;
85886;22045801;"Kiddy Land Childcare Center";"4025 Sycamore School Rd #g";"Fort Worth";"TX";76133;
85899;22045813;"Kids 'R' Kids #45 TX";"4117 Keller Hicks Rd";"Keller";"TX";76244;
85958;22045877;"Kids Country No 2";"9571 Skillman St";"Dallas";"TX";75243;
85990;22045917;"Kids Kaleidoscope";"22801 Aldine Westfield";"Spring";"TX";77373;
85992;22045919;"Kids Kampus Child Care Center";"1410 Portland Ave";"Abilene";"TX";79605;
86051;22045974;"Kids Park";"309 Curtis Mathis Way";"Arlington";"TX";76018;
86055;22045978;"Kids Play Two";"1060 W Frankford 216";"Carrollton";"TX";75007;
86060;22045982;"Kids R Kids";"320 Valleywood Dr";"Spring";"TX";77380;
86062;22045984;"Kids R Fun";"13032 Nacogdoches Rd #204-207";"San Antonio";"TX";78217;
86067;22045987;"Kids R Kids";"12475 Sugar Dale Dr";"Stafford";"TX";77477;
86080;22046002;"Kids R Kids #13 Quality Learning";"2430 County Rd 90";"Pearland";"TX";77584;
86082;22046004;"Kids R Kids #23";"1250 Crabb River Rd";"Richmond";"TX";77469;
86083;22046005;"Kids R Kids #24";"19814 Kieth Harrow Blvd";"Katy";"TX";77449;
86089;22046011;"Kids R Kids #42 TX";"12015 Broadway";"Pearland";"TX";77584;
86096;22046019;"Kids R Kids #54";"600 Debbie Ln";"Arlington";"TX";76002;
86098;22046021;"Kids R Kids #61 TX";"10602 S. Fry Rd.";"Katy";"TX";77494;
86112;22046037;"Kids R Kids Space Center Preschool";"151 W. Texas Ave";"Webster";"TX";77598;
86119;22046044;"Kids Space Learning Center";"13900 Beechnut Suite A";"Houston";"TX";77083;
86217;27979;"Guilbeau KinderCare";"8980 Guilbeau Rd.";"San Antonio";"TX";78250;
86218;27980;"Timber Path KinderCare";"8787 Timber Path";"San Antonio";"TX";78250;
86220;27982;"Boone Road KinderCare";"7019 Boone Rd.";"Houston";"TX";77072;
86221;339651;"Deer Park KinderCare";"602 S Pasadena Blvd.";"Deer Park";"TX";77536;
86222;27984;"Village Drive KinderCare";"1711 Village Dr.";"College Station";"TX";77840;
86223;27985;"Carter Creek KinderCare";"4351 Carter Creek Pkwy";"Bryan";"TX";77802;
86224;27986;"Balcones KinderCare";"937 Balcones Dr.";"College Station";"TX";77840;
86226;27990;"South Shore KinderCare";"106 Meadow Pkwy";"League City";"TX";77573;
86227;27987;"Hebron KinderCare";"4241 Marsh Lane";"Carrollton";"TX";75007;
86228;27991;"Watauga KinderCare";"5801 Watauga Rd.";"Fort Worth";"TX";76148;8002077019
86230;27992;"Lakewood KinderCare";"13025 Louetta Rd.";"Cypress";"TX";77429;
86231;27993;"Rodd Field Road KinderCare";"1354 Rodd Field Rd.";"Corpus Christi";"TX";78412;
86232;27994;"Everhart KinderCare";"6826 Everhart  Rd.";"Corpus Christi";"TX";78413;
86233;27995;"Acushnet KinderCare";"4040 Acushnet Dr.";"Corpus Christi";"TX";78413;
86234;28004;"Royal Street KinderCare";"110 Royal St.";"Bryan";"TX";77801;
86235;28005;"Judson At Stahl KinderCare";"15170 Judson Rd.";"San Antonio";"TX";78247;
86236;28006;"Patricia KinderCare";"1127 Patricia Dr.";"San Antonio";"TX";78213;
86237;28007;"Fairmont KinderCare";"3602 Fairmont Pkwy";"Pasadena";"TX";77504;
86238;28008;"Mossrock KinderCare";"2711 Mossrock Dr.";"San Antonio";"TX";78230;
86239;28009;"Baytown KinderCare";"3410 Garth Rd.";"Baytown";"TX";77521;
86240;28010;"Las Colinas KinderCare";"1121 Greenway Circle";"Irving";"TX";75038;
86242;28012;"East Montwood Drive KinderCare";"10614 East Montwood Dr.";"El Paso";"TX";79935;
86243;28013;"Westside KinderCare";"6923 Enid Court";"El Paso";"TX";79912;
86244;28014;"Wallisville KinderCare";"14614 Wallisville Rd.";"Houston";"TX";77049;
86245;28015;"South Willis KinderCare";"2309 South Willis St.";"Abilene";"TX";79605;
86253;28030;"Kingwood KinderCare";"2728 Ben's Branch Dr.";"Kingwood";"TX";77339;
86254;28028;"Brimhurst KinderCare";"1407 Parkway Plaza Dr.";"Houston";"TX";77077;
86255;28026;"Oakhurst Drive KinderCare";"24717 Oakhurst Dr.";"Spring";"TX";77386;
86256;28027;"Fountain Park KinderCare";"103 North Fountain Park Dr.";"Allen";"TX";75002;
86257;28029;"Forest Crossing KinderCare";"9005 Forest Crossing Dr.";"Spring";"TX";77381;8002077019
86258;28031;"West Kingsland KinderCare";"22129 Kingsland Blvd.";"Katy";"TX";77450;
86259;28032;"Katy KinderCare";"19510 Clay Rd.";"Katy";"TX";77449;
86260;28033;"Cinco Ranch KinderCare";"2650 South Peek Rd.";"Katy";"TX";77450;
86261;28034;"Fairbanks KinderCare";"7702 Fairbanks North Houston Rd.";"Houston";"TX";77040;
86262;28035;"Millridge KinderCare";"10711 Millridge North Dr.";"Houston";"TX";77070;
86263;28036;"Vista Del Sol KinderCare";"11022 Vista Del Sol Dr.";"El Paso";"TX";79935;
86264;28037;"Summerfields KinderCare";"3800 Basswood Blvd.";"Fort Worth";"TX";76137;
86265;28038;"North Arlington KinderCare";"1608 Candler Dr.";"Arlington";"TX";76011;
86266;28039;"South Collins KinderCare";"2710 South Collins St.";"Arlington";"TX";76014;
86267;28051;"North Custer KinderCare";"6525 Custer Rd.";"Plano";"TX";75023;
86268;28040;"Green Oaks KinderCare";"4141 SW Green Oaks Blvd.";"Arlington";"TX";76017;
86269;28041;"Bedford Harwood KinderCare";"2616 Harwood Rd.";"Bedford";"TX";76021;
86270;28042;"Marquita KinderCare";"3700 Marquita Dr.";"Fort Worth";"TX";76116;
86271;28043;"Matlock KinderCare";"5225 Matlock Rd.";"Arlington";"TX";76018;
86272;28044;"Burnham Rd KinderCare";"1325 Burnham Rd.";"Plano";"TX";75093;
86273;28045;"South Synott KinderCare";"8610 Synott Rd.";"Houston";"TX";77083;
86274;28046;"Antoine KinderCare";"8703 Antoine Dr.";"Houston";"TX";77088;
86275;28047;"Valley Ranch KinderCare";"504 Ranch Trail";"Irving";"TX";75063;
86276;28048;"Southlake-Grapevine KinderCare";"3115 East Southlake Blvd.";"Southlake";"TX";76092;
86277;28049;"Big Springs KinderCare";"3349 Big Springs";"Garland";"TX";75044;
86279;28052;"Frankford Road East KinderCare";"4025 Frankford Rd.";"Dallas";"TX";75287;
86280;28053;"Kelly Boulevard KinderCare";"2210 Kelly Blvd.";"Carrollton";"TX";75006;
86282;28078;"Greatwood KinderCare";"903 Greatwood Glen Dr.";"Sugar Land";"TX";77479;
86283;28071;"Bedford KinderCare";"2309 Central Dr.";"Bedford";"TX";76021;
86284;28070;"Aldine Westfield KinderCare";"2349 Fm 1960 East";"Houston";"TX";77073;
86286;28089;"Heimer KinderCare";"14230 Cross Canyon Rd.";"San Antonio";"TX";78232;
86287;28090;"Woodlands KinderCare";"7253 E Capstone Circle";"Spring";"TX";77381;8002077019
86288;28058;"Nacogdoches KinderCare";"13030 Nacogdoches Rd.";"San Antonio";"TX";78217;
86289;28060;"Parliament KinderCare";"11814 Parliament Dr.";"San Antonio";"TX";78216;
86290;28056;"Creek Valley KinderCare";"4052 Huffines Blvd.";"Carrollton";"TX";75010;
86291;28080;"Wood River KinderCare";"2911 Wood River Dr.";"Spring";"TX";77373;
86293;28065;"Bunker Hill KinderCare";"937 Bunker Hill Rd.";"Houston";"TX";77024;
86294;28085;"Emerald Wood KinderCare";"610 Emerald Wood Dr.";"Austin";"TX";78745;
86298;28087;"Copperfield KinderCare";"18035 Forest Heights Dr.";"Houston";"TX";77095;
86299;28069;"Missouri City KinderCare";"1531 Texas Pkwy";"Missouri City";"TX";77489;
86300;28076;"Twin Creeks KinderCare";"210 North Alma Rd.";"Allen";"TX";75013;
86301;28077;"Campbell Rd KinderCare";"511 West Campbell Rd.";"Richardson";"TX";75080;
86302;28061;"Preston Meadow KinderCare";"6900 Preston Meadow Dr.";"Plano";"TX";75024;
86304;28086;"Beamer Road KinderCare";"12002 Beamer Rd.";"Houston";"TX";77089;
86305;28084;"The Bear Creek KinderCare";"17527 West Little York Rd.";"Houston";"TX";77084;
86306;28081;"South Hulen KinderCare";"7224 Kingswood Dr.";"Fort Worth";"TX";76133;
86307;28082;"Westcreek KinderCare";"6017 WestCreek Dr.";"Fort Worth";"TX";76133;
86308;28059;"Spring Branch KinderCare";"10170 Emnora Lane";"Houston";"TX";77080;
86309;28083;"Fry Road KinderCare";"2202 Fry Rd.";"Houston";"TX";77084;
86310;28092;"Culebra KinderCare";"8031 Culebra Rd.";"San Antonio";"TX";78251;
86311;28093;"Northwest Highway KinderCare";"1321 Northwest Highway";"Garland";"TX";75041;
86312;28072;"Bellfort Street KinderCare";"7828 Bellfort St.";"Houston";"TX";77061;
86313;28073;"Spring Creek KinderCare";"15610 Spring Creek Rd.";"Dallas";"TX";75248;
86316;28067;"Oakmont KinderCare";"7901 Oakmont Blvd.";"Fort Worth";"TX";76132;
86317;28075;"Sharpstown KinderCare";"6767 Rookin St.";"Houston";"TX";77074;
86318;28055;"Walnut Bend KinderCare";"2625 Walnut Bend Ln.";"Houston";"TX";77042;
86319;28062;"Mansfield KinderCare";"2120 Man Ave.";"Mansfield";"TX";76063;
86320;28064;"Silverlake KinderCare";"2325 County Rd. 90";"Pearland";"TX";77584;
86321;28074;"South Congress KinderCare";"6434 S. Congress Ave.";"Austin";"TX";78745;
86323;28094;"Frankford Road West KinderCare";"1300 E. Frankford Rd.";"Carrollton";"TX";75007;
86324;28095;"Toepperwein Road KinderCare";"11501 Toepperwein Rd.";"San Antonio";"TX";78233;
86325;28096;"Tyler KinderCare";"2524 McDonald Rd.";"Tyler";"TX";75701;
86326;28097;"Rowlett KinderCare";"3316 Lakeview Pkwy";"Rowlett";"TX";75088;
86327;28098;"Forest Lane KinderCare";"9131 Forest Lane";"Dallas";"TX";75243;
86328;28099;"Euless KinderCare";"2440 Fuller-Wiser Rd.";"Euless";"TX";76039;
86329;28100;"Rosenberg KinderCare";"4305 Mustang Ave.";"Rosenberg";"TX";77471;
86330;28101;"Timber Forest KinderCare";"19151 Timber Forest Dr.";"Humble";"TX";77346;
86334;22046266;"Kindercity";"4614 Belle Park";"Houston";"TX";77072;
86337;22046271;"Kinderland";"12903 W Bellfort";"Sugar Land";"TX";77478;
86364;22046305;"Kings Kids Academy";"3511 Country Club Rd N";"Irving";"TX";75062;
86427;28207;"Katy Knowledge Beginnings";"6130 South Fry Rd.";"Katy";"TX";77494;
86428;28206;"Allen Knowledge Beginnings";"1216 East Bethany Rd.";"Allen";"TX";75002;
86431;28211;"Pinebrook KinderCare";"4422 Clear Lake City Blvd.";"Houston";"TX";77059;
86432;28011;"Clear Lake KinderCare";"14777 El Camino Real";"Houston";"TX";77062;8002077019
86432;28210;"Clear Lake KinderCare";"16610 Sea Lark Rd.";"Houston";"TX";77062;8002077019
86442;28219;"Friendswood KinderCare";"2550 W. Bay Area Blvd.";"Friendswood";"TX";77546;
86443;28224;"Parkwood Hill KinderCare";"7900 Parkwood Hill Blvd.";"Fort Worth";"TX";76137;
86444;28220;"Irving KinderCare";"3501 N. Story Rd.";"Irving";"TX";75062;
86445;28225;"Spring Valley Road KinderCare";"3710 Spring Valley Rd.";"Addison";"TX";75001;
86447;28222;"Browning KinderCare";"2225 Browning Dr.";"Arlington";"TX";76010;
86448;28223;"Addison KinderCare";"5080 Spectrum Dr.";"Addison";"TX";75001;
86453;22046390;"Koala Cubs";"1033 Fairmont Pkwy.";"Pasadena";"TX";77504;
