"id";"provider_id";"date";"type"
1320;1838;"05-03-2019";"Monitoring"
1977;1838;"01-31-2020";"Annual"
187;1763;"12-15-2017";"Renewal"
633;1763;"08-31-2018";"Monitoring"
988;1763;"01-18-2019";"Annual"
1268;1763;"04-30-2019";"Monitoring"
1908;1763;"12-09-2019";"Annual"
574;2346;"05-24-2018";"Annual"
1276;2346;"05-03-2019";"Annual"
1573;2346;"08-15-2019";"Monitoring"
1902;2346;"01-16-2020";"Monitoring"
497;1889;"06-11-2018";"Monitoring"
768;1889;"10-10-2018";"Annual"
1109;1889;"03-22-2019";"Monitoring"
1925;1889;"01-23-2020";"Monitoring"
401;1882;"06-11-2018";"Monitoring"
770;1882;"10-10-2018";"Annual"
1108;1882;"03-22-2019";"Monitoring"
1924;1882;"01-23-2020";"Monitoring"
151;2775;"07-15-2020";"Initial"
384;1854;"05-23-2018";"Monitoring"
1445;1854;"06-25-2019";"Monitoring"
1673;1854;"09-13-2019";"Annual"
231;2093;"11-09-2017";"Renewal"
1287;2093;"05-03-2019";"Annual"
1552;2093;"08-07-2019";"Monitoring"
235;2111;"10-18-2017";"Renewal"
1429;2111;"05-08-2019";"Annual"
1551;2111;"08-07-2019";"Monitoring"
445;2094;"04-18-2018";"Annual"
1156;2094;"03-27-2019";"Annual"
1546;2094;"08-23-2019";"Monitoring"
1868;2094;"12-16-2019";"Monitoring"
749;2606;"05-19-2018";"Annual"
1159;2606;"03-29-2019";"Annual"
1684;2606;"08-06-2019";"Monitoring"
1854;2606;"12-05-2019";"Monitoring"
236;2164;"02-05-2018";"Annual"
985;2164;"02-08-2019";"Annual"
1475;2164;"07-12-2019";"Monitoring"
1941;2164;"01-29-2020";"Renewal"
155;1884;"10-30-2017";"Renewal"
748;1884;"09-20-2018";"Monitoring"
856;1884;"11-16-2018";"Annual"
1520;1884;"07-18-2019";"Monitoring"
1836;1884;"11-18-2019";"Annual"
113;2212;"11-21-2017";"Renewal"
553;2212;"08-20-2018";"Monitoring"
972;2212;"11-21-2018";"Annual"
1423;2212;"06-10-2019";"Monitoring"
1949;2212;"01-30-2020";"Annual"
620;2612;"09-13-2018";"Monitoring"
1018;2612;"12-04-2018";"Annual"
1723;2612;"08-27-2019";"Monitoring"
241;2001;"02-06-2018";"Annual"
444;2001;"07-20-2018";"Monitoring"
1060;2001;"03-07-2019";"Annual"
1618;2001;"09-05-2019";"Monitoring"
1971;2001;"02-04-2020";"Renewal"
452;1771;"01-31-2018";"Monitoring"
381;1771;"05-11-2018";"Annual"
914;1771;"01-02-2019";"Monitoring"
1190;1771;"04-02-2019";"Annual"
1919;1771;"01-17-2020";"Monitoring"
140;1900;"10-30-2017";"Renewal"
547;1900;"08-14-2018";"Monitoring"
941;1900;"10-24-2018";"Annual"
1448;1900;"06-27-2019";"Monitoring"
1785;1900;"10-21-2019";"Annual"
59;2674;"07-16-2018";"Initial"
1379;2674;"05-21-2019";"Annual"
1638;2674;"09-06-2019";"Monitoring"
65;2685;"09-10-2018";"Initial"
1234;2685;"04-26-2019";"Monitoring"
1569;2685;"08-13-2019";"Annual"
271;1922;"01-17-2018";"Renewal"
1208;1922;"03-21-2019";"Annual"
1669;1922;"09-12-2019";"Monitoring"
2056;1922;"03-05-2020";"Annual"
557;2103;"06-19-2018";"Monitoring"
861;2103;"11-28-2018";"Annual"
1210;2103;"04-10-2019";"Monitoring"
1762;2103;"10-17-2019";"Annual"
426;1812;"01-05-2018";"Monitoring"
425;1812;"05-23-2018";"Annual"
923;1812;"12-07-2018";"Monitoring"
1204;1812;"04-15-2019";"Annual"
1735;1812;"10-03-2019";"Monitoring"
609;2610;"08-10-2018";"Annual"
1324;2610;"05-09-2019";"Annual"
1590;2610;"08-23-2019";"Monitoring"
43;2670;"06-06-2018";"Initial"
898;2670;"12-14-2018";"Monitoring"
1507;2670;"07-22-2019";"Annual"
1837;2670;"11-26-2019";"Monitoring"
302;1787;"04-03-2018";"Annual"
865;1787;"11-29-2018";"Monitoring"
1253;1787;"04-30-2019";"Annual"
1797;1787;"11-08-2019";"Monitoring"
346;2396;"05-04-2018";"Monitoring"
797;2396;"10-22-2018";"Annual"
1301;2396;"05-10-2019";"Monitoring"
1752;2396;"10-15-2019";"Annual"
2048;2396;"03-05-2020";"Monitoring"
112;2730;"07-01-2019";"Initial"
743;1832;"02-08-2018";"Monitoring"
413;1832;"06-06-2018";"Annual"
937;1832;"12-03-2018";"Monitoring"
1267;1832;"04-26-2019";"Annual"
73;2694;"11-27-2018";"Initial"
1430;2694;"06-11-2019";"Monitoring"
1747;2694;"10-08-2019";"Annual"
330;1981;"04-23-2018";"Monitoring"
670;1981;"09-21-2018";"Annual"
1061;1981;"03-07-2019";"Monitoring"
1487;1981;"07-08-2019";"Annual"
2055;1981;"02-06-2020";"Monitoring"
331;1985;"04-23-2018";"Monitoring"
672;1985;"09-21-2018";"Annual"
1062;1985;"03-07-2019";"Monitoring"
1465;1985;"07-09-2019";"Annual"
1984;1985;"02-06-2020";"Monitoring"
301;2590;"02-12-2018";"Renewal"
844;2590;"10-19-2018";"Monitoring"
1128;2590;"03-26-2019";"Annual"
533;2171;"04-27-2018";"Annual"
908;2171;"12-18-2018";"Monitoring"
1489;2171;"05-08-2019";"Annual"
1997;2171;"02-13-2020";"Renewal"
471;2525;"04-26-2018";"Annual"
700;2525;"09-27-2018";"Monitoring"
980;2525;"02-07-2019";"Annual"
1464;2525;"07-08-2019";"Monitoring"
115;1984;"10-12-2017";"Renewal"
481;1984;"07-18-2018";"Monitoring"
1053;1984;"03-06-2019";"Annual"
1624;1984;"09-05-2019";"Monitoring"
1592;2589;"05-04-2018";"Monitoring"
799;2589;"10-23-2018";"Annual"
1393;2589;"06-03-2019";"Monitoring"
1742;2589;"10-08-2019";"Annual"
242;2503;"02-08-2018";"Annual"
522;2503;"08-02-2018";"Monitoring"
991;2503;"02-13-2019";"Annual"
1603;2503;"08-26-2019";"Monitoring"
191;1791;"12-06-2017";"Renewal"
523;1791;"05-11-2018";"Monitoring"
1036;1791;"02-21-2019";"Annual"
1375;1791;"05-28-2019";"Monitoring"
1914;1791;"01-13-2020";"Annual"
627;2421;"07-27-2018";"Annual"
1118;2421;"03-22-2019";"Monitoring"
1453;2421;"06-27-2019";"Annual"
2035;2421;"02-27-2020";"Renewal"
14;2629;"11-07-2017";"Initial"
603;2629;"08-23-2018";"Monitoring"
1054;2629;"03-01-2019";"Annual"
1463;2629;"07-08-2019";"Monitoring"
64;2686;"09-10-2018";"Initial"
1454;2686;"06-27-2019";"Monitoring"
1680;2686;"09-16-2019";"Annual"
215;1765;"10-19-2017";"Renewal"
594;1765;"08-13-2018";"Monitoring"
942;1765;"12-14-2018";"Annual"
1339;1765;"05-16-2019";"Monitoring"
1955;1765;"01-03-2020";"Annual"
153;2781;"08-05-2020";"Initial"
380;2186;"04-27-2018";"Monitoring"
628;2186;"08-21-2018";"Annual"
1123;2186;"03-25-2019";"Monitoring"
1166;2186;"05-28-2019";"Annual"
1926;2186;"01-17-2020";"Monitoring"
270;2254;"01-29-2018";"Renewal"
429;2254;"07-09-2018";"Monitoring"
877;2254;"12-04-2018";"Annual"
1486;2254;"07-16-2019";"Monitoring"
1936;2254;"01-27-2020";"Annual"
955;2613;"01-31-2018";"Monitoring"
957;2613;"03-20-2018";"Annual"
1039;2613;"02-26-2019";"Annual"
1706;2613;"09-23-2019";"Monitoring"
120;1806;"11-16-2017";"Renewal"
767;1806;"10-05-2018";"Annual"
1616;1806;"09-04-2019";"Monitoring"
1834;1806;"11-25-2019";"Annual"
207;1965;"01-02-2018";"Renewal"
776;1965;"06-01-2018";"Monitoring"
939;1965;"01-10-2019";"Annual"
1286;1965;"05-07-2019";"Monitoring"
175;2078;"12-14-2017";"Renewal"
738;2078;"08-21-2018";"Monitoring"
1243;2078;"04-29-2019";"Annual"
1692;2078;"09-18-2019";"Monitoring"
192;2141;"11-20-2017";"Renewal"
774;2141;"10-10-2018";"Monitoring"
968;2141;"01-10-2019";"Annual"
1956;2141;"01-22-2020";"Annual"
211;2008;"12-14-2017";"Renewal"
739;2008;"08-21-2018";"Monitoring"
1244;2008;"04-29-2019";"Annual"
1690;2008;"09-18-2019";"Monitoring"
932;1919;"10-04-2018";"Annual"
1366;1919;"05-24-2019";"Monitoring"
1547;1919;"08-06-2019";"Annual"
786;1851;"09-13-2018";"Annual"
1312;1851;"05-13-2019";"Monitoring"
1783;1851;"10-31-2019";"Annual"
143;2039;"10-17-2017";"Renewal"
791;2039;"10-18-2018";"Annual"
1364;2039;"05-22-2019";"Monitoring"
1822;2039;"11-19-2019";"Annual"
247;2095;"01-11-2018";"Renewal"
592;2095;"08-28-2018";"Monitoring"
967;2095;"12-11-2018";"Annual"
1519;2095;"07-22-2019";"Monitoring"
1901;2095;"12-19-2019";"Annual"
41;2097;"10-13-2017";"Renewal"
591;2097;"09-06-2018";"Monitoring"
901;2097;"12-11-2018";"Annual"
1518;2097;"07-22-2019";"Monitoring"
1893;2097;"12-19-2019";"Annual"
37;2252;"10-10-2017";"Renewal"
412;2252;"06-25-2018";"Monitoring"
868;2252;"11-30-2018";"Annual"
1314;2252;"05-13-2019";"Monitoring"
280;1894;"03-15-2018";"Monitoring"
282;1894;"03-31-2018";"Monitoring"
678;1894;"09-24-2018";"Annual"
1101;1894;"03-21-2019";"Monitoring"
1721;1894;"09-27-2019";"Annual"
102;2149;"11-16-2017";"Renewal"
722;2149;"09-19-2018";"Monitoring"
1295;2149;"05-08-2019";"Annual"
1663;2149;"09-13-2019";"Monitoring"
124;2750;"09-04-2019";"Initial"
1999;2750;"02-12-2020";"Monitoring"
130;2755;"10-18-2019";"Initial"
36;2660;"04-20-2018";"Initial"
946;2660;"01-15-2019";"Monitoring"
1206;2660;"04-08-2019";"Annual"
1817;2660;"11-15-2019";"Monitoring"
97;2718;"05-23-2019";"Initial"
101;2719;"06-07-2019";"Initial"
1805;2719;"11-14-2019";"Monitoring"
98;2720;"05-31-2019";"Initial"
1800;2720;"11-12-2019";"Monitoring"
96;2726;"05-23-2019";"Initial"
48;2667;"06-14-2018";"Initial"
1188;2667;"04-09-2019";"Monitoring"
1682;2667;"09-13-2019";"Annual"
3;2617;"08-17-2017";"Initial"
981;2617;"02-05-2019";"Monitoring"
1335;2617;"05-16-2019";"Annual"
1788;2617;"10-31-2019";"Monitoring"
713;2615;"04-13-2018";"Monitoring"
817;2615;"09-18-2018";"Annual"
1433;2615;"06-17-2019";"Monitoring"
1601;2615;"08-29-2019";"Annual"
206;2241;"10-06-2017";"Renewal"
834;2241;"09-13-2018";"Monitoring"
1107;2241;"03-22-2019";"Annual"
1672;2241;"09-11-2019";"Monitoring"
1979;2241;"02-06-2020";"Annual"
105;2022;"11-17-2017";"Renewal"
721;2022;"09-18-2018";"Monitoring"
992;2022;"02-13-2019";"Annual"
1695;2022;"09-18-2019";"Monitoring"
433;2547;"05-17-2018";"Annual"
800;2547;"10-18-2018";"Monitoring"
1266;2547;"04-22-2019";"Annual"
167;2011;"12-11-2017";"Renewal"
720;2011;"09-18-2018";"Monitoring"
1167;2011;"03-06-2019";"Annual"
1697;2011;"09-19-2019";"Monitoring"
57;2681;"08-15-2018";"Initial"
1197;2681;"04-11-2019";"Monitoring"
1662;2681;"09-12-2019";"Annual"
29;2646;"03-13-2018";"Initial"
819;2646;"10-29-2018";"Monitoring"
1271;2646;"03-07-2019";"Annual"
315;1779;"03-09-2018";"Monitoring"
400;1779;"06-11-2018";"Annual"
1198;1779;"04-12-2019";"Monitoring"
1432;1779;"06-17-2019";"Annual"
447;1764;"07-09-2018";"Monitoring"
751;1764;"09-27-2018";"Annual"
1442;1764;"06-18-2019";"Monitoring"
1561;1764;"08-08-2019";"Annual"
141;2758;"02-20-2020";"Initial"
149;2776;"07-21-2020";"Initial"
141;1801;"10-26-2017";"Renewal"
897;1801;"12-14-2018";"Annual"
1501;1801;"07-23-2019";"Monitoring"
1896;1801;"01-14-2020";"Annual"
745;2554;"06-04-2018";"Annual"
1410;2554;"06-07-2019";"Monitoring"
1613;2554;"09-04-2019";"Annual"
111;1821;"10-12-2017";"Renewal"
777;1821;"10-09-2018";"Monitoring"
858;1821;"11-20-2018";"Annual"
1793;1821;"10-29-2019";"Annual"
377;2336;"05-14-2018";"Monitoring"
715;2336;"09-19-2018";"Annual"
1038;2336;"02-27-2019";"Monitoring"
131;2754;"10-23-2019";"Initial"
253;2540;"02-23-2018";"Annual"
1136;2540;"03-28-2019";"Annual"
1612;2540;"09-04-2019";"Monitoring"
103;2692;"10-22-2018";"Initial"
1802;2692;"11-07-2019";"Monitoring"
469;2066;"05-08-2018";"Annual"
658;2066;"09-18-2018";"Monitoring"
1290;2066;"05-08-2019";"Annual"
1604;2066;"08-30-2019";"Monitoring"
453;2536;"07-09-2018";"Annual"
1144;2536;"03-29-2019";"Annual"
1639;2536;"09-09-2019";"Monitoring"
268;2199;"12-08-2017";"Renewal"
954;2199;"08-21-2018";"Monitoring"
995;2199;"02-14-2019";"Annual"
1575;2199;"08-15-2019";"Monitoring"
675;2557;"02-02-2018";"Monitoring"
674;2557;"08-23-2018";"Annual"
1049;2557;"02-25-2019";"Monitoring"
1534;2557;"07-25-2019";"Annual"
463;2367;"06-22-2018";"Annual"
1074;2367;"03-12-2019";"Annual"
1533;2367;"07-31-2019";"Monitoring"
1964;2367;"02-03-2020";"Renewal"
25;2637;"01-12-2018";"Initial"
1103;2637;"03-21-2019";"Monitoring"
1540;2637;"08-02-2019";"Annual"
673;1885;"09-14-2018";"Annual"
1120;1885;"03-22-2019";"Monitoring"
1524;1885;"07-29-2019";"Annual"
193;2037;"12-01-2017";"Renewal"
427;2037;"07-05-2018";"Monitoring"
843;2037;"11-09-2018";"Annual"
1479;2037;"07-12-2019";"Monitoring"
1828;2037;"11-19-2019";"Annual"
252;1808;"01-09-2018";"Renewal"
732;1808;"08-10-2018";"Monitoring"
1131;1808;"03-27-2019";"Annual"
1555;1808;"08-08-2019";"Monitoring"
1906;1808;"01-16-2020";"Annual"
147;2176;"10-05-2017";"Renewal"
419;2176;"07-02-2018";"Monitoring"
854;2176;"11-27-2018";"Annual"
1436;2176;"06-20-2019";"Monitoring"
1819;2176;"11-19-2019";"Annual"
135;2168;"11-30-2017";"Renewal"
586;2168;"08-30-2018";"Monitoring"
973;2168;"12-18-2018";"Annual"
1300;2168;"05-09-2019";"Monitoring"
1898;2168;"01-14-2020";"Annual"
258;1897;"02-23-2018";"Renewal"
943;1897;"12-28-2018";"Monitoring"
1137;1897;"03-15-2019";"Annual"
18;2641;"01-26-2018";"Initial"
788;2641;"10-18-2018";"Monitoring"
965;2641;"01-17-2019";"Annual"
2052;2641;"02-03-2020";"Annual"
2103;2641;"07-29-2020";"Monitoring"
659;2347;"08-09-2018";"Monitoring"
1021;2347;"02-27-2019";"Annual"
1570;2347;"08-14-2019";"Monitoring"
295;1752;"03-30-2018";"Monitoring"
816;1752;"10-30-2018";"Annual"
1428;1752;"06-13-2019";"Monitoring"
1769;1752;"10-23-2019";"Annual"
552;2201;"08-20-2018";"Monitoring"
859;2201;"11-28-2018";"Annual"
1338;2201;"05-16-2019";"Monitoring"
1916;2201;"01-22-2020";"Annual"
693;2200;"08-31-2018";"Monitoring"
1093;2200;"03-19-2019";"Annual"
1582;2200;"08-20-2019";"Monitoring"
382;1864;"05-22-2018";"Monitoring"
581;1864;"08-29-2018";"Annual"
1270;1864;"05-02-2019";"Monitoring"
1631;1864;"09-09-2019";"Annual"
152;1874;"12-06-2017";"Renewal"
657;1874;"09-19-2018";"Monitoring"
1294;1874;"12-21-2018";"Annual"
1291;1874;"05-08-2019";"Monitoring"
2000;1874;"02-14-2020";"Annual"
1027;2366;"02-27-2019";"Annual"
1511;2366;"07-25-2019";"Monitoring"
1992;2366;"02-12-2020";"Monitoring"
432;1725;"04-17-2018";"Annual"
593;1725;"08-15-2018";"Monitoring"
1259;1725;"04-02-2019";"Annual"
1516;1725;"07-01-2019";"Monitoring"
470;2009;"01-29-2018";"Annual"
808;2009;"08-23-2018";"Monitoring"
1044;2009;"02-22-2019";"Annual"
1578;2009;"08-08-2019";"Monitoring"
2009;2009;"02-20-2020";"Renewal"
166;2194;"12-11-2017";"Renewal"
562;2194;"08-23-2018";"Monitoring"
1610;2194;"05-06-2019";"Annual"
1611;2194;"08-14-2019";"Monitoring"
148;2069;"11-16-2017";"Renewal"
605;2069;"05-24-2018";"Monitoring"
608;2069;"05-24-2018";"Monitoring"
902;2069;"12-19-2018";"Annual"
1361;2069;"05-17-2019";"Monitoring"
1872;2069;"12-19-2019";"Annual"
338;2356;"04-13-2018";"Monitoring"
822;2356;"11-01-2018";"Annual"
1389;2356;"06-03-2019";"Monitoring"
1759;2356;"10-21-2019";"Annual"
309;2635;"04-05-2018";"Monitoring"
794;2635;"10-22-2018";"Annual"
1274;2635;"05-02-2019";"Monitoring"
1717;2635;"09-25-2019";"Annual"
424;2558;"06-06-2018";"Annual"
1046;2558;"03-05-2019";"Monitoring"
1482;2558;"07-15-2019";"Annual"
1937;2558;"01-27-2020";"Monitoring"
398;2577;"03-13-2018";"Renewal"
585;2577;"08-30-2018";"Monitoring"
1443;2577;"12-18-2018";"Annual"
1725;2577;"05-10-2019";"Monitoring"
1897;2577;"01-14-2020";"Monitoring"
718;2512;"09-27-2018";"Annual"
1293;2512;"05-08-2019";"Monitoring"
1689;2512;"09-18-2019";"Annual"
709;2608;"06-04-2018";"Annual"
1279;2608;"03-01-2019";"Monitoring"
1431;2608;"05-06-2019";"Annual"
297;2566;"02-16-2018";"Renewal"
530;2566;"08-06-2018";"Monitoring"
1091;2566;"03-18-2019";"Annual"
1580;2566;"08-19-2019";"Monitoring"
355;2595;"03-15-2018";"Monitoring"
1094;2595;"03-19-2019";"Annual"
1467;2595;"07-08-2019";"Monitoring"
796;2334;"06-29-2018";"Monitoring"
699;2334;"09-27-2018";"Annual"
1126;2334;"03-22-2019";"Monitoring"
1657;2334;"09-12-2019";"Annual"
251;2289;"01-30-2018";"Renewal"
634;2289;"08-31-2018";"Monitoring"
1048;2289;"02-14-2019";"Annual"
1446;2289;"06-21-2019";"Monitoring"
1923;2289;"01-02-2020";"Annual"
44;2671;"06-21-2018";"Initial"
1472;2671;"07-10-2019";"Monitoring"
1716;2671;"09-19-2019";"Annual"
76;2698;"01-07-2019";"Initial"
1476;2698;"07-11-2019";"Monitoring"
1932;2698;"01-23-2020";"Annual"
956;2269;"06-28-2018";"Monitoring"
840;2269;"11-08-2018";"Annual"
1407;2269;"06-06-2019";"Monitoring"
1782;2269;"10-28-2019";"Annual"
1024;2451;"05-29-2018";"Annual"
998;2451;"02-19-2019";"Monitoring"
1427;2451;"06-14-2019";"Annual"
1904;2451;"01-16-2020";"Monitoring"
133;1745;"09-27-2017";"Renewal"
815;1745;"10-29-2018";"Annual"
1362;1745;"05-22-2019";"Monitoring"
1870;1745;"12-18-2019";"Annual"
1749;2638;"10-10-2009";"Monitoring"
15;2638;"01-11-2018";"Initial"
333;2638;"04-23-2018";"Monitoring"
823;2638;"11-01-2018";"Annual"
1305;2638;"05-10-2019";"Monitoring"
1858;2638;"12-13-2019";"Annual"
676;2300;"04-24-2018";"Monitoring"
677;2300;"09-12-2018";"Annual"
959;2300;"01-25-2019";"Monitoring"
1576;2300;"08-15-2019";"Annual"
1884;2300;"01-02-2020";"Monitoring"
303;2223;"02-14-2018";"Renewal"
568;2223;"08-24-2018";"Monitoring"
1080;2223;"03-14-2019";"Annual"
1565;2223;"08-13-2019";"Monitoring"
147;2771;"07-08-2020";"Initial"
337;2607;"04-25-2018";"Annual"
1026;2607;"02-27-2019";"Monitoring"
1299;2607;"05-09-2019";"Annual"
1746;2607;"10-08-2019";"Monitoring"
313;1749;"04-10-2018";"Monitoring"
375;1749;"05-18-2018";"Annual"
1164;1749;"04-04-2019";"Monitoring"
1283;1749;"05-07-2019";"Annual"
1864;1749;"12-17-2019";"Monitoring"
489;2096;"06-08-2018";"Monitoring"
725;2096;"10-10-2018";"Annual"
1316;2096;"05-14-2019";"Monitoring"
358;1940;"05-08-2018";"Monitoring"
734;1940;"08-23-2018";"Annual"
1307;1940;"05-10-2019";"Monitoring"
1637;1940;"09-09-2019";"Annual"
324;2193;"04-19-2018";"Monitoring"
579;2193;"08-28-2018";"Annual"
1297;2193;"05-09-2019";"Monitoring"
1714;2193;"09-25-2019";"Annual"
1998;2193;"02-14-2020";"Monitoring"
300;2578;"01-29-2018";"Renewal"
1142;2578;"03-28-2019";"Annual"
1527;2578;"07-29-2019";"Monitoring"
230;1858;"01-29-2018";"Renewal"
403;1858;"06-15-2018";"Monitoring"
1067;1858;"03-08-2019";"Annual"
1586;1858;"08-26-2019";"Monitoring"
1938;1858;"01-28-2020";"Annual"
162;2594;"10-03-2017";"Renewal"
386;2594;"05-24-2018";"Monitoring"
853;2594;"11-27-2018";"Annual"
1408;2594;"06-07-2019";"Monitoring"
1787;2594;"11-04-2019";"Annual"
2005;2594;"02-19-2020";"Monitoring"
611;2572;"05-29-2018";"Annual"
917;2572;"01-03-2019";"Monitoring"
1358;2572;"05-21-2019";"Annual"
1796;2572;"11-08-2019";"Monitoring"
26;2652;"03-30-2018";"Initial"
1113;2652;"03-15-2019";"Monitoring"
1264;2652;"04-30-2019";"Annual"
1829;2652;"11-22-2019";"Monitoring"
70;1976;"10-31-2017";"Renewal"
642;1976;"09-17-2018";"Monitoring"
891;1976;"12-10-2018";"Annual"
1685;1976;"09-17-2019";"Monitoring"
1779;1976;"10-30-2019";"Annual"
117;1815;"11-27-2017";"Renewal"
577;1815;"08-27-2018";"Monitoring"
1146;1815;"04-01-2019";"Annual"
1645;1815;"09-10-2019";"Monitoring"
2041;1815;"03-04-2020";"Annual"
326;1951;"04-20-2018";"Monitoring"
810;1951;"10-29-2018";"Annual"
1241;1951;"04-26-2019";"Monitoring"
1732;1951;"10-03-2019";"Annual"
555;1915;"08-21-2018";"Monitoring"
866;1915;"11-29-2018";"Annual"
1272;1915;"05-02-2019";"Monitoring"
323;2282;"04-17-2018";"Monitoring"
744;2282;"09-19-2018";"Annual"
1414;2282;"06-07-2019";"Monitoring"
1596;2282;"08-23-2019";"Annual"
1927;2282;"01-10-2020";"Monitoring"
125;1816;"10-31-2017";"Renewal"
795;1816;"10-22-2018";"Annual"
1406;1816;"06-06-2019";"Monitoring"
1830;1816;"11-26-2019";"Annual"
459;2541;"02-16-2018";"Monitoring"
461;2541;"06-26-2018";"Annual"
918;2541;"12-03-2018";"Monitoring"
1395;2541;"06-04-2019";"Annual"
1953;2541;"01-30-2020";"Monitoring"
80;2699;"02-07-2019";"Initial"
1591;2699;"08-23-2019";"Monitoring"
40;2664;"04-25-2018";"Initial"
818;2664;"10-29-2018";"Monitoring"
1145;2664;"03-29-2019";"Annual"
1842;2664;"12-05-2019";"Monitoring"
237;1929;"11-09-2017";"Renewal"
1063;1929;"03-07-2019";"Monitoring"
1354;1929;"05-21-2019";"Annual"
473;2504;"05-24-2018";"Annual"
783;2504;"09-06-2018";"Monitoring"
1143;2504;"03-29-2019";"Monitoring"
1413;2504;"06-07-2019";"Annual"
311;2500;"02-15-2018";"Monitoring"
928;2500;"06-08-2018";"Annual"
1277;2500;"05-03-2019";"Monitoring"
1483;2500;"07-16-2019";"Annual"
1770;2500;"10-21-2019";"Monitoring"
74;2696;"12-10-2018";"Initial"
1392;2696;"05-29-2019";"Monitoring"
1900;2696;"12-19-2019";"Annual"
149;2169;"12-06-2017";"Renewal"
352;2169;"05-07-2018";"Monitoring"
873;2169;"12-04-2018";"Annual"
1217;2169;"04-23-2019";"Monitoring"
1803;2169;"11-14-2019";"Annual"
2026;2169;"02-25-2020";"Monitoring"
446;1713;"03-08-2018";"Monitoring"
438;1713;"07-13-2018";"Annual"
1115;1713;"03-15-2019";"Monitoring"
1502;1713;"07-23-2019";"Annual"
1882;1713;"01-02-2020";"Monitoring"
108;2359;"11-17-2017";"Renewal"
612;2359;"09-10-2018";"Monitoring"
1369;2359;"05-28-2019";"Monitoring"
1583;2359;"08-20-2019";"Annual"
40;2109;"08-17-2017";"Renewal"
387;2109;"04-19-2018";"Monitoring"
717;2109;"08-28-2018";"Annual"
1213;2109;"04-19-2019";"Monitoring"
1691;2109;"09-18-2019";"Annual"
319;2620;"04-12-2018";"Monitoring"
986;2620;"02-08-2019";"Annual"
1653;2620;"04-28-2019";"Monitoring"
320;2533;"04-12-2018";"Annual"
997;2533;"02-15-2019";"Monitoring"
1681;2533;"04-08-2019";"Annual"
138;1835;"12-01-2017";"Renewal"
389;1835;"05-23-2018";"Monitoring"
919;1835;"01-04-2019";"Annual"
1426;1835;"06-11-2019";"Monitoring"
1816;1835;"11-18-2019";"Annual"
49;2676;"06-20-2018";"Initial"
1245;2676;"04-29-2019";"Monitoring"
1597;2676;"08-29-2019";"Annual"
100;2706;"05-02-2019";"Initial"
1760;2706;"10-15-2019";"Monitoring"
23;1780;"07-18-2017";"Renewal"
464;1780;"04-06-2018";"Monitoring"
687;1780;"09-24-2018";"Annual"
1296;1780;"05-08-2019";"Monitoring"
1558;1780;"08-09-2019";"Annual"
31;2624;"10-05-2017";"Initial"
945;2624;"12-28-2018";"Monitoring"
1203;2624;"04-05-2019";"Annual"
238;1917;"11-28-2017";"Renewal"
436;1917;"07-12-2018";"Monitoring"
950;1917;"01-15-2019";"Annual"
1711;1917;"09-24-2019";"Monitoring"
1879;1917;"12-31-2019";"Annual"
456;1945;"07-09-2018";"Monitoring"
1341;1945;"05-16-2019";"Monitoring"
1636;1945;"09-09-2019";"Annual"
884;1817;"05-10-2018";"Annual"
906;1817;"12-18-2018";"Monitoring"
1384;1817;"05-30-2019";"Annual"
1907;1817;"01-15-2020";"Monitoring"
451;1728;"07-13-2018";"Monitoring"
1041;1728;"03-05-2019";"Annual"
1549;1728;"08-07-2019";"Monitoring"
359;2486;"05-04-2018";"Monitoring"
750;2486;"10-04-2018";"Annual"
1303;2486;"05-10-2019";"Monitoring"
1715;2486;"09-25-2019";"Annual"
185;2434;"11-06-2017";"Renewal"
567;2434;"05-18-2018";"Monitoring"
926;2434;"12-10-2018";"Annual"
1215;2434;"04-22-2019";"Monitoring"
1831;2434;"11-15-2019";"Annual"
554;2414;"05-01-2018";"Annual"
1214;2414;"04-22-2019";"Annual"
1729;2414;"09-30-2019";"Monitoring"
1877;2414;"12-30-2019";"Monitoring"
142;2766;"02-26-2020";"Initial"
486;1909;"05-18-2018";"Monitoring"
857;1909;"11-28-2018";"Annual"
1202;1909;"04-15-2019";"Monitoring"
2059;1909;"10-21-2019";"Annual"
139;2723;"01-14-2020";"Initial"
144;2717;"01-14-2020";"Initial"
246;1714;"12-06-2017";"Renewal"
549;1714;"07-02-2018";"Monitoring"
887;1714;"12-07-2018";"Annual"
1458;1714;"07-05-2019";"Monitoring"
1860;1714;"12-13-2019";"Annual"
336;2576;"04-23-2018";"Annual"
703;2576;"09-27-2018";"Monitoring"
1173;2576;"04-05-2019";"Annual"
1562;2576;"08-12-2019";"Monitoring"
707;1925;"09-21-2018";"Monitoring"
935;1925;"11-30-2018";"Annual"
1450;1925;"06-28-2019";"Monitoring"
1789;1925;"11-01-2019";"Annual"
488;2378;"05-31-2018";"Monitoring"
812;2378;"10-29-2018";"Annual"
1328;2378;"05-15-2019";"Monitoring"
1745;2378;"10-08-2019";"Annual"
212;1740;"01-19-2018";"Renewal"
708;1740;"09-28-2018";"Monitoring"
1092;1740;"03-19-2019";"Annual"
1656;1740;"09-12-2019";"Monitoring"
1918;1740;"01-23-2020";"Annual"
925;1746;"04-20-2018";"Monitoring"
482;1746;"07-27-2018";"Annual"
1225;1746;"04-25-2019";"Monitoring"
1543;1746;"08-05-2019";"Annual"
