"Referring Page URL";"Referring Page Title";"Link URL";"Link Anchor";"Correct link";"Does not have website other link";" "
"http://childcarecenter.us/provider_detail/82608_blanco_vista_extend_a_care_san_marcos_tx";"Blanco Vista Extend-A-Care | San Marcos TX Licensed Center - School Age Program";"http://www.eackids.org/locations_haysisd.asp";"http://www.eackids.org/locations_haysisd.asp";"http://www.eackids.org/programs/preschool-infant";;
"https://childcarecenter.us/provider_detail/evangel_assembly_day_care_ctr_camp_springs_md";"Evangel Assembly Day Care Ctr | Camp Springs MD";"http://www.eagcs.com/Daycare_Home.ihtml?id=265348";"http://www.eagcs.com/Daycare_Home.ihtml?id=265348";"http://www.eagcs.org/evangeldaycare";;
"https://childcarecenter.us/provider_detail/brush_creek_elementary_school_eagle_co";"Brush Creek Elementary School | Eagle CO Day Care Center";"http://www.eagleschools.net/schools/bces/";"http://www.eagleschools.net/schools/bces/";"http://www.eagleschools.net/parents/early-childhood-education";;
"http://childcarecenter.us/provider_detail/early_education_program_creswell_creswell_or";"Early Education Program- Creswell | Creswell OR Preschool Program";"http://www.earlyeducationprogram.org/creswell.php";"http://www.earlyeducationprogram.org/creswell.php";"http://www.earlyeducationprogram.org/";;
"https://childcarecenter.us/provider_detail/early_education_program_creswell_creswell_or";"Early Education Program- Creswell | Creswell OR Preschool Program";"http://www.earlyeducationprogram.org/creswell.php";"http://www.earlyeducationprogram.org/creswell.php";"http://www.earlyeducationprogram.org/";;
"https://childcarecenter.us/provider_detail/early_education_program_howard_eugene_or";"Early Education Program- Howard | Eugene OR Preschool Program";"http://www.earlyeducationprogram.org/howard.php";"http://www.earlyeducationprogram.org/howard.php";"http://www.earlyeducationprogram.org/";;
"https://childcarecenter.us/provider_detail/early_education_program_junction_city_junction_city_or";"Early Education Program- Junction City | Junction City OR Preschool Program";"http://www.earlyeducationprogram.org/junction.php";"http://www.earlyeducationprogram.org/junction.php";"http://www.earlyeducationprogram.org/";;
"https://childcarecenter.us/provider_detail/early_education_program_veneta_veneta_or";"Early Education Program- Veneta | Veneta OR Preschool Program";"http://www.earlyeducationprogram.org/veneta.php";"http://www.earlyeducationprogram.org/veneta.php";"http://www.earlyeducationprogram.org/";;
"http://childcarecenter.us/provider_detail/the_early_years_gibsonia_pa";"THE EARLY YEARS | GIBSONIA PA Child Care Center";"http://www.earlyyearsinc.com/contact-us.html";"http://www.earlyyearsinc.com/contact-us.html";"http://www.earlyyearsinc.com/classrooms.html";;
"https://childcarecenter.us/provider_detail/the_early_years_gibsonia_pa";"Early Years Child Care | GIBSONIA PA Child Care Center";"http://www.earlyyearsinc.com/contact-us.html";"http://www.earlyyearsinc.com/contact-us.html";"http://www.earlyyearsinc.com/classrooms.html";;
"https://childcarecenter.us/provider_detail/the_early_years_inc_renfrew_pa";"Early Years Child Care | RENFREW PA Child Care Center";"http://www.earlyyearsinc.com/contact-us.html";"http://www.earlyyearsinc.com/contact-us.html";"http://www.earlyyearsinc.com/classrooms.html";;
"https://childcarecenter.us/provider_detail/gods_kids_early_learning_ministry_indianapolis_in";"God's Kids Early Learning Ministry | Indianapolis IN";"http://www.east91st.org/schools/gods-kids/";"http://www.east91st.org/schools/gods-kids/";"http://www.east91st.org/ministries/kids/";;
"https://childcarecenter.us/provider_detail/little_kids_learning_center_dublin_ca";"Little Kids Learning Center | DUBLIN CA DAY CARE CENTER";"http://www.eastbaypreschools.com/littlekidslearningcenter/index.htm";"http://www.eastbaypreschools.com/littlekidslearningcenter/index.htm";"http://www.eastbaypreschools.com/";;
"https://childcarecenter.us/provider_detail/wrightsville_elementary_school_wrightsville_pa";"Wrightsville Elementary School | WRIGHTSVILLE PA Child Care Center";"http://www.easternyork.com/we/wrightmain.html";"http://www.easternyork.com/we/wrightmain.html";"http://www.easternyork.com/buildings.php?id=kreutzcreek";;
"https://childcarecenter.us/provider_detail/easter_seals_society_of_volusia_flagler_county_inc_daytona_beach_fl";"Easter Seals Society Of Volusia & Flagler County, Inc | Daytona Beach FL";"http://www.easterseals.com/fl-vf/site/PageServer?pagename=FLVF_homepage";"http://fl-vf.easterseals.com/site/PageServer?pagename=FLVF_homepage";"http://www.easterseals.com/our-programs/adult-services/day-services-faq.html";;
"https://childcarecenter.us/provider_detail/easter_seals_project_warm_bunnell_fl";"Easter Seals/project Warm | Bunnell FL Child Care Facility";"http://www.easterseals.com/fl-vf/who-we-are/locations/";"http://www.easterseals.com/fl-vf/who-we-are/locations/";"http://www.easterseals.com/our-programs/adult-services/day-services-faq.html";;
"https://childcarecenter.us/provider_detail/60017_all_aboard_preschool_and_child_care_ctr_portland_me";"NorthStar Learning Center | Portland ME Child Care Center";"http://www.easterseals.com/maine/our-programs/childrens-services/NorthStar_Learning_Center.html";"http://www.easterseals.com/maine/our-programs/childrens-services/NorthStar_Learning_Center.html";"http://www.easterseals.com/our-programs/adult-services/day-services-faq.html";;
"https://childcarecenter.us/provider_detail/easter_seals_ucp_nc_dorothy_spainhour_center_fayetteville_nc";"Easter Seals Ucp Nc-dorothy Spainhour Center | FAYETTEVILLE NC";"http://www.eastersealsucpcenters.com/center/fayetteville";"http://www.eastersealsucpcenters.com/center/fayetteville";"http://www.eastersealsucpcenters.com";;
"https://childcarecenter.us/provider_detail/easter_seals_ucp_summer_moore_childrens_center_greenville_nc";"EASTER SEALS UCP SUMMER MOORE CHILDREN'S CENTER | GREENVILLE NC Five Star Center License";"http://www.eastersealsucpcenters.com/center/greenville";"http://www.eastersealsucpcenters.com/center/greenville";"http://www.eastersealsucpcenters.com";;
"https://childcarecenter.us/provider_detail/easter_seals_ucp_charlie_gaddy_childrens_center_raleigh_nc";"Easter Seals Ucp Charlie Gaddy Children's Center | RALEIGH NC";"http://www.eastersealsucpcenters.com/center/raleigh";"http://www.eastersealsucpcenters.com/center/raleigh";"http://www.eastersealsucpcenters.com";;
"https://childcarecenter.us/provider_detail/kids_korner_east_haddam_elementary_moodus_ct";"KIDS' KORNER @ EAST HADDAM ELEMENTARY | MOODUS CT Child Care Center";"http://www.easthaddamschools.org/ehes/";"http://www.easthaddamschools.org/ehes/";"http://www.easthaddamschools.org";;
"http://childcarecenter.us/provider_detail/easthaven_christian_childcare_kindergarten_brookhaven_ms";"EASTHAVEN CHRISTIAN CHILDCARE/KINDERGARTEN | Brookhaven MS Child Care Center";"http://www.easthaven.net/index.php/ministries/childcarekindergarten";"http://www.easthaven.net/index.php/ministries/childcarekindergarten";"http://www.easthaven.net/index.php/childcare-kindergarten";;
"https://childcarecenter.us/provider_detail/easthaven_christian_childcare_kindergarten_brookhaven_ms";"Easthaven Christian Childcare/kindergarten | Brookhaven MS";"http://www.easthaven.net/index.php/ministries/childcarekindergarten";"http://www.easthaven.net/index.php/ministries/childcarekindergarten";"http://www.easthaven.net/index.php/childcare-kindergarten";;
"https://childcarecenter.us/provider_detail/young_days_child_development_center_palm_harbor_fl";"Young Days Child Development Center | Palm Harbor FL Child Care Facility";"http://www.eastlakeumc.org/Grow in Faith/preschool.html";"http://www.eastlakeumc.org/Grow%20in%20Faith/preschool.html";"http://www.eastlakeumc.org/young-days/";;
"https://childcarecenter.us/provider_detail/eastminster_preschool_wichita_ks";"Eastminster Preschool | Wichita KS Child Care Center";"http://www.eastminster.org/connect/earlychildhoodeducation/preschool";"http://www.eastminster.org/connect/earlychildhoodeducation/preschool";"http://www.eastminster.us/preschool-afterschool/";;
"http://childcarecenter.us/provider_detail/eastminster_school_age_program_stone_mountain_ga";"EASTMINSTER SCHOOL AGE PROGRAM | STONE MOUNTAIN GA Child Care Learning Center";"http://www.eastminster.us/school/index.shtml/";"http://www.eastminster.us/school/index.shtml";"http://www.eastminster.us/preschool-afterschool/";;
"https://childcarecenter.us/provider_detail/eastminster_school_age_program_stone_mountain_ga";"Eastminster School Age Program | STONE MOUNTAIN GA";"http://www.eastminster.us/school/index.shtml/";"http://www.eastminster.us/school/index.shtml";"http://www.eastminster.us/preschool-afterschool/";;
"https://childcarecenter.us/provider_detail/bellview_elementary_eastpointe_mi";"Bellview Elementary | EASTPOINTE MI CHILD CARE CENTER";"http://www.macomb.k12.mi.us/eastdet/bellview.htm";"http://www.macomb.k12.mi.us/eastdet/bellview.htm";"http://www.eastpointeschools.org/bellview/";;
"https://childcarecenter.us/provider_detail/forest_park_elementary_school_eastpointe_mi";"Forest Park Elementary School | Eastpointe MI CHILD CARE CENTER";"http://www.macomb.k12.mi.us/eastdet/forpark.htm";"http://www.macomb.k12.mi.us/eastdet/forpark.htm";"http://www.eastpointeschools.org/forest-park/";;
"https://childcarecenter.us/provider_detail/eastridge_child_care_learning_center_issaquah_wa";"EASTRIDGE CHILD CARE & LEARNING CENTER | Issaquah WA Child Care Center";"http://www.eastridgetoday.com/693962.ihtml";"http://ecaonline.org/693962.ihtml";"http://www.eastridgetoday.com/ministries/children/";;
"http://childcarecenter.us/provider_detail/east_side_house_settlement_patterson_com_bronx_ny";"EAST SIDE HOUSE SETTLEMENT PATTERSON COM | Bronx NY Summer Day Camp";"http://www.eastsidehouse.org/pmwiki/Main/AfterSchoolProgram";"http://www.eastsidehouse.org/pmwiki/Main/AfterSchoolProgram";"http://www.eastsidehouse.org/programs/early-childhood/head-startday-care/";;
"https://childcarecenter.us/provider_detail/east_side_house_settlement_patterson_com_bronx_ny";"EAST SIDE HOUSE SETTLEMENT PATTERSON COM | Bronx NY School-Age Child Care";"http://www.eastsidehouse.org/pmwiki/Main/AfterSchoolProgram";"http://www.eastsidehouse.org/pmwiki/Main/AfterSchoolProgram";"http://www.eastsidehouse.org/programs/early-childhood/head-startday-care/";;
"https://childcarecenter.us/provider_detail/eastside_houses_milbrook_cc_bronx_ny";"Eastside Houses-milbrook Cc | Bronx NY";"http://www.eastsidehouse.org/pmwiki/Main/AfterSchoolProgram";"http://www.eastsidehouse.org/pmwiki/Main/AfterSchoolProgram";"http://www.eastsidehouse.org/programs/early-childhood/head-startday-care/";;
"https://childcarecenter.us/provider_detail/eau_claire_ymca_child_dev_ctr_eau_claire_wi";"EAU CLAIRE YMCA CHILD DEV CTR | EAU CLAIRE WI Licensed Group Child Care";"http://www.eauclaireymca.org/2012/12/child-development-center.html";"http://www.eauclaireymca.org/2012/12/child-development-center.html";"http://www.eauclaireymca.org/child-care";;
"http://childcarecenter.us/provider_detail/ymca_montessori_sacc_eau_claire_wi";"YMCA-MONTESSORI SACC | EAU CLAIRE WI Licensed Group Child Care";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/child-care";;
"http://childcarecenter.us/provider_detail/ymca_putnam_heights_sacc_eau_claire_wi";"YMCA-PUTNAM HEIGHTS SACC | EAU CLAIRE WI Licensed Group Child Care";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/child-care";;
"https://childcarecenter.us/provider_detail/ymca_day_camp_sacc_eau_claire_wi";"Ymca - Day Camp Sacc | Eau Claire WI";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/child-care";;
"https://childcarecenter.us/provider_detail/ymca_locust_lane_sacc_eau_claire_wi";"Ymca-locust Lane Sacc | EAU CLAIRE WI";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/child-care";;
"https://childcarecenter.us/provider_detail/ymca_manz_sacc_eau_claire_wi";"YMCA-MANZ SACC | EAU CLAIRE WI Licensed Group Child Care";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/child-care";;
"https://childcarecenter.us/provider_detail/ymca_meadowview_sacc_eau_claire_wi";"Ymca-meadowview Sacc | EAU CLAIRE WI";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/child-care";;
"https://childcarecenter.us/provider_detail/ymca_montessori_sacc_eau_claire_wi";"Ymca-montessori Sacc | EAU CLAIRE WI";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/child-care";;
"https://childcarecenter.us/provider_detail/ymca_putnam_heights_sacc_eau_claire_wi";"Ymca-putnam Heights Sacc | EAU CLAIRE WI";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/child-care";;
"https://childcarecenter.us/provider_detail/ymca_robbins_sacc_eau_claire_wi";"Ymca-robbins Sacc | EAU CLAIRE WI";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/child-care";;
"https://childcarecenter.us/provider_detail/ymca_sacc_flynn_elementary_eau_claire_wi";"Ymca Sacc Flynn Elementary | EAU CLAIRE WI";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/child-care";;
"https://childcarecenter.us/provider_detail/ymca_sam_davey_sacc_eau_claire_wi";"Ymca-sam Davey Sacc | EAU CLAIRE WI";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/child-care";;
"https://childcarecenter.us/provider_detail/ymca_st_james_sacc_eau_claire_wi";"Ymca - St James Sacc | EAU CLAIRE WI";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/2013/02/before-after-school-programs.html";"http://www.eauclaireymca.org/child-care";;
"https://childcarecenter.us/provider_detail/therapeutic_nursery_school_ebac_berkeley_ca";"Therapeutic Nursery School - Ebac | BERKELEY CA DAY CARE CENTER";"http://www.ebac.org/programs/specialized/therapeutic.asp";"http://www.ebac.org/programs/specialized/therapeutic.asp";"http://www.ebac.org/services/services.asp";;
"https://childcarecenter.us/provider_detail/ebenezer_preschool_newark_de";"EBENEZER PRESCHOOL | NEWARK DE Licensed Child Care Center";"http://www.ebenezerumcpreschool.org/contact.html";"http://www.ebenezerumcpreschool.org/contact.html";"http://www.ebenezerpreschoolnewarkde.com/ebenezer-preschool-board";;
"https://childcarecenter.us/provider_detail/jerusalem_lutheran_day_care_center_schwenksville_pa";"Jerusalem Lutheran Day Care Center | SCHWENKSVILLE PA Child Care Center";"http://www.eblueweb.com/Projects/JELC/indexmobile.html";"http://www.eblueweb.com/Projects/JELC/indexmobile.html";"http://www.eblueweb.com/indexmobile.html";;
"http://childcarecenter.us/provider_detail/e_b_morse_elementary_school_4_k_laurens_sc";"E. B . Morse Elementary School 4-K | Laurens SC Child Care Center";"http://www.laurens55.k12.sc.us/mes/site/default.asp";"http://www.laurens55.k12.sc.us/mes/site/default.asp";"http://www.ebmorse.org/";"http://www.laurens55.org/schools";
"https://childcarecenter.us/provider_detail/e_b_morse_elementary_school_4_k_laurens_sc";"E. B . Morse Elementary School 4-k | Laurens SC Child Care Center";"http://www.laurens55.k12.sc.us/mes/site/default.asp";"http://www.laurens55.k12.sc.us/mes/site/default.asp";"http://www.ebmorse.org/";"http://www.laurens55.org/schools";
"https://childcarecenter.us/provider_detail/east_coast_migrant_headstart_2_bowling_green_fl";"East Coast Migrant Headstart #2 | Bowling Green FL Child Care Facility";"http://www.ecmhsp.org/Scripts/html/bowlingg.html";"http://www.ecmhsp.org/Scripts/html/bowlingg.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrant_head_start_project_camp_care_site_johns_island_sc";"East Coast Migrant Head Start Project Camp Care Site | Johns Island SC Child Care Center";"http://www.ecmhsp.org/Scripts/html/campcare.html";"http://www.ecmhsp.org/Scripts/html/campcare.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrant_head_start_project_colleton_site_lodge_sc";"East Coast Migrant Head Start Project Colleton Site | Lodge SC Child Care Center";"http://www.ecmhsp.org/Scripts/html/colleton.html";"http://www.ecmhsp.org/Scripts/html/colleton.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrant_head_start_faison_nc";"EAST COAST MIGRANT HEAD START | FAISON NC One Star Center License";"http://www.ecmhsp.org/Scripts/html/contactncd.html";"http://www.ecmhsp.org/Scripts/html/contactncd.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrant_head_start_project_long_creek_rocky_point_nc";"East Coast Migrant Head Start Project Long Creek | ROCKY POINT NC";"http://www.ecmhsp.org/Scripts/html/contactncd.html";"http://www.ecmhsp.org/Scripts/html/contactncd.html";"http://www.ecmhsp.org/earlychild.html";;
"http://childcarecenter.us/provider_detail/ecmhsp_loxley_al_center_loxley_al";"ECMHSP/LOXLEY AL CENTER | LOXLEY AL Licensed Child Care Center";"http://www.ecmhsp.org/Scripts/html/earlychild.html";"http://www.ecmhsp.org/Scripts/html/earlychild.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/chandler_mountain_head_start_steele_al";"Chandler Mountain Head Start | STEELE AL";"http://www.ecmhsp.org/Scripts/html/earlychild.html";"http://www.ecmhsp.org/Scripts/html/earlychild.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/ecmhsp_loxley_al_center_loxley_al";"Ecmhsp/loxley Al Center | LOXLEY AL";"http://www.ecmhsp.org/Scripts/html/earlychild.html";"http://www.ecmhsp.org/Scripts/html/earlychild.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/ecmhsp_semmes_center_semmes_al";"Ecmhsp-semmes Center | SEMMES AL";"http://www.ecmhsp.org/Scripts/html/earlychild.html";"http://www.ecmhsp.org/Scripts/html/earlychild.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/ecmhsp_nc_branch_fountain_center_fountain_nc";"ECMHSP - NC BRANCH FOUNTAIN CENTER | FOUNTAIN NC Four Star Center License";"http://www.ecmhsp.org/Scripts/html/fountain.html";"http://www.ecmhsp.org/Scripts/html/fountain.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrant_head_start_project_3_ft_meade_fl";"East Coast Migrant Head Start Project #3 | Fort Meade FL Child Care Facility";"http://www.ecmhsp.org/Scripts/html/ftmeade.html";"http://www.ecmhsp.org/Scripts/html/ftmeade.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrant_head_start_ft_pierce_fl";"East Coast Migrant Head Start | FORT PIERCE FL Child Care Facility";"http://www.ecmhsp.org/Scripts/html/ftpierce.html";"http://www.ecmhsp.org/Scripts/html/ftpierce.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrant_head_start_project_st_helena_site_st_helena_island_sc";"East Coast Migrant Head Start Project St. Helena Site | Saint Helena Island SC";"http://www.ecmhsp.org/Scripts/html/helena.html";"http://www.ecmhsp.org/Scripts/html/helena.html";"http://www.ecmhsp.org/earlychild.html";;
"http://childcarecenter.us/provider_detail/east_coast_migrant_headstart_project_indiantown_fl";"East Coast Migrant Headstart Project | Indiantown FL Child Care Facility";"http://www.ecmhsp.org/Scripts/html/indiantown.html";"http://www.ecmhsp.org/Scripts/html/indiantown.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrant_headstart_project_indiantown_fl";"East Coast Migrant Headstart Project | Indiantown FL Child Care Facility";"http://www.ecmhsp.org/Scripts/html/indiantown.html";"http://www.ecmhsp.org/Scripts/html/indiantown.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrant_headstart_project_la_familia_center_dundee_fl";"East Coast Migrant Headstart Project-la Familia Center | Dundee FL";"http://www.ecmhsp.org/Scripts/html/lafamilia.html";"http://www.ecmhsp.org/Scripts/html/lafamilia.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrant_head_start_project_myakka_city_fl";"East Coast Migrant Head Start Project | Myakka City FL Child Care Facility";"http://www.ecmhsp.org/Scripts/html/myakka.html";"http://www.ecmhsp.org/Scripts/html/myakka.html";"http://www.ecmhsp.org/earlychild.html";;
"http://childcarecenter.us/provider_detail/east_coast_migrant_h_s_okee_cntr_1_okeechobee_fl";"East Coast Migrant H S, Okee Cntr 1 | Okeechobee FL Child Care Facility";"http://www.ecmhsp.org/Scripts/html/okee1.html";"http://www.ecmhsp.org/Scripts/html/okee1.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrant_h_s_okee_cntr_1_okeechobee_fl";"East Coast Migrant H S, Okee Cntr 1 | Okeechobee FL Child Care Facility";"http://www.ecmhsp.org/Scripts/html/okee1.html";"http://www.ecmhsp.org/Scripts/html/okee1.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrant_headstart_2_okeechobee_fl";"East Coast Migrant Headstart 2 | Okeechobee FL Child Care Facility";"http://www.ecmhsp.org/Scripts/html/okee2.html";"http://www.ecmhsp.org/Scripts/html/okee2.html";"http://www.ecmhsp.org/earlychild.html";;
"http://childcarecenter.us/provider_detail/east_coast_migrant_head_start_project_inc2_belle_glade_fl";"EAST COAST MIGRANT HEAD START PROJECT, INC. | BELLE GLADE FL Child Care Facility";"http://www.ecmhsp.org/Scripts/html/shannon.html";"http://www.ecmhsp.org/Scripts/html/shannon.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrant_head_start_project_inc2_belle_glade_fl";"East Coast Migrant Head Start Project, Inc. | BELLE GLADE FL";"http://www.ecmhsp.org/Scripts/html/shannon.html";"http://www.ecmhsp.org/Scripts/html/shannon.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrant_head_start_project_inc_south_bay_fl";"East Coast Migrant Head Start Project, Inc. | SOUTH BAY FL";"http://www.ecmhsp.org/Scripts/html/southbay.html";"http://www.ecmhsp.org/Scripts/html/southbay.html";"http://www.ecmhsp.org/earlychild.html";;
"http://childcarecenter.us/provider_detail/east_coast_migrants_head_start_project_1_wauchula_fl";"East Coast Migrants Head Start Project 1 | Wauchula FL Child Care Facility";"http://www.ecmhsp.org/Scripts/html/wauchula.html";"http://www.ecmhsp.org/Scripts/html/wauchula.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_coast_migrants_head_start_project_1_wauchula_fl";"East Coast Migrants Head Start Project 1 | Wauchula FL Child Care Facility";"http://www.ecmhsp.org/Scripts/html/wauchula.html";"http://www.ecmhsp.org/Scripts/html/wauchula.html";"http://www.ecmhsp.org/earlychild.html";;
"https://childcarecenter.us/provider_detail/east_side_elementary_pre_k_elizabethton_tn";"East Side Elementary Pre-k & | ELIZABETHTON TN Child Care Center";"http://www.ecschools.net/index.php/east_side_elementary/";"http://www.ecschools.net/index.php/east_side_elementary/";"http://www.ecschools.net/content/welc";;
"https://childcarecenter.us/provider_detail/escondido_christian_preschool_escondido_ca";"Escondido Christian Preschool | ESCONDIDO CA DAY CARE CENTER";"http://www.ecslions.org/pre_school1.htm";"http://www.ecslions.org/pre_school1.htm";"http://www.ecslions.org/preschool-index.cfm";;
"http://childcarecenter.us/provider_detail/the_ark_baltimore_md";"The Ark | Baltimore MD Licensed Child Care Center";"http://www.ecsm.org/programs/ark.php";"http://www.ecsm.org/programs/ark.php";"http://www.ecsm.org";;
"https://childcarecenter.us/provider_detail/evergreen_exten_olympia_wa";"Evergreen Exten | OLYMPIA WA School-age Program";"http://www.ecsolympia.com/contact_us.php";"http://www.ecsonline.cc/contact_us.php";"http://www.ecsolympia.com/preschool-1/";;
"http://childcarecenter.us/provider_detail/elizabeth_seton_pre_school_new_york_ny";"ELIZABETH SETON PRE-SCHOOL | NEW YORK NY Child Care - Pre School";"http://www.edalliance.org/earlychildhood/head-start-programs/";"http://www.edalliance.org/earlychildhood/head-start-programs/";"http://www.edalliance.org/early_childhood";;
"http://childcarecenter.us/provider_detail/the_educational_alliance_early_head_start_new_york_ny";"THE EDUCATIONAL ALLIANCE EARLY HEAD START | NEW YORK NY Child Care - Pre School";"http://www.edalliance.org/earlychildhood/head-start-programs/";"http://www.edalliance.org/earlychildhood/head-start-programs/";"http://www.edalliance.org/early_childhood";;
"https://childcarecenter.us/provider_detail/elizabeth_seton_pre_school_new_york_ny";"Elizabeth Seton Pre-school | NEW YORK NY";"http://www.edalliance.org/earlychildhood/head-start-programs/";"http://www.edalliance.org/earlychildhood/head-start-programs/";"http://www.edalliance.org/early_childhood";;
"https://childcarecenter.us/provider_detail/the_educational_alliance_early_head_start_new_york_ny";"The Educational Alliance Early Head Start | NEW YORK NY";"http://www.edalliance.org/earlychildhood/head-start-programs/";"http://www.edalliance.org/earlychildhood/head-start-programs/";"http://www.edalliance.org/early_childhood";;
"https://childcarecenter.us/provider_detail/the_educational_alliance_head_start_ps_142_new_york_ny";"THE EDUCATIONAL ALLIANCE HEAD START @ PS 142 | NEW YORK NY Universal Pre-K Half Day";"http://www.edalliance.org/locations/5.-p.s.-142/";"http://www.edalliance.org/locations/5.-p.s.-142/";"http://www.edalliance.org/early_childhood";;
"https://childcarecenter.us/provider_detail/84185_edge_park_united_methodist_preschool_fort_worth_tx";"Edge Park United Methodist Preschool | Fort Worth TX";"http://www.edgeparkumc.org/ministries/preschool-ministry/index.html";"http://www.edgeparkumc.org/ministries/preschool-ministry/index.html";"http://www.edgeparkumc.org/preschool/index.html";;
"http://childcarecenter.us/provider_detail/scantic_valley_ymca_green_meadows_schools_out_program_hampden_ma";"Scantic Valley YMCA - Green Meadows School's Out Program";"http://www.springfieldy.org/our-focus/for-youth-development/early-education-school-age-care/school-age/scantic-schools-o";"http://www.springfieldy.org/our-focus/for-youth-development/early-education-school-age-care/school-age/scantic-schools-o";"http://www.edline.net/pages/green_meadows_elementary_schoo";;
"http://childcarecenter.us/provider_detail/ees_bobier_preschool_vista_ca";"EES-BOBIER PRESCHOOL | VISTA CA DAY CARE CENTER";"http://www.educ-enrichment.org/Default.aspx";"http://educ-enrichment.org/Default.aspx";"http://www.educ-enrichment.org/preschool-education-1/";;
"http://childcarecenter.us/provider_detail/jeff_deni_jacobs_child_development_center_san_diego_ca";"JEFF & DENI JACOBS CHILD DEVELOPMENT CENTER | SAN DIEGO CA DAY CARE CENTER";"http://www.educ-enrichment.org/Default.aspx";"http://www.educ-enrichment.org/Default.aspx";"http://www.educ-enrichment.org/preschool-education-1/";;
"https://childcarecenter.us/provider_detail/ees_beaumont_state_preschool_vista_ca";"Ees-beaumont State Preschool | VISTA CA DAY CARE CENTER";"http://www.educ-enrichment.org/Default.aspx";"http://educ-enrichment.org/Default.aspx";"http://www.educ-enrichment.org/preschool-education-1/";;
"https://childcarecenter.us/provider_detail/ees_bobier_preschool_vista_ca";"Ees-bobier Preschool | VISTA CA DAY CARE CENTER";"http://www.educ-enrichment.org/Default.aspx";"http://educ-enrichment.org/Default.aspx";"http://www.educ-enrichment.org/preschool-education-1/";;
