"Referring Page URL";"Referring Page Title";"Link URL";"Link Anchor";"correct link";
"https://childcarecenter.us/provider_detail/ywca_hallett_eceap_medical_lake_wa";"Ywca Hallett - Eceap | Medical Lake WA Child Care Center";"https://del.wa.gov/care/find-hs-eceap/";"http://www.del.wa.gov/care/find-hs-eceap/";"https://del.wa.gov/parents-family/eceap-and-head-start";
"http://childcarecenter.us/provider_detail/dibrell_elementary_preschool_mcminnville_tn";"DIBRELL ELEMENTARY PRESCHOOL | MCMINNVILLE TN Child Care Center";"http://www.warrenschools.com/DES";"http://www.warrenschools.com/DES";"https://des.warrenschools.com/";
"https://childcarecenter.us/provider_detail/dibrell_elementary_preschool_mcminnville_tn";"DIBRELL ELEMENTARY PRESCHOOL | MCMINNVILLE TN Centers Care for 13 or more children";"http://www.warrenschools.com/DES";"http://www.warrenschools.com/DES";"https://des.warrenschools.com/";
"https://childcarecenter.us/provider_detail/84748_gateway_baptist_child_development_center_spring_tx";"Gateway Baptist Child Development Center | Spring TX";"https://discovergateway.com/childrens_ministry.html";"http://discovergateway.com/childrens_ministry.html";"https://discovergateway.com/child-development-center/";
"https://childcarecenter.us/provider_detail/dps_fit_fun_colfax_denver_co";"Dps Fit Fun @ Colfax | Denver CO";"https://dpsfoundation.org/programs_ffl.php";"http://www.dpsfoundation.org/programs_ffl.php";"https://dpsfoundation.org/funding/fit-fun-literacy/";
"https://childcarecenter.us/provider_detail/dps_fit_fun_hallett_denver_co";"Dps Fit Fun @ Hallett | Denver CO";"https://dpsfoundation.org/programs_ffl.php";"http://www.dpsfoundation.org/programs_ffl.php";"https://dpsfoundation.org/funding/fit-fun-literacy/";
"https://childcarecenter.us/provider_detail/dps_fit_fun_munroe_denver_co";"Dps Fit Fun @ Munroe | Denver CO";"https://dpsfoundation.org/programs_ffl.php";"http://www.dpsfoundation.org/programs_ffl.php";"https://dpsfoundation.org/funding/fit-fun-literacy/";
"https://childcarecenter.us/provider_detail/dps_fit_fun_newlon_elementary_denver_co";"DPS FIT FUN @ NEWLON ELEMENTARY | Denver CO School Age Child Care";"https://dpsfoundation.org/programs_ffl.php";"http://www.dpsfoundation.org/programs_ffl.php";"https://dpsfoundation.org/funding/fit-fun-literacy/";
"https://childcarecenter.us/provider_detail/eagle_lake_day_camp_the_navigators_colorado_springs_co";"Eagle Lake Day Camp - The Navigator's | Colorado Springs CO";"https://eaglelakecamps.com/About/Contact-Us";"http://www.eaglelakecamps.com/About/Contact-Us";"https://eaglelakecamps.com/about/";
"https://childcarecenter.us/provider_detail/the_salvation_army_learning_zone_preschool_child_care_akron_oh";"Salvation Army Learning Zone Preschool & Child Care | AKRON OH";"http://www.use.salvationarmy.org/use/www_use_summit.nsf/vw-dynamic-arrays/8A2F09CDDD36885B8525786B0064E41E";"http://www.use.salvationarmy.org/use/www_use_summit.nsf/vw-dynamic-arrays/8A2F09CDDD36885B8525786B0064E41E";"https://easternusa.salvationarmy.org/use/sunday-school";
"https://childcarecenter.us/provider_detail/eastwood_school_preschool_westminster_ca";"Eastwood School Preschool | WESTMINSTER CA DAY CARE CENTER";"http://www.wsd.k12.ca.us/eastwood.aspx";"http://www.wsd.k12.ca.us/eastwood.aspx";"https://eastwood.wsdk8.us/";
"https://childcarecenter.us/provider_detail/eastwood_baptist_church_tulsa_ok";"Eastwood Baptist Church | TULSA OK Child Care Center";"https://eastwoodtulsa.org/tp40/Default.asp?ID=35597";"http://www.eastwoodtulsa.org/tp40/Default.asp?ID=35597";"https://eastwoodtulsa.org/event/kids-mission-adventure-kamp/";
"https://childcarecenter.us/provider_detail/imlay_city_head_start_imlay_city_mi";"Imlay City Head Start | Imlay City MI CHILD CARE CENTER";"https://www.nemcsa.org/HeadStart/Default.aspx";"http://www.nemcsa.org/HeadStart/Default.aspx";"https://ecs.nemcsa.org/programs/head-start/";
"https://childcarecenter.us/provider_detail/eastside_elementary_preschool_rock_island_tn";"Eastside Elementary Preschool | ROCK ISLAND TN";"http://www.warrenschools.com/EES";"http://www.warrenschools.com/EES";"https://ees.warrenschools.com/";
"https://childcarecenter.us/provider_detail/temple_emanuel_preschool_tempe_az";"Temple Emanuel Preschool | TEMPE AZ CHILD CARE CENTER";"https://emanueloftempe.org/toddler/";"http://emanueloftempe.org/toddler/";"https://emanueloftempe.org/yad-b-yad/";
"https://childcarecenter.us/provider_detail/citrus_eoc_head_start_vero_beach_fl";"Citrus Eoc Head Start | Vero Beach FL Child Care Facility";"https://eocofirc.net/head-start-locations.htm";"http://eocofirc.net/head-start-locations.htm";"https://eocofirc.net/head-start-vpk/";
"https://childcarecenter.us/provider_detail/douglas_head_start_center_wabasso_fl";"Douglas Head Start Center | Wabasso FL Child Care Facility";"https://eocofirc.net/head-start-locations.htm";"http://eocofirc.net/head-start-locations.htm";"https://eocofirc.net/head-start-vpk/";
"https://childcarecenter.us/provider_detail/e_o_c_highlands_head_start_center_vero_beach_fl";"E O C Highlands Head Start Center | Vero Beach FL Child Care Facility";"https://eocofirc.net/head-start-locations.htm";"http://eocofirc.net/head-start-locations.htm";"https://eocofirc.net/head-start-vpk/";
"https://childcarecenter.us/provider_detail/fellsmere_head_start_center_fellsmere_fl";"Fellsmere Head Start Center | Fellsmere FL Child Care Facility";"https://eocofirc.net/head-start-locations.htm";"http://eocofirc.net/head-start-locations.htm";"https://eocofirc.net/head-start-vpk/";
"https://childcarecenter.us/provider_detail/st_helens_head_start_ctr_vero_beach_fl";"St Helen's Head Start Ctr | Vero Beach FL Child Care Facility";"https://eocofirc.net/head-start-locations.htm";"http://eocofirc.net/head-start-locations.htm";"https://eocofirc.net/head-start-vpk/";
"https://childcarecenter.us/provider_detail/eternal_hills_christian_preschool_tabernash_co";"Eternal Hills Christian Preschool | Tabernash CO Day Care Center";"https://eternalhills.org/ehcp-news";"http://eternalhills.org/index.php/ehcp-news";"https://eternalhills.org/preschool/";
"https://childcarecenter.us/provider_detail/congregation_etz_hayim_arlington_va";"Congregation Etz Hayim | Arlington VA Religious Exempt Child Day Center";"https://etzhayim.net/Preschool.html";"http://www.etzhayim.net/Preschool.html";"https://etzhayim.net/preschool/";
"https://childcarecenter.us/provider_detail/praise_and_play_preschool_spicer_mn";"Praise And Play Preschool | Spicer MN Child Care Center";"https://faithspicer.org/Praise___Play_Preschool.html";"http://www.faithspicer.org/Praise___Play_Preschool.html";"https://faithspicer.org/praise-%26-play-preschool";
"https://childcarecenter.us/provider_detail/little_brookland_daycare_lincoln_ne";"Little Brookland Daycare | Lincoln NE Child Care Center";"https://fallbrookusa.com/little-brookland-daycare/";"http://fallbrookusa.com/little-brookland-daycare/";"https://fallbrookusa.com/2012/06/little-brookland-daycare-is-now-open/";
"https://childcarecenter.us/provider_detail/family_building_blocks_at_chelseas_place_salem_or";"Family Building Blocks At Chelseas Place | Salem OR Child Care Center";"https://familybuildingblocks.org/contact.html/";"http://www.familybuildingblocks.org/contact.html";"https://familybuildingblocks.org/contact/";
"https://childcarecenter.us/provider_detail/family_building_blocks_at_gracies_place_salem_or";"Family Building Blocks At Gracie's Place | Salem OR Child Care Center";"https://familybuildingblocks.org/contact.html/";"http://www.familybuildingblocks.org/contact.html";"https://familybuildingblocks.org/contact/";
"https://childcarecenter.us/provider_detail/57015_burrier_child_development_center_richmond_ky";"Burrier Child Development Center | Richmond KY";"https://fcs.eku.edu/welcome-burrier-child-development-center";"http://www.fcs.eku.edu/welcome-burrier-child-development-center";"https://fcs.eku.edu/burrier-child-development-center";
"http://childcarecenter.us/provider_detail/forbush_out_of_school_time_program_east_bend_nc";"FORBUSH OUT-OF-SCHOOL-TIME PROGRAM | EAST BEND NC Five Star Center License";"http://www.yadkin.k12.nc.us/ForbushElementary.cfm?subpage=608298";"http://www.yadkin.k12.nc.us/ForbushElementary.cfm?subpage=608298";"https://fes.yadkin.k12.nc.us/";
"https://childcarecenter.us/provider_detail/forbush_out_of_school_time_program_east_bend_nc";"Forbush Out-of-school-time Program | EAST BEND NC";"http://www.yadkin.k12.nc.us/ForbushElementary.cfm?subpage=608298";"http://www.yadkin.k12.nc.us/ForbushElementary.cfm?subpage=608298";"https://fes.yadkin.k12.nc.us/";
"https://childcarecenter.us/provider_detail/forbush_preschool_east_bend_nc";"Forbush Preschool | EAST BEND NC";"http://www.yadkin.k12.nc.us/ForbushElementary.cfm?subpage=608298";"http://www.yadkin.k12.nc.us/ForbushElementary.cfm?subpage=608298";"https://fes.yadkin.k12.nc.us/";
"https://childcarecenter.us/provider_detail/fletcher_hills_presbyterian_church_pre_school_el_cajon_ca";"Fletcher Hills Presbyterian Church Pre-school | EL CAJON CA";"https://fhpc.org/pages/page.asp";"http://fhpc.org/pages/page.asp?page_id=15952";"https://fhpc.org/preschool/";
"http://childcarecenter.us/provider_detail/westminster_school_district_finley_state_preschool_westminster_ca";"WESTMINSTER SCHOOL DISTRICT-FINLEY STATE PRESCHOOL | WESTMINSTER CA DAY CARE CENTER";"http://www.wsd.k12.ca.us/finley.aspx";"http://www.wsd.k12.ca.us/finley.aspx";"https://finley.wsdk8.us/";
"https://childcarecenter.us/provider_detail/westminster_school_district_finley_state_preschool_westminster_ca";"Westminster School District-finley State Preschool | WESTMINSTER CA";"http://www.wsd.k12.ca.us/finley.aspx";"http://www.wsd.k12.ca.us/finley.aspx";"https://finley.wsdk8.us/";
"https://childcarecenter.us/provider_detail/84514_first_place_preschool_carrollton_tx";"First Place Preschool | Carrollton TX";"https://firstchurch.net/ministries/moms-day-out-preschool/";"http://www.firstchurch.net/ministries/moms-day-out-preschool/";"https://firstchurch.net/our-community/preschool/";
"https://childcarecenter.us/provider_detail/first_united_methodist_church_preschool_port_orange_fl";"First United Methodist Church Preschool | Port Orange FL Child Care Facility";"https://firstchurchpo.org/ministries/childrens-ministry/pre-school-weekday-ministry/";"http://www.firstchurchpo.org/ministries/childrens-ministry/pre-school-weekday-ministry/";"https://firstchurchpo.org/preschool/";
"https://childcarecenter.us/provider_detail/first_steps_sacramento_ca";"First Steps | SACRAMENTO CA INFANT CENTER";"https://firststepschilddevelopment.com/Home.html";"http://startatfirststeps.org/Home.html";"https://firststepschilddevelopment.com/about-1/";
"https://childcarecenter.us/provider_detail/first_presbyterian_preschool_of_mesa_mesa_az";"First Presbyterian Preschool Of Mesa | MESA AZ CHILD CARE CENTER";"https://fpcmesa.org/discipleship/preschool";"http://www.fpcmesa.org/discipleship/preschool";"https://fpcmesa.org/preschool";
"https://childcarecenter.us/provider_detail/first_presbyterian_church_preschool_jacksonville_il";"First Presbyterian Church Preschool | JACKSONVILLE IL Day Care Center";"https://www.fpcjackson.org/discipleship/sunday-mornings/preschool";"http://www.fpcjackson.org/discipleship/sunday-mornings/preschool";"https://fpds.org/";
"https://childcarecenter.us/provider_detail/westminster_school_district_fryberger_westminster_ca";"Westminster School District-fryberger | WESTMINSTER CA DAY CARE CENTER";"http://www.wsd.k12.ca.us/fryberger.aspx";"http://www.wsd.k12.ca.us/fryberger.aspx";"https://fryberger.wsdk8.us/";
"https://childcarecenter.us/provider_detail/tiny_treasures_luth_ps_urbandale_ia";"Tiny Treasures Lutheran Preschool | URBANDALE IA Licensed Center";"https://gdlc.church/children/tiny-treasures-preschool";"http://gloriadeionline.com/children/tiny-treasures-preschool";"https://gdlc.church/tiny-treasures/";
"https://childcarecenter.us/provider_detail/girls_incorporated_of_greater_sb_sb_center_santa_barbara_ca";"Girls Incorporated Of Greater S.b.-(s.b. Center) | SANTA BARBARA CA";"https://girlsincsb.org/programs-and-services/afterschool-summer-programs/";"http://girlsincsb.org/programs-and-services/afterschool-summer-programs/";"https://girlsincsb.org/programs-and-services/afterschool-programs/";
"https://childcarecenter.us/provider_detail/gloria_dei_tlc_preschool_cincinnati_oh";"Gloria Dei Tlc Preschool | CINCINNATI OH";"https://gloriadeielca.org/preschool";"http://gloriadeielca.org/preschool";"https://gloriadeielca.org/tlc-preschool/";
"https://childcarecenter.us/provider_detail/gloucester_township_pre_school_recreation_center_clementon_nj";"Gloucester Township Pre- School-recreation Center | CLEMENTON NJ";"https://glotwp.com/Departments/recreation/preschool.html";"http://glotwp.com/Departments/recreation/preschool.html";"https://glotwp.com/department/recreation/preschool/";
"https://childcarecenter.us/provider_detail/rocky_knoll_school_martinsburg_wv";"Rocky Knoll School | Martinsburg WV";"https://go2rks.com/about.php";"https://go2rks.com/about.php";"https://go2rks.com/about/";
"https://childcarecenter.us/provider_detail/good_shepherd_services_bronx_ny";"Good Shepherd Services | Bronx NY School-Age Child Care";"https://goodshepherds.org/programs/locations/bronx.html";"https://www.goodshepherds.org/programs/locations/bronx.html";"https://goodshepherds.org/programs/where-we-work/";
"https://childcarecenter.us/provider_detail/good_shepherd_services2_bronx_ny";"Good Shepherd Services | Bronx NY School-Age Child Care";"https://goodshepherds.org/programs/locations/bronx.html";"https://www.goodshepherds.org/programs/locations/bronx.html";"https://goodshepherds.org/programs/where-we-work/";
"https://childcarecenter.us/provider_detail/good_shepherd_services_brooklyn_scholars_brooklyn_ny";"Good Shepherd Services @ Brooklyn Scholars | Brooklyn NY School-Age Child Care";"https://goodshepherds.org/programs/locations/brooklyn.html";"https://www.goodshepherds.org/programs/locations/brooklyn.html";"https://goodshepherds.org/programs/where-we-work/";
"https://childcarecenter.us/provider_detail/good_shepherd_services_is_292_brooklyn_ny";"Good Shepherd Services @ IS 292 | Brooklyn NY School-Age Child Care";"https://goodshepherds.org/programs/locations/brooklyn.html";"https://www.goodshepherds.org/programs/locations/brooklyn.html";"https://goodshepherds.org/programs/where-we-work/";
"https://childcarecenter.us/provider_detail/good_shepherd_services_launch_charter_school_brooklyn_ny";"Good Shepherd Services @launch Charter School | Brooklyn NY";"https://goodshepherds.org/programs/locations/brooklyn.html";"https://www.goodshepherds.org/programs/locations/brooklyn.html";"https://goodshepherds.org/programs/where-we-work/";
"https://childcarecenter.us/provider_detail/grant_preschool_redding_ca";"GRANT PRESCHOOL | REDDING CA DAY CARE CENTER";"https://grantschoolcougars.com/gs_home.html";"http://grantschoolcougars.com/gs_home.html";"https://grantschoolcougars.com/programs/";
"https://childcarecenter.us/provider_detail/boys_girls_club_mc_clintock_pasco_wa";"Boys & Girls Club -mc Clintock | Pasco WA School-age Program";"https://greatclubs.org/find-a-club/mcclintock-stem/";"http://kidexpert.org/find-a-club/mcclintock-stem/";"https://greatclubs.org/find-a-club/mcclintock/";
"https://childcarecenter.us/provider_detail/boys_girls_club_rosalind_franklin_pasco_wa";"Boys & Girls Club-rosalind Franklin | Pasco WA School-age Program";"https://greatclubs.org/find-a-club/rosalyn-franklin/";"http://kidexpert.org/find-a-club/rosalyn-franklin/";"https://greatclubs.org/find-a-club/rosalind-franklin/";
"https://childcarecenter.us/provider_detail/early_explorations_preschool_at_great_explorations_st_petersburg_fl";"Early Explorations Preschool At Great Explorations | St. Petersburg FL";"https://greatex.org/pre.php";"http://www.greatexplorations.org/pre.php";"https://greatex.org/about-us/preschool/";
"https://childcarecenter.us/provider_detail/good_shepherd_day_school_inc_punta_gorda_fl";"Good Shepherd Day School Inc | Punta Gorda FL Child Care Facility";"http://www.wix.com/fhumphrey/gsds_website";"http://www.wix.com/fhumphrey/gsds_website";"https://gsespg.org/academics/overview/";
"https://childcarecenter.us/provider_detail/rainbow_station_hanover_medical_park_mechanicsville_va";"Rainbow Station - Hanover Medical Park | Mechanicsville VA Licensed Child Day Center";"https://www.rainbowstation.org/our-schools/view_school.php?schoolId=10";"http://rainbowstation.org/our-schools/view_school.php?schoolId=10";"https://hanover.leafspringschool.com/";
"https://childcarecenter.us/provider_detail/hartley_nature_preschool_duluth_mn";"Hartley Nature Preschool | Duluth MN Child Care Center";"https://hartleynature.org/learn/preschool.html";"https://www.hartleynature.org/learn/preschool.html";"https://hartleynature.org/hartley-nature-preschool/";
"https://childcarecenter.us/provider_detail/hope_christian_academy_preschool_dickinson_nd";"HOPE CHRISTIAN ACADEMY PRESCHOOL | DICKINSON ND Child Care Center";"https://hcadickinson.org/AboutUs/Programs/Preschool/tabid/60/Default.aspx";"http://www.hcadickinson.org/AboutUs/Programs/Preschool/tabid/60/Default.aspx";"https://hcadickinson.org/preschool/";
"https://childcarecenter.us/provider_detail/hillsborough_community_college_ybor_child_dev_ctr_tampa_fl";"Hillsborough Community College Ybor Child Dev. Ctr | TAMPA FL";"https://www.hccfl.edu/departments/early-childhood-program/ybor-child-development-lab-school.aspx";"http://www.hccfl.edu/departments/early-childhood-program/ybor-child-development-lab-school.aspx";"https://hccfl.edu/yc/associate-in-science-and-technical-programs/early-childhood-program/child-development-centers.aspx";
"https://childcarecenter.us/provider_detail/hickory_creek_ele_day_care_mcminnville_tn";"Hickory Creek Ele Day Care | MCMINNVILLE TN";"http://www.warrenschools.com/HCES";"http://www.warrenschools.com/HCES";"https://hces.warrenschools.com/";
"https://childcarecenter.us/provider_detail/hickory_creek_elementary_preschool_mcminnville_tn";"HICKORY CREEK ELEMENTARY PRESCHOOL | MCMINNVILLE TN Child Care Center";"http://www.warrenschools.com/HCES";"http://www.warrenschools.com/HCES";"https://hces.warrenschools.com/";
"https://childcarecenter.us/provider_detail/dona_ana_county_head_start_berino_las_cruces_nm";"Dona Ana County Head Start- Berino | Las Cruces NM (CCC) Head Start";"https://www.nmsu.edu/headstart";"www.nmsu.edu/headstart";"https://headstart.nmsu.edu/";
"https://childcarecenter.us/provider_detail/hermitage_club_llc_wilmington_vt";"Hermitage Club Llc | Wilmington VT";"https://hermitageclub.com/hermitage-club-day-care";"http://hermitageclub.com/hermitage-club-day-care";"https://hermitageclub.com/childcare-services/";
"https://childcarecenter.us/provider_detail/holland_elementary_pre_school_holland_vt";"Holland Elementary Pre-school | Holland VT";"https://sites.google.com/ncsuvt.org/holland-elementary-school/contact_school";"http://hes.ncsuvt.org/contact_school";"https://hes.ncsuvt.org/home";
"https://childcarecenter.us/provider_detail/holy_cross_christian_nursery_school_toms_river_nj";"Holy Cross Christian Nursery School | TOMS RIVER NJ Child Care Center";"https://holycrosslutheran.org/Preschool/tabid/424/Default.aspx";"http://holycrosslutheran.org/Preschool/tabid/424/Default.aspx";"https://holycrosslutheran.org/preschool";
"https://childcarecenter.us/provider_detail/holy_cross_preschool_menomonee_falls_wi";"Holy Cross Preschool | MENOMONEE FALLS WI";"https://holycrosslutheran.org/Preschool/tabid/424/Default.aspx";"http://www.holycrosslutheran.org/Preschool/tabid/424/Default.aspx";"https://holycrosslutheran.org/preschool";
"https://childcarecenter.us/provider_detail/56252_holy_name_school_extended_care_henderson_ky";"Holy Name School Extended Care | Henderson KY Family Child Care - Licensed Type I";"https://holynameschool.org/current-families/extended-care/default.htm";"http://www.holynameschool.org/current-families/extended-care/default.htm";"https://holynameschool.org/academics-1";
"https://childcarecenter.us/provider_detail/hope_technology_school_preschool_program_palo_alto_ca";"Hope Technology School - Preschool Program | PALO ALTO CA";"https://hopetechschool.org/content/preschool/index.htm";"http://www.hopetechschool.org/content/preschool/index.htm";"https://hopetechschool.org/pre-school-program/";
"https://childcarecenter.us/provider_detail/leaps_irving_college_mcminnville_tn";"LEAPS - IRVING COLLEGE | MCMINNVILLE TN Child Care Center";"http://www.warrenschools.com/Domain/884";"http://www.warrenschools.com/Domain/884";"https://ices.warrenschools.com/";
"https://childcarecenter.us/provider_detail/irving_college_elementary_mcminnville_tn";"Irving College Elementary | MCMINNVILLE TN";"http://www.warrenschools.com/ICE";"http://www.warrenschools.com/ICE";"https://ices.warrenschools.com/";
"https://childcarecenter.us/provider_detail/imanuel_sonshine_preschool_lakeside_park_ky";"Imanuel - Sonshine Preschool | Lakeside Park KY";"https://www.immanuelumc.org/asp/children.asp?ID=100019";"http://immanuelumc.org/asp/children.asp?ID=100019";"https://immanuelumc.org/ministries/children";
"https://childcarecenter.us/provider_detail/83502_church_of_incarnation_dallas_tx";"Church Of Incarnation | Dallas TX";"https://incarnation.org/schools/incarnation-academy/admissions/";"http://www.incarnation.org/schools/incarnation-academy/admissions/";"https://incarnation.org/grow/children/";
"https://childcarecenter.us/provider_detail/prime_time_immanuel_presbyterian_church_tacoma_wa";"Prime Time Immanuel Presbyterian Church | TACOMA WA School-age Program";"https://ipctacoma.org/education/prime-time-before-and-after-school-care/";"http://www.ipctacoma.org/education/prime-time-before-and-after-school-care/";"https://ipctacoma.org/prime-time-extended-learning-center/";
"https://childcarecenter.us/provider_detail/jeremiah_program_child_development_center_the_minneapolis_mn";"Jeremiah Program Child Development Center (the) | Minneapolis MN";"https://jeremiahprogram.org/locations/minneapolissaint-paul/";"http://www.jeremiahprogram.org/locations/minneapolissaint-paul/";"https://jeremiahprogram.org/minneapolis-st-paul/";
"https://childcarecenter.us/provider_detail/child_development_center_of_the_jewish_board_of_family_childrens_services_new_york_ny";"Child Development Center Of The Jewish Board Of Family & Children";"https://jewishboard.org/programs-services/early-childhood-learning/child-development-center";"http://www.jbfcs.org/programs-services/early-childhood-learning/child-development-center/#.U8cX-ECVoSU";"https://jewishboard.org/listing/harlem-child-development-center/";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_delaware_ridge_elementary_kansas_city_ks";"Ys Kids Club At Delaware Ridge Elementary | Kansas City KS";"https://kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club";"https://kansascityymca.org/programs/before-and-after-school-y-club";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_overland_trail_leawood_ks";"Ys Kids Club At Overland Trail | Leawood KS School Age Program";"https://kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_pleasant_ridge_overland_park_ks";"Ys Kids Club At Pleasant Ridge | Overland Park KS School Age Program";"https://kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_valley_park_elementary_leawood_ks";"Ys Kids Club at Valley Park Elementary | Leawood KS School Age Program";"https://kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"http://childcarecenter.us/provider_detail/ys_kids_club_at_indian_valley_elementary_overland_park_ks";"Ys Kids Club At Indian Valley Elementary | Overland Park KS School Age Program";"https://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_blue_river_elementary_stilwell_ks";"Ys Kids Club At Blue River Elementary | Stilwell KS School Age Program";"https://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_cedar_hills_elementary_stilwell_ks";"Y's Kids Club At Cedar Hills Elementary | Stilwell KS School Age Program";"https://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_cottonwood_point_elem_overland_park_ks";"Ys Kids Club At Cottonwood Point Elem | Overland Park KS School Age Program";"https://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_harmony_elementary_overland_park_ks";"Ys Kids Club At Harmony Elementary | Overland Park KS School Age Program";"https://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_heartland_elementary_overland_park_ks";"Ys Kids Club At Heartland Elementary | Overland Park KS School Age Program";"https://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_indian_valley_elementary_overland_park_ks";"Ys Kids Club At Indian Valley Elementary | Overland Park KS School Age Program";"https://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_lakewood_elementary_leawood_ks";"Ys Kids Club At Lakewood Elementary | Leawood KS School Age Program";"https://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_leawood_elementary_leawood_ks";"Ys Kids Club At Leawood Elementary | Leawood KS School Age Program";"https://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_mission_trail_elementary_leawood_ks";"Ys Kids Club at Mission Trail Elementary | Leawood KS School Age Program";"https://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_oak_hill_elementary_overland_park_ks";"Ys Kids Club At Oak Hill Elementary | Overland Park KS School Age Program";"https://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_prairie_star_elementary_leawood_ks";"Ys Kids Club At Prairie Star Elementary | Leawood KS School Age Program";"https://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
"https://childcarecenter.us/provider_detail/ys_kids_club_at_stanley_elementary_school_overland_park_ks";"Ys Kids Club At Stanley Elementary School | Overland Park KS";"https://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"http://www.kansascityymca.org/youth-development/child-care-and-education/and-after-school-y-club/blu";"https://kansascityymca.org/programs/before-and-after-school/y-club-locations/blue-valley";
