"ID";"Start";"End";"Disciplinary/Non-Disciplinary Action"
406563;"05/31/2016";"11/30/2016";"-Licensing Agreement"
801220;"02/05/2019";"08/05/2019";"Nondisciplinary Corrective Action"
407177;"03/31/2005";"03/31/2006";"-Licensing Agreement"
406663;"11/10/2015";"05/10/2016";"-Licensing Agreement"
406702;"07/07/2014";"01/07/2015";"-Licensing Agreement"
403929;"12/22/2016";"06/22/2017";"-Licensing Agreement"
405572;"04/16/2009";"03/04/2010";"-Licensing Agreement"
495239;"01/20/2016";"02/05/2016";"Civil Penalty"
404129;"02/20/2015";"08/20/2015";"-Licensing Agreement"
404129;"11/17/2011";"05/17/2012";"Nondisciplinary Corrective Action"
440124;"03/04/2010";"03/04/2011";"-Licensing Agreement"
406187;"09/01/2005";"09/01/2006";"-Licensing Agreement"
407089;"04/05/2011";"10/05/2011";"Probation"
407089;"08/02/2005";"02/02/2006";"-Licensing Agreement"
665076;"10/26/2018";"11/09/2018";"-Licensing Agreement"
403824;"03/14/2006";"10/23/2008";"-Licensing Agreement"
403824;"01/29/2008";"02/27/2008";"Civil Penalty"
405719;"11/10/2004";"11/10/2005";"-Licensing Agreement"
644742;"11/06/2013";"05/06/2014";"-Licensing Agreement"
522785;"05/19/2016";"11/19/2016";"Nondisciplinary Corrective Action"
405614;"06/08/2006";"12/06/2006";"-Licensing Agreement"
405614;"01/24/2006";"06/08/2006";"-Licensing Agreement"
405614;"05/18/2004";"05/18/2005";"-Licensing Agreement"
404155;"03/22/2012";"03/22/2014";"Probation"
404155;"10/18/2006";"04/18/2007";"Nondisciplinary Corrective Action"
405617;"02/08/2008";"02/08/2009";"-Licensing Agreement"
405617;"03/03/2005";"09/03/2005";"Nondisciplinary Corrective Action"
602999;"05/16/2014";"11/16/2014";"Nondisciplinary Corrective Action"
405961;"10/14/2015";"04/14/2016";"-Licensing Agreement"
641493;"07/24/2015";"08/11/2015";"Suspension"
641493;"01/22/2015";"02/22/2015";"Civil Penalty"
405015;"05/21/2015";"06/21/2015";"Civil Penalty"
405657;"09/10/2014";"10/10/2014";"Civil Penalty"
405604;"01/22/2004";"10/17/2006";"-Licensing Agreement"
597342;"11/08/2010";"11/18/2010";"-Licensing Agreement"
407257;"08/10/2018";"08/10/2020";"Probation"
407257;"06/10/2016";"06/10/2017";"Probation"
407257;"02/01/2016";"08/01/2016";"-Licensing Agreement"
407257;"04/14/2010";"05/27/2010";"Suspension"
407257;"06/22/2009";"12/22/2009";"Nondisciplinary Corrective Action"
670826;"03/24/2017";"01/29/2018";"Probation"
670826;"07/29/2016";"03/24/2017";"Probation"
616934;"01/08/2016";"01/08/2017";"Probation"
616934;"07/25/2012";"07/25/2013";"Probation"
616934;"07/25/2012";"08/24/2012";"Civil Penalty"
616934;"03/28/2011";"09/28/2011";"Probation"
616934;"03/28/2011";"04/27/2011";"Civil Penalty"
616934;"10/04/2010";"03/28/2011";"Nondisciplinary Corrective Action"
584952;"06/04/2013";"08/19/2013";"-Licensing Agreement"
743514;"08/29/2016";"02/28/2017";"Nondisciplinary Corrective Action"
680861;"05/19/2017";"06/21/2017";"-Licensing Agreement"
407281;"08/07/2015";"08/07/2016";"Limitation-Disciplinary"
407281;"08/07/2015";"08/07/2016";"Probation"
407281;"04/01/2015";"08/07/2015";"-Licensing Agreement"
407281;"02/12/2009";"02/12/2010";"-Licensing Agreement"
407281;"01/01/2007";"07/01/2007";"Nondisciplinary Corrective Action"
430487;"07/25/2016";"01/25/2017";"Nondisciplinary Corrective Action"
436646;"07/12/2006";"07/12/2007";"-Licensing Agreement"
407294;"12/10/2010";"05/31/2011";"-Licensing Agreement"
429448;"12/01/2008";"06/01/2009";"Nondisciplinary Corrective Action"
613556;"05/27/2010";"11/27/2010";"Nondisciplinary Corrective Action"
482041;"11/08/2018";"05/08/2019";"Nondisciplinary Corrective Action"
482041;"12/30/2014";"06/30/2015";"Probation"
482041;"07/17/2012";"01/17/2013";"Nondisciplinary Corrective Action"
482041;"08/26/2005";"08/31/2006";"-Licensing Agreement"
407271;"02/20/2007";"08/20/2007";"Nondisciplinary Corrective Action"
407271;"11/08/2005";"11/08/2006";"-Licensing Agreement"
661659;"03/08/2016";"09/08/2016";"Nondisciplinary Corrective Action"
661659;"12/05/2011";"05/05/2012";"-Licensing Agreement"
407243;"06/05/2009";"06/05/2010";"-Licensing Agreement"
407243;"10/04/2006";"04/04/2007";"Probation"
733636;"06/08/2017";"06/08/2018";"Probation"
733636;"01/24/2017";"07/24/2017";"-Licensing Agreement"
407217;"06/19/2015";"12/19/2015";"Nondisciplinary Corrective Action"
795680;"10/13/2017";"04/13/2018";"Nondisciplinary Corrective Action"
558937;"05/23/2016";"11/23/2016";"Nondisciplinary Corrective Action"
558937;"10/30/2015";"04/30/2016";"Probation"
407141;"01/24/2018";"01/24/2019";"Probation"
407141;"01/24/2018";"02/26/2018";"Civil Penalty"
407141;"08/07/2017";"01/24/2018";"Nondisciplinary Corrective Action"
407141;"05/10/2017";"06/29/2017";"-Licensing Agreement"
407141;"06/23/2016";"12/23/2016";"-Licensing Agreement"
407141;"08/21/2014";"02/21/2015";"-Licensing Agreement"
406666;"05/01/2018";"11/01/2018";"Nondisciplinary Corrective Action"
406666;"01/30/2004";"07/30/2004";"Probation"
674553;"06/14/2014";"07/14/2014";"Civil Penalty"
674553;"10/10/2012";"04/10/2013";"Nondisciplinary Corrective Action"
407081;"01/05/2019";"07/05/2019";"Probation"
407081;"09/14/2018";"10/18/2018";"-Licensing Agreement"
597618;"11/22/2014";"05/22/2015";"Probation"
597618;"04/07/2015";"05/07/2015";"Civil Penalty"
597618;"11/22/2014";"12/22/2014";"Civil Penalty"
597618;"06/18/2013";"12/18/2013";"Nondisciplinary Corrective Action"
407083;"09/21/2016";"03/21/2017";"-Licensing Agreement"
407083;"09/03/2010";"03/03/2011";"Nondisciplinary Corrective Action"
406548;"11/03/2011";"11/03/2012";"Probation"
406548;"01/10/2006";"10/17/2006";"-Licensing Agreement"
406548;"03/03/2004";"09/03/2004";"-Licensing Agreement"
425981;"05/27/2014";"11/27/2014";"Nondisciplinary Corrective Action"
406718;"10/23/2014";"04/23/2015";"-Licensing Agreement"
406718;"02/03/2012";"08/03/2012";"Nondisciplinary Corrective Action"
406718;"04/30/2012";"05/30/2012";"Civil Penalty"
406718;"07/05/2005";"01/05/2006";"Nondisciplinary Corrective Action"
415889;"01/15/2016";"07/15/2016";"-Licensing Agreement"
415889;"01/16/2007";"01/16/2009";"Probation"
415889;"01/16/2007";"01/16/2008";"Limitation-Disciplinary"
415889;"01/16/2007";"02/16/2007";"Civil Penalty"
730274;"07/25/2014";"01/25/2015";"Probation"
730274;"10/25/2014";"11/25/2014";"Civil Penalty"
730274;"10/08/2014";"11/08/2014";"Civil Penalty"
730274;"07/25/2014";"08/24/2014";"Civil Penalty"
714076;"02/21/2018";"08/21/2018";"-Licensing Agreement"
585276;"07/11/2014";"01/11/2015";"Nondisciplinary Corrective Action"
606998;"11/17/2014";"05/17/2015";"-Licensing Agreement"
422795;"05/23/2008";"11/23/2008";"Nondisciplinary Corrective Action"
422795;"09/03/2008";"10/02/2008";"Civil Penalty"
407171;"03/23/2018";"09/23/2018";"-Licensing Agreement"
407171;"02/01/2012";"08/01/2012";"-Licensing Agreement"
407142;"05/07/2004";"11/07/2004";"Probation"
407144;"05/17/2018";"06/13/2018";"-Licensing Agreement"
407144;"07/31/2015";"07/31/2016";"Probation"
407144;"07/31/2015";"08/31/2015";"Civil Penalty"
407144;"02/11/2002";"07/28/2014";"-Licensing Agreement"
407144;"07/25/2013";"07/25/2014";"Probation"
407144;"10/04/2006";"04/04/2007";"Probation"
557748;"03/17/2017";"03/17/2018";"Probation"
557748;"03/17/2016";"04/17/2016";"Civil Penalty"
557748;"09/03/2014";"10/03/2014";"Civil Penalty"
557748;"04/18/2012";"10/18/2012";"Nondisciplinary Corrective Action"
557748;"08/17/2012";"09/17/2012";"Civil Penalty"
557748;"06/19/2012";"07/19/2012";"Civil Penalty"
561576;"06/08/2017";"12/08/2017";"Probation"
561576;"10/17/2016";"04/17/2017";"-Licensing Agreement"
561576;"08/10/2010";"02/10/2011";"Nondisciplinary Corrective Action"
666641;"07/31/2015";"01/31/2016";"Probation"
666641;"03/13/2014";"09/13/2014";"Nondisciplinary Corrective Action"
850487;"12/04/2017";"03/05/2018";"Nondisciplinary Corrective Action"
850487;"12/04/2017";"02/23/2018";"-Licensing Agreement"
407157;"06/11/2012";"12/11/2012";"Probation"
407157;"12/22/2006";"07/09/2007";"-Licensing Agreement"
407169;"11/20/2018";"05/20/2019";"Nondisciplinary Corrective Action"
407169;"02/04/2016";"08/04/2016";"-Licensing Agreement"
407169;"09/08/2011";"03/08/2012";"Nondisciplinary Corrective Action"
407169;"03/19/2007";"09/19/2007";"-Licensing Agreement"
407235;"12/07/2017";"06/07/2018";"Probation"
407235;"05/03/2011";"05/03/2012";"Probation"
863187;"11/27/2018";"05/27/2019";"Nondisciplinary Corrective Action"
502606;"08/28/2008";"02/28/2009";"Nondisciplinary Corrective Action"
407276;"03/06/2019";"11/22/2019";"-Licensing Agreement"
406746;"01/31/2008";"01/31/2009";"-Licensing Agreement"
655022;"06/17/2013";"12/17/2013";"-Licensing Agreement"
407148;"04/05/2007";"09/10/2007";"-Licensing Agreement"
632877;"12/02/2015";"06/02/2016";"Nondisciplinary Corrective Action"
632877;"09/30/2015";"12/02/2015";"-Licensing Agreement"
407209;"09/07/2018";"03/07/2019";"Probation"
407209;"07/14/2016";"01/14/2017";"-Licensing Agreement"
522323;"01/21/2015";"02/21/2015";"Civil Penalty"
522323;"08/14/2012";"02/14/2013";"-Licensing Agreement"
522323;"02/02/2010";"02/02/2011";"Probation"
522323;"02/02/2010";"03/03/2010";"Civil Penalty"
522323;"01/15/2009";"01/15/2010";"-Licensing Agreement"
522323;"01/10/2008";"01/10/2009";"Probation"
406748;"07/31/2018";"10/05/2018";"-Licensing Agreement"
406748;"07/31/2018";"10/01/2018";"-Licensing Agreement"
406748;"03/25/2004";"03/25/2005";"-Licensing Agreement"
828967;"04/08/2017";"10/08/2017";"-Licensing Agreement"
405319;"08/28/2012";"01/25/2013";"-Licensing Agreement"
405321;"12/13/2007";"12/13/2008";"-Licensing Agreement"
473771;"10/13/2016";"06/01/2017";"-Licensing Agreement"
473771;"04/11/2016";"10/11/2016";"-Licensing Agreement"
473771;"08/21/2006";"02/21/2007";"-Licensing Agreement"
506293;"01/03/2011";"12/31/2011";"-Licensing Agreement"
735510;"12/16/2014";"03/05/2015";"Suspension"
404183;"12/06/2017";"01/23/2018";"-Licensing Agreement"
679722;"11/06/2015";"05/06/2016";"Nondisciplinary Corrective Action"
403917;"09/18/2017";"12/07/2017";"-Licensing Agreement"
643906;"05/01/2017";"07/03/2017";"-Licensing Agreement"
405270;"12/16/2016";"01/16/2017";"Civil Penalty"
560851;"10/11/2017";"01/19/2018";"-Licensing Agreement"
405207;"08/03/2005";"02/03/2006";"Nondisciplinary Corrective Action"
682237;"04/26/2018";"12/06/2018";"-Licensing Agreement"
405789;"03/12/2004";"12/08/2008";"-Licensing Agreement"
405254;"07/29/2004";"04/08/2010";"-Licensing Agreement"
405254;"05/06/2003";"04/08/2010";"-Licensing Agreement"
405257;"05/04/2013";"05/04/2014";"Probation"
405257;"07/10/2013";"08/09/2013";"Civil Penalty"
405257;"05/04/2013";"08/02/2013";"Civil Penalty"
405257;"07/09/2010";"01/09/2011";"Nondisciplinary Corrective Action"
405257;"03/03/2004";"03/03/2005";"-Licensing Agreement"
483712;"02/22/2006";"08/22/2006";"Nondisciplinary Corrective Action"
405676;"05/08/2014";"05/08/2015";"-Licensing Agreement"
405676;"12/08/2003";"12/08/2004";"-Licensing Agreement"
615259;"03/30/2017";"09/30/2017";"-Licensing Agreement"
743987;"04/28/2015";"05/28/2015";"Civil Penalty"
484474;"06/06/2017";"07/06/2017";"Civil Penalty"
437735;"05/04/2016";"11/04/2016";"-Licensing Agreement"
405261;"03/30/2016";"09/30/2016";"-Licensing Agreement"
404198;"10/15/2010";"10/15/2011";"-Licensing Agreement"
405249;"02/16/2012";"04/12/2013";"-Licensing Agreement"
405249;"08/19/2011";"02/16/2012";"-Licensing Agreement"
405249;"06/11/2009";"06/11/2010";"-Licensing Agreement"
404375;"02/22/2016";"08/22/2016";"Nondisciplinary Corrective Action"
426663;"10/28/2013";"11/27/2013";"Civil Penalty"
715309;"07/26/2017";"08/25/2017";"-Licensing Agreement"
715309;"09/30/2013";"03/13/2014";"Probation"
630746;"04/17/2013";"04/17/2014";"Probation"
630746;"07/19/2013";"08/19/2013";"-Licensing Agreement"
630746;"04/17/2013";"05/17/2013";"Civil Penalty"
630746;"01/03/2012";"07/03/2012";"Probation"
630746;"12/30/2010";"06/30/2011";"Nondisciplinary Corrective Action"
404242;"02/01/2012";"08/01/2012";"Nondisciplinary Corrective Action"
404242;"08/27/2004";"02/27/2005";"-Licensing Agreement"
638308;"05/31/2012";"12/07/2012";"-Licensing Agreement"
403864;"04/22/2004";"10/22/2004";"-Licensing Agreement"
405275;"05/23/2006";"12/04/2006";"-Licensing Agreement"
577388;"04/23/2015";"05/23/2015";"Civil Penalty"
405442;"11/10/2011";"11/10/2012";"-Licensing Agreement"
496412;"08/01/2017";"08/08/2017";"-Licensing Agreement"
530480;"06/05/2007";"12/05/2007";"-Licensing Agreement"
614821;"08/12/2015";"09/12/2015";"Civil Penalty"
405338;"06/01/2006";"06/01/2007";"-Licensing Agreement"
405338;"08/09/2006";"02/09/2007";"Nondisciplinary Corrective Action"
406529;"05/21/2018";"06/18/2018";"-Licensing Agreement"
406529;"02/15/2007";"07/15/2007";"-Licensing Agreement"
406529;"10/05/2001";"02/15/2007";"-Licensing Agreement"
407973;"12/01/2005";"05/31/2006";"Nondisciplinary Corrective Action"
677570;"10/23/2014";"10/23/2015";"Probation"
677570;"04/11/2015";"05/11/2015";"Civil Penalty"
554858;"08/11/2015";"02/11/2016";"-Licensing Agreement"
582035;"01/12/2010";"09/08/2010";"-Licensing Agreement"
582035;"01/12/2010";"09/08/2010";"-Licensing Agreement"
582035;"01/12/2009";"09/08/2010";"-Licensing Agreement"
582035;"09/24/2008";"09/24/2009";"-Licensing Agreement"
434354;"10/22/2010";"04/22/2011";"Nondisciplinary Corrective Action"
406181;"02/13/2018";"02/13/2019";"Probation"
406181;"11/09/2016";"05/09/2017";"-Licensing Agreement"
406181;"01/28/2016";"02/19/2016";"Suspension"
406181;"01/12/2016";"02/12/2016";"Civil Penalty"
406181;"03/21/2014";"04/14/2014";"-Licensing Agreement"
406181;"03/12/2008";"03/30/2009";"Probation"
406181;"03/12/2008";"04/12/2008";"Civil Penalty"
406534;"06/20/2016";"08/18/2016";"-Licensing Agreement"
406505;"09/22/2015";"03/22/2016";"Nondisciplinary Corrective Action"
406057;"07/17/2013";"01/17/2014";"Nondisciplinary Corrective Action"
406477;"09/02/2011";"11/29/2012";"-Licensing Agreement"
406392;"07/16/2004";"01/12/2005";"-Licensing Agreement"
406382;"07/11/2013";"07/11/2014";"Probation"
406382;"07/11/2013";"08/10/2013";"Civil Penalty"
406382;"01/16/2013";"07/10/2013";"Nondisciplinary Corrective Action"
406382;"12/06/2010";"12/06/2012";"-Licensing Agreement"
436865;"06/13/2008";"12/13/2008";"-Licensing Agreement"
635027;"06/16/2016";"12/16/2016";"Nondisciplinary Corrective Action"
406404;"06/23/2010";"06/23/2011";"-Licensing Agreement"
406404;"09/03/2010";"03/03/2011";"Nondisciplinary Corrective Action"
406404;"12/08/2010";"01/06/2011";"Civil Penalty"
406470;"05/14/2007";"12/31/2008";"-Licensing Agreement"
814029;"09/24/2018";"03/24/2019";"Nondisciplinary Corrective Action"
814029;"12/15/2017";"01/12/2018";"-Licensing Agreement"
569362;"05/15/2014";"11/15/2014";"-Licensing Agreement"
512294;"01/10/2018";"07/10/2018";"Nondisciplinary Corrective Action"
565349;"12/07/2017";"02/26/2018";"Civil Penalty"
565349;"01/20/2016";"02/05/2016";"Civil Penalty"
565349;"01/07/2013";"01/07/2014";"Probation"
565349;"01/07/2013";"02/06/2013";"Civil Penalty"
716660;"02/07/2018";"08/07/2018";"Nondisciplinary Corrective Action"
716660;"09/02/2015";"09/02/2016";"-Licensing Agreement"
827889;"07/18/2017";"01/23/2018";"-Licensing Agreement"
506817;"01/06/2015";"07/06/2015";"Nondisciplinary Corrective Action"
725094;"01/28/2015";"07/28/2015";"Nondisciplinary Corrective Action"
725100;"08/05/2016";"08/05/2018";"Probation"
730513;"05/17/2017";"11/17/2017";"Probation"
730510;"11/30/2015";"05/30/2016";"Nondisciplinary Corrective Action"
723325;"05/15/2017";"11/15/2017";"-Licensing Agreement"
723325;"10/29/2013";"04/29/2014";"Nondisciplinary Corrective Action"
809168;"04/04/2018";"10/04/2018";"Probation"
720672;"09/02/2016";"09/02/2017";"Probation"
720672;"07/01/2015";"01/01/2016";"Nondisciplinary Corrective Action"
728852;"10/16/2018";"04/16/2019";"Nondisciplinary Corrective Action"
512845;"12/12/2012";"06/12/2013";"-Licensing Agreement"
681173;"05/17/2017";"11/17/2017";"Probation"
681173;"09/18/2013";"03/18/2014";"Nondisciplinary Corrective Action"
407086;"09/12/2017";"03/12/2018";"Nondisciplinary Corrective Action"
407086;"05/27/2011";"11/27/2011";"Nondisciplinary Corrective Action"
407086;"02/12/2003";"05/09/2004";"-Notice of Intermediate Sanction"
407086;"12/09/2002";"06/09/2003";"Probation"
657908;"02/27/2019";"08/27/2019";"Nondisciplinary Corrective Action"
657908;"03/20/2017";"04/20/2017";"Civil Penalty"
657908;"07/02/2015";"02/26/2016";"Probation"
647116;"02/10/2015";"05/20/2015";"Civil Penalty"
681207;"09/03/2014";"03/03/2015";"Probation"
681207;"09/03/2014";"10/03/2014";"Civil Penalty"
498514;"01/05/2018";"07/05/2018";"-Licensing Agreement"
407215;"01/03/2019";"10/08/2019";"-Licensing Agreement"
407253;"07/06/2004";"10/06/2004";"Probation"
817337;"08/18/2017";"02/05/2018";"-Licensing Agreement"
817337;"06/20/2017";"08/18/2017";"-Licensing Agreement"
611156;"03/27/2018";"09/27/2018";"-Licensing Agreement"
405753;"04/17/2018";"04/17/2019";"Probation"
405753;"03/02/2016";"04/02/2016";"Civil Penalty"
405753;"09/12/2015";"12/12/2015";"Civil Penalty"
405753;"08/04/2015";"08/05/2015";"Suspension"
715306;"04/24/2018";"05/09/2018";"-Licensing Agreement"
874725;"08/29/2018";"09/24/2018";"-Licensing Agreement"
860945;"01/14/2019";"07/14/2019";"Nondisciplinary Corrective Action"
406727;"11/19/2013";"05/10/2014";"Nondisciplinary Corrective Action"
406727;"04/07/2005";"04/07/2006";"-Licensing Agreement"
406480;"01/09/2017";"07/09/2017";"-Licensing Agreement"
649212;"06/25/2013";"12/25/2013";"Probation"
649212;"06/25/2013";"07/25/2013";"Civil Penalty"
649212;"04/01/2013";"06/25/2013";"Nondisciplinary Corrective Action"
649212;"10/09/2012";"03/31/2013";"-Licensing Agreement"
638569;"09/25/2014";"03/25/2015";"Probation"
638569;"09/25/2014";"10/25/2014";"Civil Penalty"
638569;"08/08/2011";"02/08/2012";"Nondisciplinary Corrective Action"
407269;"05/04/2016";"11/04/2016";"-Licensing Agreement"
405839;"12/17/2014";"12/17/2015";"-Licensing Agreement"
595170;"09/14/2009";"11/04/2009";"Nondisciplinary Corrective Action"
601526;"11/09/2016";"05/09/2017";"Nondisciplinary Corrective Action"
601526;"06/21/2011";"12/21/2011";"Nondisciplinary Corrective Action"
407164;"10/27/2011";"04/27/2012";"Probation"
407164;"10/27/2011";"11/28/2011";"Civil Penalty"
407164;"12/15/2010";"10/27/2011";"Nondisciplinary Corrective Action"
407164;"12/15/2006";"06/15/2007";"-Licensing Agreement"
405750;"10/16/2015";"04/26/2016";"-Licensing Agreement"
595018;"09/27/2011";"03/27/2012";"-Licensing Agreement"
405799;"05/21/2012";"11/21/2012";"Probation"
649374;"10/05/2018";"04/05/2019";"Nondisciplinary Corrective Action"
649374;"08/13/2015";"08/13/2016";"Probation"
407295;"04/25/2013";"05/25/2013";"Civil Penalty"
407295;"09/19/2012";"03/19/2013";"Nondisciplinary Corrective Action"
407295;"07/13/2010";"01/13/2011";"Nondisciplinary Corrective Action"
683105;"01/02/2013";"07/02/2013";"Nondisciplinary Corrective Action"
407232;"10/23/2009";"04/23/2010";"Nondisciplinary Corrective Action"
626446;"09/21/2017";"03/21/2018";"Probation"
432721;"03/20/2017";"03/20/2018";"-Licensing Agreement"
432721;"08/28/2004";"08/28/2006";"Probation"
432721;"02/07/2005";"03/09/2005";"Civil Penalty"
474082;"07/07/2005";"03/08/2006";"-Licensing Agreement"
873653;"10/17/2018";"04/17/2019";"Nondisciplinary Corrective Action"
407237;"11/29/2011";"05/29/2012";"Probation"
407237;"09/01/2005";"05/01/2006";"-Licensing Agreement"
407237;"03/02/2005";"09/02/2005";"Nondisciplinary Corrective Action"
407096;"03/03/2014";"09/03/2014";"Nondisciplinary Corrective Action"
588012;"05/01/2017";"05/01/2018";"Probation"
588012;"11/16/2015";"11/16/2016";"Probation"
856747;"03/31/2018";"12/07/2018";"Probation"
405783;"01/04/2013";"07/04/2013";"-Licensing Agreement"
405765;"01/16/2013";"07/16/2013";"Nondisciplinary Corrective Action"
405765;"01/11/2012";"01/11/2013";"-Licensing Agreement"
405779;"05/17/2000";"09/27/2011";"-Licensing Agreement"
405761;"01/04/2010";"07/04/2010";"Nondisciplinary Corrective Action"
845109;"10/31/2017";"04/18/2018";"-Licensing Agreement"
405940;"05/11/2012";"06/11/2012";"Civil Penalty"
405940;"04/05/2011";"10/05/2011";"Probation"
405940;"04/05/2011";"05/05/2011";"Civil Penalty"
405940;"01/27/2011";"04/05/2011";"Nondisciplinary Corrective Action"
405940;"05/10/2002";"05/10/2003";"-Licensing Agreement"
502213;"02/27/2013";"08/27/2013";"-Licensing Agreement"
587969;"05/25/2012";"11/25/2012";"Probation"
587969;"05/25/2012";"06/27/2012";"Civil Penalty"
410004;"12/11/2009";"12/11/2010";"-Licensing Agreement"
684367;"01/16/2016";"01/16/2017";"Probation"
684367;"01/16/2016";"02/16/2016";"Civil Penalty"
684367;"02/27/2013";"08/27/2013";"-Licensing Agreement"
684367;"07/19/2012";"01/19/2013";"-Licensing Agreement"
406461;"03/02/2010";"09/02/2010";"Nondisciplinary Corrective Action"
497290;"07/29/2017";"07/29/2018";"Probation"
497290;"02/06/2016";"03/23/2017";"-Licensing Agreement"
406442;"01/13/2012";"07/13/2012";"Nondisciplinary Corrective Action"
406442;"02/04/2011";"01/13/2012";"-Licensing Agreement"
406442;"01/06/2009";"01/06/2010";"-Licensing Agreement"
406442;"02/17/2004";"08/17/2004";"Probation"
703670;"02/11/2013";"07/03/2013";"Limitation-Disciplinary"
703670;"02/11/2013";"07/03/2013";"Probation"
614836;"07/18/2018";"01/18/2019";"Probation"
614836;"03/28/2017";"09/28/2017";"-Licensing Agreement"
614836;"03/06/2015";"09/06/2015";"-Licensing Agreement"
783349;"10/30/2015";"04/30/2016";"-Licensing Agreement"
675658;"01/17/2012";"01/17/2013";"-Licensing Agreement"
651545;"04/17/2013";"10/17/2013";"Probation"
651545;"04/17/2013";"05/17/2013";"Civil Penalty"
668017;"10/31/2011";"10/24/2012";"-Licensing Agreement"
685106;"05/13/2015";"06/12/2015";"Civil Penalty"
405959;"07/16/2015";"01/16/2016";"Nondisciplinary Corrective Action"
589514;"05/07/2015";"06/07/2015";"Civil Penalty"
617100;"07/10/2013";"07/10/2014";"Probation"
617100;"07/10/2013";"08/09/2013";"Civil Penalty"
758277;"05/22/2017";"11/22/2017";"Nondisciplinary Corrective Action"
758277;"01/31/2017";"07/31/2017";"Nondisciplinary Corrective Action"
758277;"07/02/2015";"08/31/2015";"Civil Penalty"
413514;"07/24/2015";"01/24/2016";"Nondisciplinary Corrective Action"
618243;"09/15/2015";"09/15/2016";"-Licensing Agreement"
611566;"04/02/2013";"10/02/2013";"Probation"
611566;"04/01/2013";"05/01/2013";"Civil Penalty"
611566;"12/01/2010";"06/01/2011";"Nondisciplinary Corrective Action"
568688;"05/27/2015";"06/27/2015";"Civil Penalty"
568688;"11/01/2012";"05/01/2013";"-Licensing Agreement"
529685;"12/02/2011";"06/02/2012";"Nondisciplinary Corrective Action"
406155;"01/03/2013";"07/03/2013";"Probation"
406155;"09/23/2011";"01/03/2013";"-Licensing Agreement"
406155;"04/24/2007";"04/24/2008";"Probation"
802809;"06/30/2016";"11/18/2016";"Nondisciplinary Corrective Action"
406672;"12/18/2006";"12/18/2007";"-Licensing Agreement"
406672;"02/23/2005";"02/23/2006";"Probation"
406672;"02/08/2005";"03/08/2005";"Civil Penalty"
406672;"01/19/2003";"07/19/2003";"Probation"
774993;"11/09/2016";"05/09/2017";"Probation"
774993;"03/11/2016";"09/11/2016";"Nondisciplinary Corrective Action"
406603;"01/11/2006";"06/12/2006";"-Licensing Agreement"
406667;"11/26/2018";"05/26/2019";"Nondisciplinary Corrective Action"
709852;"09/27/2017";"03/27/2018";"Nondisciplinary Corrective Action"
709852;"09/29/2015";"09/29/2016";"Probation"
709852;"09/29/2015";"10/29/2015";"Civil Penalty"
740477;"10/01/2016";"10/01/2017";"Probation"
740477;"10/01/2015";"10/01/2016";"Probation"
740477;"10/01/2015";"11/01/2015";"Civil Penalty"
439223;"08/20/2016";"08/20/2017";"Probation"
439223;"06/24/2008";"12/24/2008";"Nondisciplinary Corrective Action"
439223;"10/02/2007";"03/02/2008";"-Licensing Agreement"
406717;"10/19/2007";"04/19/2008";"Nondisciplinary Corrective Action"
814787;"11/30/2018";"05/30/2019";"-Licensing Agreement"
814787;"05/19/2017";"11/19/2017";"-Licensing Agreement"
825379;"05/17/2017";"11/17/2017";"Nondisciplinary Corrective Action"
529236;"07/13/2017";"01/13/2018";"Nondisciplinary Corrective Action"
529236;"11/10/2014";"05/10/2015";"Nondisciplinary Corrective Action"
529236;"10/03/2012";"10/03/2014";"Probation"
529236;"10/03/2012";"11/02/2012";"Civil Penalty"
529236;"03/14/2011";"03/14/2012";"Probation"
529236;"02/13/2009";"03/14/2011";"-Licensing Agreement"
529236;"07/21/2008";"01/21/2010";"Probation"
529236;"04/10/2009";"05/09/2009";"Civil Penalty"
529236;"07/21/2008";"08/21/2008";"Civil Penalty"
583473;"01/28/2013";"07/28/2013";"Nondisciplinary Corrective Action"
412410;"11/08/2016";"05/08/2017";"-Licensing Agreement"
412410;"06/01/2015";"07/26/2015";"Civil Penalty"
412410;"08/18/2010";"02/18/2011";"Nondisciplinary Corrective Action"
575042;"08/04/2016";"02/04/2017";"Nondisciplinary Corrective Action"
575042;"12/10/2014";"06/10/2015";"Nondisciplinary Corrective Action"
406624;"12/12/2008";"06/12/2009";"Nondisciplinary Corrective Action"
407147;"11/17/2017";"05/17/2018";"Nondisciplinary Corrective Action"
759677;"10/05/2017";"04/05/2018";"Nondisciplinary Corrective Action"
665678;"10/09/2018";"04/09/2019";"Nondisciplinary Corrective Action"
509971;"02/13/2018";"08/13/2018";"-Licensing Agreement"
683958;"04/17/2015";"05/17/2015";"Civil Penalty"
404391;"03/21/2017";"05/23/2017";"-Licensing Agreement"
404391;"03/25/2008";"09/25/2008";"Probation"
405884;"04/04/2018";"04/04/2019";"Probation"
405884;"03/24/2017";"04/24/2017";"Civil Penalty"
405884;"12/20/2007";"01/18/2008";"Civil Penalty"
405884;"06/20/2007";"12/20/2007";"Nondisciplinary Corrective Action"
405884;"09/14/2007";"10/13/2007";"Civil Penalty"
757054;"04/27/2015";"05/27/2015";"Civil Penalty"
404322;"07/27/2017";"08/28/2017";"-Licensing Agreement"
404322;"07/01/2005";"01/01/2006";"Nondisciplinary Corrective Action"
