"OBJECTID";"Provider OBJECTID";"Type";"Visit Date";"Label";"URL"
2168;450;"Compliance Review";"09-17-2018";"09/18/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=433741&provider_action_date_of_visit=2018-09-18"
2167;450;"Compliance Review";"11-05-2019";"11/06/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=433741&provider_action_date_of_visit=2019-11-06"
2433;503;"Compliance Review";"01-24-2017";"01/25/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2017-01-25"
2425;503;"Compliance Review";"12-11-2019";"12/12/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2019-12-12"
2428;503;"Compliance Review";"10-01-2019";"10/02/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2019-10-02"
2429;503;"Compliance Review";"08-28-2019";"08/29/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2019-08-29"
2424;503;"Compliance Review";"12-16-2019";"12/17/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2019-12-17"
2434;503;"Compliance Review";"12-22-2015";"12/23/2015";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2015-12-23"
2430;503;"Compliance Review";"12-17-2018";"12/18/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2018-12-18"
2421;503;"Compliance Review";"10-01-2020";"10/02/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2020-10-02"
2422;503;"Compliance Review";"09-29-2020";"09/30/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2020-09-30"
2432;503;"Compliance Review";"01-21-2018";"01/22/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2018-01-22"
2423;503;"Compliance Review";"02-18-2020";"02/19/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2020-02-19"
2420;503;"Compliance Review";"10-11-2020";"10/12/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2020-10-12"
2431;503;"Compliance Review";"03-12-2018";"03/13/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2018-03-13"
2426;503;"Compliance Review";"11-13-2019";"11/14/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2019-11-14"
2427;503;"Compliance Review";"10-03-2019";"10/04/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=507800&provider_action_date_of_visit=2019-10-04"
4399;861;"Compliance Review";"08-15-2017";"08/16/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=1223206&provider_action_date_of_visit=2017-08-16"
4397;861;"Compliance Review";"08-18-2019";"08/19/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=1223206&provider_action_date_of_visit=2019-08-19"
4398;861;"Compliance Review";"08-23-2018";"08/24/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=1223206&provider_action_date_of_visit=2018-08-24"
4400;861;"Compliance Review";"08-30-2016";"08/31/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=1223206&provider_action_date_of_visit=2016-08-31"
4401;861;"Compliance Review";"02-21-2016";"02/22/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=1223206&provider_action_date_of_visit=2016-02-22"
197;37;"Compliance Review";"04-11-2016";"04/12/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27753&provider_action_date_of_visit=2016-04-12"
196;37;"Compliance Review";"04-03-2017";"04/04/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27753&provider_action_date_of_visit=2017-04-04"
195;37;"Compliance Review";"04-03-2018";"04/04/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27753&provider_action_date_of_visit=2018-04-04"
194;37;"Compliance Review";"05-01-2019";"05/02/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27753&provider_action_date_of_visit=2019-05-02"
291;55;"Compliance Review";"07-22-2019";"07/23/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=28036&provider_action_date_of_visit=2019-07-23"
292;55;"Compliance Review";"08-07-2018";"08/08/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=28036&provider_action_date_of_visit=2018-08-08"
505;101;"Compliance Review";"10-14-2018";"10/15/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=28562&provider_action_date_of_visit=2018-10-15"
504;101;"Compliance Review";"10-22-2018";"10/23/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=28562&provider_action_date_of_visit=2018-10-23"
503;101;"Compliance Review";"10-09-2019";"10/10/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=28562&provider_action_date_of_visit=2019-10-10"
1078;224;"Compliance Review";"01-14-2019";"01/15/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=74617&provider_action_date_of_visit=2019-01-15"
1077;224;"Compliance Review";"01-28-2020";"01/29/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=74617&provider_action_date_of_visit=2020-01-29"
1464;315;"Compliance Review";"02-11-2020";"02/12/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=201263&provider_action_date_of_visit=2020-02-12"
1468;315;"Compliance Review";"08-01-2018";"08/02/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=201263&provider_action_date_of_visit=2018-08-02"
1465;315;"Compliance Review";"02-13-2019";"02/14/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=201263&provider_action_date_of_visit=2019-02-14"
1469;315;"Compliance Review";"01-30-2017";"01/31/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=201263&provider_action_date_of_visit=2017-01-31"
1463;315;"Compliance Review";"09-15-2020";"09/16/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=201263&provider_action_date_of_visit=2020-09-16"
1466;315;"Compliance Review";"08-20-2018";"08/21/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=201263&provider_action_date_of_visit=2018-08-21"
1467;315;"Compliance Review";"08-06-2018";"08/07/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=201263&provider_action_date_of_visit=2018-08-07"
1966;412;"Compliance Review";"12-15-2019";"12/16/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2019-12-16"
1976;412;"Compliance Review";"08-26-2019";"08/27/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2019-08-27"
1970;412;"Compliance Review";"10-16-2019";"10/17/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2019-10-17"
1980;412;"Compliance Review";"09-06-2017";"09/07/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2017-09-07"
1968;412;"Compliance Review";"12-08-2019";"12/09/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2019-12-09"
1977;412;"Compliance Review";"08-14-2019";"08/15/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2019-08-15"
1974;412;"Compliance Review";"09-29-2019";"09/30/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2019-09-30"
1956;412;"Compliance Review";"09-22-2020";"09/23/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2020-09-23"
1972;412;"Compliance Review";"10-07-2019";"10/08/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2019-10-08"
1962;412;"Compliance Review";"01-23-2020";"01/24/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2020-01-24"
1978;412;"Compliance Review";"09-04-2018";"09/05/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2018-09-05"
1964;412;"Compliance Review";"01-01-2020";"01/02/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2020-01-02"
1975;412;"Compliance Review";"09-24-2019";"09/25/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2019-09-25"
1961;412;"Compliance Review";"02-06-2020";"02/07/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2020-02-07"
1981;412;"Compliance Review";"09-12-2016";"09/13/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2016-09-13"
1957;412;"Compliance Review";"03-05-2020";"03/06/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2020-03-06"
1958;412;"Compliance Review";"02-26-2020";"02/27/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2020-02-27"
1965;412;"Compliance Review";"12-19-2019";"12/20/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2019-12-20"
1973;412;"Compliance Review";"10-02-2019";"10/03/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2019-10-03"
1963;412;"Compliance Review";"01-15-2020";"01/16/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2020-01-16"
1969;412;"Compliance Review";"10-22-2019";"10/23/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2019-10-23"
1960;412;"Compliance Review";"02-18-2020";"02/19/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2020-02-19"
1971;412;"Compliance Review";"10-13-2019";"10/14/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2019-10-14"
1959;412;"Compliance Review";"02-23-2020";"02/24/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2020-02-24"
1979;412;"Compliance Review";"08-16-2018";"08/17/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2018-08-17"
1967;412;"Compliance Review";"12-11-2019";"12/12/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=378691&provider_action_date_of_visit=2019-12-12"
2246;468;"Compliance Review";"07-25-2016";"07/26/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=466715&provider_action_date_of_visit=2016-07-26"
2245;468;"Compliance Review";"07-10-2017";"07/11/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=466715&provider_action_date_of_visit=2017-07-11"
2243;468;"Compliance Review";"07-22-2019";"07/23/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=466715&provider_action_date_of_visit=2019-07-23"
2244;468;"Compliance Review";"08-07-2018";"08/08/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=466715&provider_action_date_of_visit=2018-08-08"
2335;486;"Compliance Review";"02-24-2016";"02/25/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=493615&provider_action_date_of_visit=2016-02-25"
2334;486;"Compliance Review";"02-20-2017";"02/21/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=493615&provider_action_date_of_visit=2017-02-21"
2333;486;"Compliance Review";"02-18-2019";"02/19/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=493615&provider_action_date_of_visit=2019-02-19"
2794;574;"Compliance Review";"10-04-2017";"10/05/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=593956&provider_action_date_of_visit=2017-10-05"
2792;574;"Compliance Review";"12-09-2018";"12/10/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=593956&provider_action_date_of_visit=2018-12-10"
2793;574;"Compliance Review";"10-08-2018";"10/09/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=593956&provider_action_date_of_visit=2018-10-09"
2791;574;"Compliance Review";"10-16-2019";"10/17/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=593956&provider_action_date_of_visit=2019-10-17"
2894;590;"Compliance Review";"04-14-2016";"04/15/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=631348&provider_action_date_of_visit=2016-04-15"
2891;590;"Compliance Review";"04-21-2019";"04/22/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=631348&provider_action_date_of_visit=2019-04-22"
2892;590;"Compliance Review";"03-31-2019";"04/01/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=631348&provider_action_date_of_visit=2019-04-01"
2893;590;"Compliance Review";"04-09-2018";"04/10/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=631348&provider_action_date_of_visit=2018-04-10"
2896;591;"Compliance Review";"01-07-2019";"01/08/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=638013&provider_action_date_of_visit=2019-01-08"
2897;591;"Compliance Review";"11-30-2017";"12/01/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=638013&provider_action_date_of_visit=2017-12-01"
2895;591;"Compliance Review";"12-12-2019";"12/13/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=638013&provider_action_date_of_visit=2019-12-13"
2898;591;"Compliance Review";"11-30-2015";"12/01/2015";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=638013&provider_action_date_of_visit=2015-12-01"
3546;721;"Compliance Review";"10-09-2018";"10/10/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=864346&provider_action_date_of_visit=2018-10-10"
3548;721;"Compliance Review";"06-16-2016";"06/17/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=864346&provider_action_date_of_visit=2016-06-17"
3547;721;"Compliance Review";"10-04-2017";"10/05/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=864346&provider_action_date_of_visit=2017-10-05"
3545;721;"Compliance Review";"09-22-2019";"09/23/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=864346&provider_action_date_of_visit=2019-09-23"
3664;743;"Compliance Review";"07-17-2018";"07/18/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=916267&provider_action_date_of_visit=2018-07-18"
3666;743;"Compliance Review";"07-20-2016";"07/21/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=916267&provider_action_date_of_visit=2016-07-21"
3663;743;"Compliance Review";"07-09-2019";"07/10/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=916267&provider_action_date_of_visit=2019-07-10"
3665;743;"Compliance Review";"07-10-2017";"07/11/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=916267&provider_action_date_of_visit=2017-07-11"
4099;814;"Compliance Review";"01-07-2019";"01/08/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=1106235&provider_action_date_of_visit=2019-01-08"
4098;814;"Compliance Review";"12-11-2019";"12/12/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=1106235&provider_action_date_of_visit=2019-12-12"
259;48;"Compliance Review";"06-20-2018";"06/21/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27923&provider_action_date_of_visit=2018-06-21"
260;48;"Compliance Review";"06-05-2017";"06/06/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27923&provider_action_date_of_visit=2017-06-06"
261;48;"Compliance Review";"06-06-2016";"06/07/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27923&provider_action_date_of_visit=2016-06-07"
258;48;"Compliance Review";"06-24-2019";"06/25/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27923&provider_action_date_of_visit=2019-06-25"
263;49;"Compliance Review";"01-07-2019";"01/08/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27929&provider_action_date_of_visit=2019-01-08"
265;49;"Compliance Review";"01-30-2017";"01/31/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27929&provider_action_date_of_visit=2017-01-31"
262;49;"Compliance Review";"01-23-2020";"01/24/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27929&provider_action_date_of_visit=2020-01-24"
266;49;"Compliance Review";"02-02-2016";"02/03/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27929&provider_action_date_of_visit=2016-02-03"
264;49;"Compliance Review";"02-05-2018";"02/06/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27929&provider_action_date_of_visit=2018-02-06"
657;131;"Compliance Review";"04-15-2019";"04/16/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=29079&provider_action_date_of_visit=2019-04-16"
658;131;"Compliance Review";"04-17-2018";"04/18/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=29079&provider_action_date_of_visit=2018-04-18"
660;131;"Compliance Review";"04-13-2016";"04/14/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=29079&provider_action_date_of_visit=2016-04-14"
652;131;"Compliance Review";"03-08-2020";"03/09/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=29079&provider_action_date_of_visit=2020-03-09"
651;131;"Compliance Review";"07-29-2020";"07/30/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=29079&provider_action_date_of_visit=2020-07-30"
654;131;"Compliance Review";"12-04-2019";"12/05/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=29079&provider_action_date_of_visit=2019-12-05"
655;131;"Compliance Review";"11-05-2019";"11/06/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=29079&provider_action_date_of_visit=2019-11-06"
656;131;"Compliance Review";"08-27-2019";"08/28/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=29079&provider_action_date_of_visit=2019-08-28"
653;131;"Compliance Review";"01-28-2020";"01/29/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=29079&provider_action_date_of_visit=2020-01-29"
659;131;"Compliance Review";"04-17-2017";"04/18/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=29079&provider_action_date_of_visit=2017-04-18"
876;180;"Compliance Review";"10-10-2016";"10/11/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=29786&provider_action_date_of_visit=2016-10-11"
875;180;"Compliance Review";"09-26-2017";"09/27/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=29786&provider_action_date_of_visit=2017-09-27"
874;180;"Compliance Review";"10-07-2018";"10/08/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=29786&provider_action_date_of_visit=2018-10-08"
873;180;"Compliance Review";"09-24-2019";"09/25/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=29786&provider_action_date_of_visit=2019-09-25"
1153;242;"Compliance Review";"02-22-2016";"02/23/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=95066&provider_action_date_of_visit=2016-02-23"
1151;242;"Compliance Review";"03-05-2018";"03/06/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=95066&provider_action_date_of_visit=2018-03-06"
1149;242;"Compliance Review";"02-24-2020";"02/25/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=95066&provider_action_date_of_visit=2020-02-25"
1148;242;"Compliance Review";"03-01-2020";"03/02/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=95066&provider_action_date_of_visit=2020-03-02"
1152;242;"Compliance Review";"02-28-2017";"03/01/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=95066&provider_action_date_of_visit=2017-03-01"
1150;242;"Compliance Review";"02-18-2019";"02/19/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=95066&provider_action_date_of_visit=2019-02-19"
2003;417;"Compliance Review";"02-24-2020";"02/25/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=388754&provider_action_date_of_visit=2020-02-25"
2007;417;"Compliance Review";"08-18-2019";"08/19/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=388754&provider_action_date_of_visit=2019-08-19"
2004;417;"Compliance Review";"12-29-2019";"12/30/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=388754&provider_action_date_of_visit=2019-12-30"
2006;417;"Compliance Review";"10-14-2019";"10/15/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=388754&provider_action_date_of_visit=2019-10-15"
2002;417;"Compliance Review";"09-29-2020";"09/30/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=388754&provider_action_date_of_visit=2020-09-30"
2010;417;"Compliance Review";"10-12-2016";"10/13/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=388754&provider_action_date_of_visit=2016-10-13"
2005;417;"Compliance Review";"12-18-2019";"12/19/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=388754&provider_action_date_of_visit=2019-12-19"
2001;417;"Compliance Review";"10-06-2020";"10/07/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=388754&provider_action_date_of_visit=2020-10-07"
2011;417;"Compliance Review";"11-16-2015";"11/17/2015";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=388754&provider_action_date_of_visit=2015-11-17"
2008;417;"Compliance Review";"10-09-2018";"10/10/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=388754&provider_action_date_of_visit=2018-10-10"
2009;417;"Compliance Review";"10-11-2017";"10/12/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=388754&provider_action_date_of_visit=2017-10-12"
2540;522;"Compliance Review";"08-03-2016";"08/04/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=530947&provider_action_date_of_visit=2016-08-04"
2537;522;"Compliance Review";"07-24-2019";"07/25/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=530947&provider_action_date_of_visit=2019-07-25"
2539;522;"Compliance Review";"08-02-2017";"08/03/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=530947&provider_action_date_of_visit=2017-08-03"
2538;522;"Compliance Review";"08-20-2018";"08/21/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=530947&provider_action_date_of_visit=2018-08-21"
3553;723;"Compliance Review";"09-26-2019";"09/27/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=868932&provider_action_date_of_visit=2019-09-27"
3555;723;"Compliance Review";"09-13-2017";"09/14/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=868932&provider_action_date_of_visit=2017-09-14"
3554;723;"Compliance Review";"10-03-2018";"10/04/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=868932&provider_action_date_of_visit=2018-10-04"
3556;723;"Compliance Review";"10-05-2016";"10/06/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=868932&provider_action_date_of_visit=2016-10-06"
4636;910;"Compliance Review";"10-08-2019";"10/09/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=1331688&provider_action_date_of_visit=2019-10-09"
427;83;"Compliance Review";"12-11-2019";"12/12/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=28339&provider_action_date_of_visit=2019-12-12"
429;83;"Compliance Review";"01-14-2016";"01/15/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=28339&provider_action_date_of_visit=2016-01-15"
428;83;"Compliance Review";"01-02-2017";"01/03/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=28339&provider_action_date_of_visit=2017-01-03"
1921;405;"Compliance Review";"10-14-2018";"10/15/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=375174&provider_action_date_of_visit=2018-10-15"
1922;405;"Compliance Review";"11-02-2017";"11/03/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=375174&provider_action_date_of_visit=2017-11-03"
1923;405;"Compliance Review";"10-26-2016";"10/27/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=375174&provider_action_date_of_visit=2016-10-27"
1920;405;"Compliance Review";"10-22-2019";"10/23/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=375174&provider_action_date_of_visit=2019-10-23"
2650;543;"Compliance Review";"09-15-2019";"09/16/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=560851&provider_action_date_of_visit=2019-09-16"
2653;543;"Compliance Review";"09-13-2016";"09/14/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=560851&provider_action_date_of_visit=2016-09-14"
2651;543;"Compliance Review";"09-12-2018";"09/13/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=560851&provider_action_date_of_visit=2018-09-13"
2652;543;"Compliance Review";"09-07-2017";"09/08/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=560851&provider_action_date_of_visit=2017-09-08"
3590;730;"Compliance Review";"08-26-2019";"08/27/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=886064&provider_action_date_of_visit=2019-08-27"
3591;730;"Compliance Review";"08-13-2018";"08/14/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=886064&provider_action_date_of_visit=2018-08-14"
3593;730;"Compliance Review";"07-19-2017";"07/20/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=886064&provider_action_date_of_visit=2017-07-20"
3592;730;"Compliance Review";"08-02-2018";"08/03/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=886064&provider_action_date_of_visit=2018-08-03"
3594;730;"Compliance Review";"07-13-2016";"07/14/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=886064&provider_action_date_of_visit=2016-07-14"
1;1;"Compliance Review";"06-09-2016";"06/10/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27390&provider_action_date_of_visit=2016-06-10"
132;25;"Compliance Review";"11-11-2015";"11/12/2015";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27621&provider_action_date_of_visit=2015-11-12"
131;25;"Compliance Review";"10-02-2016";"10/03/2016";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27621&provider_action_date_of_visit=2016-10-03"
128;25;"Compliance Review";"11-24-2019";"11/25/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27621&provider_action_date_of_visit=2019-11-25"
130;25;"Compliance Review";"10-24-2017";"10/25/2017";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27621&provider_action_date_of_visit=2017-10-25"
129;25;"Compliance Review";"10-09-2018";"10/10/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=27621&provider_action_date_of_visit=2018-10-10"
903;186;"Compliance Review";"11-16-2015";"11/17/2015";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=33597&provider_action_date_of_visit=2015-11-17"
899;186;"Compliance Review";"11-24-2019";"11/25/2019";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=33597&provider_action_date_of_visit=2019-11-25"
898;186;"Compliance Review";"01-08-2020";"01/09/2020";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=33597&provider_action_date_of_visit=2020-01-09"
900;186;"Compliance Review";"11-25-2018";"11/26/2018";"https://kids.delaware.gov/occl/compliance-info.shtml?license_number=33597&provider_action_date_of_visit=2018-11-26"
