"provider_id";"date";"stage2_investigation_number";"outcome";"category";"roi_url"
"0011J000017VV6uQAG";" 8/24/2020 ";3079806;" Unfounded ";" Business/Financial ";"https://decl.my.salesforce.com/sfc/p/o0000000IHut/a/1J000000UlSa/wpdTqOhwX2lTRhxUrZjtyxHHN7qtIpY5Oeb5qcyInTQ"
"0011J000017VV6uQAG";" 8/24/2020 ";3079806;" Founded ";" Business/Financial ";"https://decl.my.salesforce.com/sfc/p/o0000000IHut/a/1J000000UlSa/wpdTqOhwX2lTRhxUrZjtyxHHN7qtIpY5Oeb5qcyInTQ"
"0011J000017VV6uQAG";" 8/24/2020 ";3079806;" Unfounded ";" Other ";"https://decl.my.salesforce.com/sfc/p/o0000000IHut/a/1J000000UlSa/wpdTqOhwX2lTRhxUrZjtyxHHN7qtIpY5Oeb5qcyInTQ"
"0011J000017VV6uQAG";" 8/24/2020 ";3079806;" Unfounded ";" Other ";"https://decl.my.salesforce.com/sfc/p/o0000000IHut/a/1J000000UlSa/wpdTqOhwX2lTRhxUrZjtyxHHN7qtIpY5Oeb5qcyInTQ"
"0011J000017VV6uQAG";" 8/24/2020 ";3076747;" Unfounded ";" Harsh Treatment ";"https://decl.my.salesforce.com/sfc/p/o0000000IHut/a/1J000000UlSf/VttNAddpm7NAPKQ8WBZ7jfwpRQeRcDPSw3Qz0R9GwQk"
"0011J000017VV6uQAG";" 8/24/2020 ";3076747;" Founded ";" Business/Financial ";"https://decl.my.salesforce.com/sfc/p/o0000000IHut/a/1J000000UlSf/VttNAddpm7NAPKQ8WBZ7jfwpRQeRcDPSw3Qz0R9GwQk"
"0011J000017VV6uQAG";" 8/24/2020 ";3076747;" Unfounded ";" Facility Condition/safety ";"https://decl.my.salesforce.com/sfc/p/o0000000IHut/a/1J000000UlSf/VttNAddpm7NAPKQ8WBZ7jfwpRQeRcDPSw3Qz0R9GwQk"
"0011J000017VV6uQAG";" 8/24/2020 ";3076747;" Unfounded ";" Business/Financial ";"https://decl.my.salesforce.com/sfc/p/o0000000IHut/a/1J000000UlSf/VttNAddpm7NAPKQ8WBZ7jfwpRQeRcDPSw3Qz0R9GwQk"
"0011J000017VV6uQAG";" 8/24/2020 ";3076747;" Unfounded ";" Other ";"https://decl.my.salesforce.com/sfc/p/o0000000IHut/a/1J000000UlSf/VttNAddpm7NAPKQ8WBZ7jfwpRQeRcDPSw3Qz0R9GwQk"
"0011J000017VV6vQAG";" 7/24/2018 ";2862804;" Founded ";" Business/Financial ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MTmx/ME71evGh.p8uU0yFFJFRsepr1.dmi.6bzDLxnd5CY1g"
"0011J000017VV6vQAG";" 7/24/2018 ";2862804;" Founded ";" Food/Nutrition ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MTmx/ME71evGh.p8uU0yFFJFRsepr1.dmi.6bzDLxnd5CY1g"
"0011J00001A5fkWQAR";" 2/1/2019 ";2911805;" Unfounded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfym/MAOaY5JgqgLnv8J50sTNac7PBzQK9FiNgnbkt_nslhs"
"0011J00001A5fkWQAR";" 2/1/2019 ";2911805;" Founded ";" Staff Qualifications ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfym/MAOaY5JgqgLnv8J50sTNac7PBzQK9FiNgnbkt_nslhs"
"0011J00001A5fkWQAR";" 2/1/2019 ";2911805;" Founded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfym/MAOaY5JgqgLnv8J50sTNac7PBzQK9FiNgnbkt_nslhs"
"0011J00001A5fkWQAR";" 2/1/2019 ";2911805;" Founded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfym/MAOaY5JgqgLnv8J50sTNac7PBzQK9FiNgnbkt_nslhs"
"0011J00001A6OEvQAN";" 10/28/2020 ";3060961;" Founded ";" Lack of Supervision ";
"0011J00001A6OEvQAN";" 10/28/2020 ";3060961;" Unfounded ";" Other ";
"0011J00001A6OEvQAN";" 10/28/2020 ";3060961;" Founded ";" Other ";
"0011J00001A6OEvQAN";" 10/28/2020 ";3060961;" Founded ";" Staff to Child Ratio ";
"0011J00001A6OF6QAN";" 8/30/2019 ";2978492;" Unfounded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xek5/BUBGqdz5nrPuUE3N6Qsyc1MiiM56e1n.XpsQsVdNB9A"
"0011J00001CPbSRQA1";" 1/2/2019 ";2888278;" Founded ";" Food/Nutrition ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Mnzx/OOjXOQySrgtRdfl89TFyaDfVadWfZYtfZnjcj2iyK6c"
"0011J00001CPbSRQA1";" 1/2/2019 ";2888278;" Unfounded ";" Food/Nutrition ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Mnzx/OOjXOQySrgtRdfl89TFyaDfVadWfZYtfZnjcj2iyK6c"
"0011J00001CPbSRQA1";" 1/2/2019 ";2888278;" Founded ";" Staff Qualifications ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Mnzx/OOjXOQySrgtRdfl89TFyaDfVadWfZYtfZnjcj2iyK6c"
"0011J00001CPbSRQA1";" 3/29/2018 ";2813200;" Founded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MJDJ/MzXWtDOvYGaG8kIt7IlSUtEkdy0cNxQkHKhqdnpR7rs"
"0011J00001CPbSRQA1";" 3/29/2018 ";2813200;" Founded ";" Staff Qualifications ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MJDJ/MzXWtDOvYGaG8kIt7IlSUtEkdy0cNxQkHKhqdnpR7rs"
"0011J00001CPbSRQA1";" 3/14/2018 ";2807557;" Unfounded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MN3c/MC0KNshYRQRPo7FzYyfhNrjPXmTXBPwn8l_a7MuJyKk"
"0011J00001CPmSwQAL";" 9/3/2019 ";2979892;" Founded ";" Business/Financial ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfde/ZXBFGK0PvG7KO7wyJXRVu98a0sUw.KnwXY.UpTpQx6E"
"0011J00001CPmSwQAL";" 9/3/2019 ";2979892;;" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfde/ZXBFGK0PvG7KO7wyJXRVu98a0sUw.KnwXY.UpTpQx6E"
"0011J00001CPmSwQAL";" 9/3/2019 ";2979892;" Founded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfde/ZXBFGK0PvG7KO7wyJXRVu98a0sUw.KnwXY.UpTpQx6E"
"0011J00001CPmSwQAL";" 9/3/2019 ";2979892;" Founded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfde/ZXBFGK0PvG7KO7wyJXRVu98a0sUw.KnwXY.UpTpQx6E"
"0011J00001CPmSwQAL";" 9/3/2019 ";2979892;" Unfounded ";" Food/Nutrition ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfde/ZXBFGK0PvG7KO7wyJXRVu98a0sUw.KnwXY.UpTpQx6E"
"0011J00001CPmSwQAL";" 9/3/2019 ";2979892;" Unfounded ";" Staff Qualifications ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfde/ZXBFGK0PvG7KO7wyJXRVu98a0sUw.KnwXY.UpTpQx6E"
"0011J00001CPmSwQAL";" 9/3/2019 ";2979892;" Founded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfde/ZXBFGK0PvG7KO7wyJXRVu98a0sUw.KnwXY.UpTpQx6E"
"0011J00001CPmSwQAL";" 9/3/2019 ";2979892;" Founded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfde/ZXBFGK0PvG7KO7wyJXRVu98a0sUw.KnwXY.UpTpQx6E"
"0011J00001CPmSwQAL";" 9/3/2019 ";2979892;" Founded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfde/ZXBFGK0PvG7KO7wyJXRVu98a0sUw.KnwXY.UpTpQx6E"
"0011J00001CPmSwQAL";" 9/3/2019 ";2979892;" Founded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfde/ZXBFGK0PvG7KO7wyJXRVu98a0sUw.KnwXY.UpTpQx6E"
"0011J00001CPmSwQAL";" 9/3/2019 ";2979892;" Unfounded ";" Business/Financial ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfde/ZXBFGK0PvG7KO7wyJXRVu98a0sUw.KnwXY.UpTpQx6E"
"0011J00001CPmSwQAL";" 9/3/2019 ";2979892;" Founded ";" Staff to Child Ratio ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfde/ZXBFGK0PvG7KO7wyJXRVu98a0sUw.KnwXY.UpTpQx6E"
"0011J00001CPmSwQAL";" 9/3/2019 ";2979892;" Unfounded ";" Sleep/Napping Requirements ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Xfde/ZXBFGK0PvG7KO7wyJXRVu98a0sUw.KnwXY.UpTpQx6E"
"0011J00001CPoxwQAD";" 5/18/2020 ";2121;" Unfounded ";" Discipline ";
"0011J00001CPoxwQAD";" 5/18/2020 ";2121;" Founded ";" Business/Financial ";
"0011J00001CPoxwQAD";" 5/14/2020 ";90909;" Unfounded ";" Business/Financial ";
"0011J00001CPoxwQAD";" 5/14/2020 ";90909;" Unfounded ";" Discipline ";
"0011J00001CPoxwQAD";" 5/14/2020 ";90909;" Unfounded ";" Food/Nutrition ";
"0011J00001CPoxwQAD";" 5/14/2020 ";90909;" Unfounded ";" Staff Qualifications ";
"0011J00001CPoxwQAD";" 11/15/2018 ";2222222222222222;" Founded ";" Business/Financial ";
"0011J00001CPoxwQAD";" 11/15/2018 ";2222222222222222;" Founded ";" Discipline ";
"0011J00001CPoxwQAD";" 11/15/2018 ";2222222222222222;" Founded ";" Harsh Treatment ";
"0011J00001CPoxwQAD";" 11/15/2018 ";2222222222222222;" Unfounded ";" Facility Condition/safety ";
"0011J00001EoNLLQA3";" 6/10/2020 ";3056204;" Founded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Ui2Z/3.IJd6vTtMR4vDJnBA22VRv9MWjZT0Sabv1IPk8WQRU"
"0011J00001IEQ6eQAH";" 11/16/2020 ";3098870;" Unfounded ";" Business/Financial ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Uq8f/5mNqykW8IdqrbKf6F_sTHGXnd1_yH7RXCCA5dv1velQ"
"0011J00001IEQ6eQAH";" 11/16/2020 ";3098870;" Unfounded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Uq8f/5mNqykW8IdqrbKf6F_sTHGXnd1_yH7RXCCA5dv1velQ"
"0011J00001IEQ6eQAH";" 11/16/2020 ";3098870;" Unfounded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Uq8f/5mNqykW8IdqrbKf6F_sTHGXnd1_yH7RXCCA5dv1velQ"
"0011J00001IEQ6eQAH";" 9/11/2020 ";3092793;" Unfounded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Uoiq/cOJau0g10Xr67CTsHPT._Cmaf.GVNQmdXvDD6l8azDE"
"0011J00001IEQ6eQAH";" 9/11/2020 ";3092793;" Unfounded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Uoiq/cOJau0g10Xr67CTsHPT._Cmaf.GVNQmdXvDD6l8azDE"
"0011J00001IEQ6eQAH";" 9/11/2020 ";3092793;" Unfounded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Uoiq/cOJau0g10Xr67CTsHPT._Cmaf.GVNQmdXvDD6l8azDE"
"0011J00001IEQ6eQAH";" 6/25/2020 ";3069274;" Unfounded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UhTj/1mSK.cNW.rZ_qjxV257CUSD05Msz24QL5bhQ2pi2CIs"
"0011J00001IEQ6eQAH";" 6/25/2020 ";3069274;" Unfounded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UhTj/1mSK.cNW.rZ_qjxV257CUSD05Msz24QL5bhQ2pi2CIs"
"0011J00001IEQ6eQAH";" 6/25/2020 ";3069274;" Unfounded ";" Staff to Child Ratio ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UhTj/1mSK.cNW.rZ_qjxV257CUSD05Msz24QL5bhQ2pi2CIs"
"0011J00001IEQ6eQAH";" 6/25/2020 ";3069274;" Unfounded ";" Staff Qualifications ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UhTj/1mSK.cNW.rZ_qjxV257CUSD05Msz24QL5bhQ2pi2CIs"
"001o000000JBEDQAA5";" 3/1/2018 ";2812307;" Founded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MoUM/eMILUGZGdi_zW.1oHdhylVG0IrWZW7v9gfJm8Y9pWtw"
"001o000000JBEDQAA5";" 3/1/2018 ";2812307;" Unfounded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MoUM/eMILUGZGdi_zW.1oHdhylVG0IrWZW7v9gfJm8Y9pWtw"
"001o000000JBEDQAA5";" 3/1/2018 ";2812307;" Founded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MoUM/eMILUGZGdi_zW.1oHdhylVG0IrWZW7v9gfJm8Y9pWtw"
"001o000000JBEEGAA5";" 6/16/2020 ";3054311;" Unfounded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UhLV/f26czmpyInIU_iFS4flHHAF1d3qYKXBdA1YtTPYLVxQ"
"001o000000JBEEGAA5";" 6/16/2020 ";3054311;" Unfounded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UhLV/f26czmpyInIU_iFS4flHHAF1d3qYKXBdA1YtTPYLVxQ"
"001o000000JBEEGAA5";" 6/16/2020 ";3054311;" Unfounded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UhLV/f26czmpyInIU_iFS4flHHAF1d3qYKXBdA1YtTPYLVxQ"
"001o000000JBEEGAA5";" 6/16/2020 ";3054311;" Unfounded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UhLV/f26czmpyInIU_iFS4flHHAF1d3qYKXBdA1YtTPYLVxQ"
"001o000000JBEEGAA5";" 6/16/2020 ";3054311;" Unfounded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UhLV/f26czmpyInIU_iFS4flHHAF1d3qYKXBdA1YtTPYLVxQ"
"001o000000JBEEGAA5";" 6/16/2020 ";3054311;" Unfounded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UhLV/f26czmpyInIU_iFS4flHHAF1d3qYKXBdA1YtTPYLVxQ"
"001o000000JBEEGAA5";" 6/16/2020 ";3054311;" Unfounded ";" Facility Condition/safety ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UhLV/f26czmpyInIU_iFS4flHHAF1d3qYKXBdA1YtTPYLVxQ"
"001o000000JBEEGAA5";" 6/16/2020 ";3054311;" Unfounded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000UhLV/f26czmpyInIU_iFS4flHHAF1d3qYKXBdA1YtTPYLVxQ"
"001o000000JBEEgAAP";" 5/8/2018 ";2827842;" Unfounded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MQds/y5il9pwnyZFTof7XCcfkq6vJ9PLOiJTeCpoo0flUZcY"
"001o000000JBEErAAP";" 12/12/2019 ";3015193;" Unfounded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AZFK/B4GA2kXZF6niBUpyuGEDOtvvzqZdhcgTRcSXvnxdekY"
"001o000000JBEErAAP";" 12/12/2019 ";3015193;" Unfounded ";" Business/Financial ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AZFK/B4GA2kXZF6niBUpyuGEDOtvvzqZdhcgTRcSXvnxdekY"
"001o000000JBEErAAP";" 12/12/2019 ";3015193;" Unfounded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AZFK/B4GA2kXZF6niBUpyuGEDOtvvzqZdhcgTRcSXvnxdekY"
"001o000000JBEErAAP";" 8/27/2018 ";2862195;" Unfounded ";" Business/Financial ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MWrv/jbX1.XgI_u4vBEWeN4QHOLTcrxgVetDDLm2scY8WGHo"
"001o000000JBEErAAP";" 8/27/2018 ";2862195;" Founded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MWrv/jbX1.XgI_u4vBEWeN4QHOLTcrxgVetDDLm2scY8WGHo"
"001o000000JBEErAAP";" 8/6/2018 ";2859003;" Founded ";" Staff to Child Ratio ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MVEx/smwW7lPs9.RzFVteRgZy58OmaxWApZ9QmGBiTz6RGuo"
"001o000000JBEErAAP";" 8/6/2018 ";2859003;" Founded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MVEx/smwW7lPs9.RzFVteRgZy58OmaxWApZ9QmGBiTz6RGuo"
"001o000000JBEErAAP";" 8/6/2018 ";2859003;" Founded ";" Sleep/Napping Requirements ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MVEx/smwW7lPs9.RzFVteRgZy58OmaxWApZ9QmGBiTz6RGuo"
"001o000000JBEErAAP";" 8/6/2018 ";2859003;" Unfounded ";" Drugs or Alcohol ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MVEx/smwW7lPs9.RzFVteRgZy58OmaxWApZ9QmGBiTz6RGuo"
"001o000000JBEErAAP";" 8/6/2018 ";2859003;" Founded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MVEx/smwW7lPs9.RzFVteRgZy58OmaxWApZ9QmGBiTz6RGuo"
"001o000000JBEErAAP";" 8/6/2018 ";2859003;" Founded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MVEx/smwW7lPs9.RzFVteRgZy58OmaxWApZ9QmGBiTz6RGuo"
"001o000000JBEExAAP";" 5/29/2018 ";2831710;;;"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MRiA/PDj_NF1nQCCWsMtlCv2vXf4KZquho4LClMmm6auegYc"
"001o000000JBEF6AAP";" 4/8/2019 ";2932509;" Unfounded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MmcE/owl32aJhILG1II1lR.5YrG7D4maOEdj57G1ZE9a6H3A"
"001o000000JBEF6AAP";" 4/8/2019 ";2932509;" Unfounded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MmcE/owl32aJhILG1II1lR.5YrG7D4maOEdj57G1ZE9a6H3A"
"001o000000JBEF6AAP";" 4/8/2019 ";2932509;" Unfounded ";" Staff to Child Ratio ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MmcE/owl32aJhILG1II1lR.5YrG7D4maOEdj57G1ZE9a6H3A"
"001o000000JBEF7AAP";" 12/3/2019 ";3004660;" Founded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AYBR/SgeUa0XJfgjJ1ZnqOEY2KoDDuwd75EFOeEZeI0nNppk"
"001o000000JBEF7AAP";" 12/3/2019 ";3004660;" Founded ";" Discipline ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AYBR/SgeUa0XJfgjJ1ZnqOEY2KoDDuwd75EFOeEZeI0nNppk"
"001o000000JBEF7AAP";" 9/17/2018 ";2869076;" Founded ";" Staff Qualifications ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MYiq/scw67LkxNaZdB1BcHhF3djFk12o1Zs.3ehgO0RiJT.g"
"001o000000JBEF7AAP";" 9/17/2018 ";2869076;" Founded ";" Staff Qualifications ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MYiq/scw67LkxNaZdB1BcHhF3djFk12o1Zs.3ehgO0RiJT.g"
"001o000000JBEF9AAP";" 7/17/2019 ";2965606;" Founded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Mrv6/gGHL2zqt7zvtFktnCnDkeXe13bgeoeh.eertq4F58JU"
"001o000000JBEF9AAP";" 7/17/2019 ";2965606;" Unfounded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Mrv6/gGHL2zqt7zvtFktnCnDkeXe13bgeoeh.eertq4F58JU"
"001o000000JBEF9AAP";" 12/3/2018 ";2888245;" Unfounded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Mf9o/VpgQf1cJLipJWcekpPbRhQPuhYA0u.uBmYW_50F_Ke0"
"001o000000JBEF9AAP";" 12/3/2018 ";2888245;" Unfounded ";" Staff Qualifications ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Mf9o/VpgQf1cJLipJWcekpPbRhQPuhYA0u.uBmYW_50F_Ke0"
"001o000000JBEFGAA5";" 5/1/2018 ";2821439;" Founded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MOKF/PgNaVcAbvbXJvWnTtUyO3OIVjiBWBK1u1g6HyZ9w8Nw"
"001o000000JBEFGAA5";" 5/1/2018 ";2821439;" Founded ";" Staff to Child Ratio ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MOKF/PgNaVcAbvbXJvWnTtUyO3OIVjiBWBK1u1g6HyZ9w8Nw"
"001o000000JBEFLAA5";" 6/4/2019 ";2953416;" Unfounded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MpPc/lDaE4z.Zj9Qm4ZnyQqPdpKt3tYyCpmz6YdAFfzAvI_4"
"001o000000JBEFLAA5";" 3/28/2018 ";2829007;;;"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000MJSi/5s7I0i8WAqEucYD9HbsbWk5T6SC_CwZfmR1SL385eiI"
"001o000000JBEFYAA5";" 6/10/2019 ";2951800;" Founded ";" Business/Financial ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Mpku/mPCmUYHzwGqWuBatIyh8a1ZhaL9t.od4jUGzNKUT_Go"
"001o000000JBEFYAA5";" 6/10/2019 ";2951800;" Unfounded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Mpku/mPCmUYHzwGqWuBatIyh8a1ZhaL9t.od4jUGzNKUT_Go"
"001o000000JBEGDAA5";" 2/27/2020 ";3036419;" Unfounded ";" Staff to Child Ratio ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AdGz/Ll8xuNSImsYaq8iXsnNHC1DQByU60dhPGK0VWB4NEqU"
"001o000000JBEGDAA5";" 2/27/2020 ";3036419;" Unfounded ";" Lack of Supervision ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AdGz/Ll8xuNSImsYaq8iXsnNHC1DQByU60dhPGK0VWB4NEqU"
"001o000000JBEGDAA5";" 2/27/2020 ";3036419;" Founded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AdGz/Ll8xuNSImsYaq8iXsnNHC1DQByU60dhPGK0VWB4NEqU"
"001o000000JBEGDAA5";" 2/27/2020 ";3036419;" Unfounded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AdGz/Ll8xuNSImsYaq8iXsnNHC1DQByU60dhPGK0VWB4NEqU"
"001o000000JBEGDAA5";" 2/27/2020 ";3036419;" Unfounded ";" Business/Financial ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000AdGz/Ll8xuNSImsYaq8iXsnNHC1DQByU60dhPGK0VWB4NEqU"
"001o000000JBEGcAAP";" 2/5/2020 ";3029818;" Unfounded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Ablm/UJE_gtyC5IiUFBpnF8Bwxh49lIHxD9brFVC5cHkQPzE"
"001o000000JBEGcAAP";" 2/5/2020 ";3029818;" Unfounded ";" Other ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000Ablm/UJE_gtyC5IiUFBpnF8Bwxh49lIHxD9brFVC5cHkQPzE"
"001o000000JBEGlAAP";" 10/14/2019 ";2991319;" Founded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000XgBv/pFXUL2L6Vm1hb8Vm8sZR.gUP0PQjwiB7WzYxb_QB4hs"
"001o000000JBEGlAAP";" 10/14/2019 ";2991319;" Founded ";" Discipline ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000XgBv/pFXUL2L6Vm1hb8Vm8sZR.gUP0PQjwiB7WzYxb_QB4hs"
"001o000000JBEGrAAP";" 10/4/2019 ";2987302;" Founded ";" Business/Financial ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000XgAY/hmkIo0Nu3mqJ0.ZEQxah5JVW7C3IGTy4.SmpWl2yALE"
"001o000000JBEGrAAP";" 10/4/2019 ";2987302;" Founded ";" Business/Financial ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000XgAY/hmkIo0Nu3mqJ0.ZEQxah5JVW7C3IGTy4.SmpWl2yALE"
"001o000000JBEGrAAP";" 10/4/2019 ";2987302;" Unfounded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000XgAY/hmkIo0Nu3mqJ0.ZEQxah5JVW7C3IGTy4.SmpWl2yALE"
"001o000000JBEGrAAP";" 10/4/2019 ";2987302;" Unfounded ";" Business/Financial ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000XgAY/hmkIo0Nu3mqJ0.ZEQxah5JVW7C3IGTy4.SmpWl2yALE"
"001o000000JBEGrAAP";" 10/4/2019 ";2987302;" Founded ";" Business/Financial ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000XgAY/hmkIo0Nu3mqJ0.ZEQxah5JVW7C3IGTy4.SmpWl2yALE"
"001o000000JBEGrAAP";" 10/4/2019 ";2987302;" Founded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000XgAY/hmkIo0Nu3mqJ0.ZEQxah5JVW7C3IGTy4.SmpWl2yALE"
"001o000000JBEGrAAP";" 10/4/2019 ";2987302;" Founded ";" Discipline ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000XgAY/hmkIo0Nu3mqJ0.ZEQxah5JVW7C3IGTy4.SmpWl2yALE"
"001o000000JBEGrAAP";" 10/4/2019 ";2987302;" Unfounded ";" Harsh Treatment ";"https://na74.salesforce.com/sfc/p/o0000000IHut/a/1J000000XgAY/hmkIo0Nu3mqJ0.ZEQxah5JVW7C3IGTy4.SmpWl2yALE"
