"ProviderId";"ProviderName";"LocationAddressLine1";"LocationCity";"LocationCountyDescription";"LocationStateDescription";"LocationZipCode5";"PhoneNumber";"ProviderType";"ProviderStatus";"Capacity";"IsSubsidyAccepted";"HoursOfOperationMonday";"HoursOfOperationTuesday";"HoursOfOperationWednesday";"HoursOfOperationThursday";"HoursOfOperationFriday";"HoursOfOperationSaturday";"HoursOfOperationSunday";"NumberOfStars";"IsFoodPermitAvailable";"Infant";"Toddler";"PreSchool";"SchoolAge";"IsAcceditationsAvailable";"Transportation";"IsOngoingProcess";"PartTimeCostInfant1";"FullTimeCostInfant1";"PartTimeCostToddler1";"FullTimeCostToddler1";"PartTimeCostToddler2";"FullTimeCostToddler2";"PartTimeCostPreschool1";"FullTimeCostPreschool1";"PartTimeCostPreschool2";"FullTimeCostPreschool2";"PartTimeCostPreschool3";"FullTimeCostPreschool3";"PartTimeCostSchoolAge1";"FullTimeCostSchoolAge1";"PartTimeCostSchoolAge2";"FullTimeCostSchoolAge2";"NonTraditional";"MailingAddress";"LocationAddress";"IsServingSpecialNeeds";"IsActiveCCAPChildren";"ExpiryDate";"AgeRangeSupported";"ProviderCLRNumber";"LocationAddressLine2"
202925;"Mother Hen @ the Coop";"240 S. Main Street";"Beaver Dam";"OHIO";"KY";42320;2709552020;"Licensed";"APPROVED";49;"Y";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"Y";;"Y";"N";15;25;15;25;15;25;15;25;15;22;15;22;15;20;15;20;"No Information Available";"240 S. Main Street, Beaver Dam, KY, 42320";"240 S. Main Street, Beaver Dam, KY, 42320";"Y";"Y";"12/31/2022";"Infant To School Age";"L384282";
179999;"Mother Hen, LLC";"155 Silver St.";"Beaver Dam";"OHIO";"KY";42320;2709552191;"Licensed";"APPROVED";40;"Y";"6:00 AM - 5:59 AM";"6:00 AM - 5:59 AM";"6:00 AM - 5:59 AM";"6:00 AM - 5:59 AM";"6:00 AM - 5:59 AM";"6:00 AM - 5:59 AM";"6:00 AM - 5:59 AM";1;"Y";"Y";"Y";"Y";"Y";;"N";"N";;25;;25;;25;;25;;25;;23;;20;;20;"Y";"155 Silver St., Beaver Dam, KY, 42320";"155 Silver St., Beaver Dam, KY, 42320";"Y";"Y";"8/31/2023";"Infant To School Age";"L383605";
95;"Logan County Children's Center";"320 Peyton Street";"Russellville";"LOGAN";"KY";42276;2707823162;"Licensed";"APPROVED";97;"Y";"7:30 AM - 3:30 PM";"7:30 AM - 3:30 PM";"7:30 AM - 3:30 PM";"7:30 AM - 3:30 PM";"7:30 AM - 3:30 PM";"No Information Available";"No Information Available";4;"Y";"Y";"Y";"Y";"N";"N";"Y";"N";;34;;34;;34;;32;;32;;32;;;;;"N";"921 Beauty Avenue, Casoky, Bowling Green, KY, 42102";"320 Peyton Street, P O Box 306, Russellville, KY, 42276";"Y";"Y";"6/30/2023";"Infant To Two_To_School";"L350912";"P O Box 306"
1708;"Holly Tree Child Care, LLC";"434 Maple Lane";"Russellville";"LOGAN";"KY";42276;2707258865;"Licensed";"APPROVED";149;"Y";"5:45 AM - 5:30 PM";"5:45 AM - 5:30 PM";"5:45 AM - 5:30 PM";"5:45 AM - 5:30 PM";"5:45 AM - 5:30 PM";"No Information Available";"No Information Available";4;"Y";"N";"Y";"Y";"Y";"N";"N";"N";;;27;29;27;29;26;28;26;28;24;27;24;27;24;27;"N";"434 Maple Lane, Russellville, KY, 42276";"434 Maple Lane, Russellville, KY, 42276";"Y";"Y";"3/31/2023";"Toddler To School_Age";"L356336";
983;"Guiding Light Nursery & PreSchool";"635 E. 5th Street";"Russellville";"LOGAN";"KY";42276;2707264858;"Licensed";"APPROVED";35;"Y";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"No Information Available";"No Information Available";4;"Y";"Y";"Y";"Y";"Y";"N";"N";"N";16;23;16;23;16;22;16;22;16;22;16;16;16;20;16;20;"N";"635 E. 5th Street, Russellville, KY, 42276";"635 E. 5th Street, Russellville, KY, 42276";"Y";"Y";"9/30/2023";"Infant To School Age";"L355061";
202816;"TC Tots Child Care Center";"804 B South Main Street";"Elkton";"TODD";"KY";42220;2702654444;"Licensed";"APPROVED";40;"Y";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"N";;"N";"N";;30;;30;;30;;30;;30;;;;;;;"No Information Available";"804 B South Main Street, Elkton, KY, 42220";"804 B South Main Street, Elkton, KY, 42220";"Y";"Y";"3/31/2023";"Infant To Two_To_School";"L384238";
1133;"Playschool Child Care Center";"215 Moe Lane";"Elkton";"TODD";"KY";42220;2702653888;"Licensed";"APPROVED";83;"Y";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"No Information Available";"No Information Available";4;"Y";"Y";"Y";"Y";"Y";"Y";"N";"N";20;26;20;26;20;26;20;26;20;26;20;26;20;26;20;26;"N";"215 Moe Lane, Elkton, KY, 42220";"215 Moe Lane, Elkton, KY, 42220";"Y";"Y";"1/31/2023";"Infant To School Age";"L355403";
202953;"Mary Hammes";"5349 Buena Vista Rd";"Russellville";"LOGAN";"KY";42276;2708476246;"Certified";"APPROVED";6;"Y";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"No Information Available";"No Information Available";1;;"N";"N";"N";"N";;"N";"N";;30;;29;;29;;29;;27;;27;;27;;27;"No Information Available";"5349 Buena Vista Rd, Russellville, KY, 42276";"5349 Buena Vista Rd, Russellville, KY, 42276";"No Information Available";"Y";"8/31/2024";"No Information Available";"C71145";
1876;"Home Away From Home";"114 Patrick Drive";"Cadiz";"TRIGG";"KY";42211;2708393196;"Licensed";"APPROVED";11;"Y";"6:00 AM - 5:00 PM";"6:00 AM - 5:00 PM";"6:00 AM - 5:00 PM";"6:00 AM - 5:00 PM";"6:00 AM - 5:00 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"Y";"N";"N";"N";20;27;18;25;18;25;18;25;18;25;18;25;18;25;18;25;"N";"114 Patrick Drive, Cadiz, KY, 42211";"114 Patrick Drive, Cadiz, KY, 42211";"Y";"Y";"1/31/2023";"Infant To School Age";"L356535";
66706;"Cadiz Let's Go Play Academy";"130 Lone Oak Drive";"Cadiz";"TRIGG";"KY";42211;2705225437;"Licensed";"APPROVED";126;"Y";"5:30 AM - 11:30 PM";"5:30 AM - 11:30 PM";"5:30 AM - 11:30 PM";"5:30 AM - 11:30 PM";"5:30 AM - 11:30 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"Y";"N";"N";"N";28;30;28;30;28;30;27;29;27;29;27;29;25;28;25;28;"N";"130 A Lone Oak Drive, Cadiz, KY, 42211";"130 Lone Oak Drive, Cadiz, KY, 42211";"N";"Y";"9/30/2023";"Infant To School Age";"L358587";
191107;"Little Lambs Learning Center";"638 Old Hodgenville Rd.";"Greensburg";"GREEN";"KY";42743;2709735448;"Licensed";"APPROVED";83;"Y";"6:00 AM - 5:00 PM";"6:00 AM - 5:00 PM";"6:00 AM - 5:00 PM";"6:00 AM - 5:00 PM";"6:00 AM - 5:00 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"Y";;"N";"N";33;40;33;40;33;40;27;36;27;36;27;36;30;30;30;30;"No Information Available";"638 Old Hodgenville Rd., Greensburg, KY, 42743";"638 Old Hodgenville Rd., Greensburg, KY, 42743";"Y";"Y";"7/31/2023";"Infant To School Age";"L383767";
137178;"Green County Head Start";"100 Kidz Korner";"Greensburg";"GREEN";"KY";42743;2709326618;"Licensed";"APPROVED";40;;"7:15 AM - 1:30 PM";"7:15 AM - 1:30 PM";"7:15 AM - 1:30 PM";"7:15 AM - 1:30 PM";"No Information Available";"No Information Available";"No Information Available";4;"Y";"N";"Y";"Y";"N";;"Y";"N";;;;;;;;;;;;;;;;;"No Information Available";"100 Kidz Korner, Greensburg, KY, 42743";"100 Kidz Korner, Greensburg, KY, 42743";"No Information Available";"N";"3/31/2023";"Toddler To Two_To_School";"L383317";
393;"First Preschool and Daycare";"1400 South Main Street";"Hopkinsville";"CHRISTIAN";"KY";42240;2708851357;"Licensed";"APPROVED";138;"Y";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"No Information Available";"No Information Available";4;"Y";"Y";"Y";"Y";"Y";"N";"Y";"Y";23;26;23;26;21;24;21;24;21;24;21;24;18;21;18;21;"N";"1400 South Main Street, Hopkinsville, KY, 42240";"1400 South Main Street, Hopkinsville, KY, 42240";"Y";"Y";"4/30/2023";"Infant To School Age";"L353532";
2920;"Sinking Fork Elementary Child Care Services";"5005 Princeton Road";"Hopkinsville";"CHRISTIAN";"KY";42240;2708877337;"Licensed";"APPROVED";99;"Y";"2:25 PM - 6:00 PM";"2:25 PM - 6:00 PM";"2:25 PM - 6:00 PM";"2:25 PM - 6:00 PM";"2:25 PM - 6:00 PM";"No Information Available";"No Information Available";2;"Y";"N";"N";"N";"Y";"N";"N";"N";;;;;;;;;;;11;;11;;11;;"N";"5005 Princeton Road, Hopkinsville, KY, 42240";"5005 Princeton Road, Hopkinsville, KY, 42240";"N";"Y";"8/31/2023";"School_Age";"L357780";
2106;"Kidz Academy";"1027 Pyle Lane";"Hopkinsville";"CHRISTIAN";"KY";42240;2707079100;"Licensed";"APPROVED";115;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"Y";"N";"N";"N";;30;;30;;30;;29;;29;;29;;;;;"N";"1027 Pyle Lane, Hopkinsville, KY, 42240";"1027 Pyle Lane, Hopkinsville, KY, 42240";"Y";"Y";"10/31/2023";"Infant To School Age";"L356788";
202695;"Hopkinsville CDC #2";"688-690 North Drive";"Hopkinsville";"CHRISTIAN";"KY";42240;2708855559;"Licensed";"APPROVED";40;;"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"No Information Available";"No Information Available";1;"N";"N";"N";"Y";"N";;"N";"N";;;;;;;;;;;;;;;;;"No Information Available";"686 North Drive, Hopkinsville, KY, 42240";"688-690 North Drive, Hopkinsville, KY, 42240";"No Information Available";"N";"11/30/2023";"Two_To_School";"L384182";
73690;"Hopkinsville Child Development Center";"686 North Drive";"Hopkinsville";"CHRISTIAN";"KY";42240;2708855559;"Licensed";"APPROVED";129;"Y";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";"N";"Y";"N";20;27;20;27;20;27;20;27;20;27;20;27;20;27;20;27;"N";"686 North Drive, Hopkinsville, KY, 42240";"686 North Drive, Brickyard Plaza, Hopkinsville, KY, 42240";"Y";"Y";"4/30/2023";"Infant To School Age";"L358935";"Brickyard Plaza"
2923;"Indian Hills Elementary Child Care Services";"313 Blane Drive";"Hopkinsville";"CHRISTIAN";"KY";42240;2708877230;"Licensed";"APPROVED";99;"Y";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"N";"Y";"N";"Y";"N";;;;;;;;;;;;;11;20;11;20;"N";"313 Blane Drive, Hopkinsville, KY, 42240";"313 Blane Drive, Hopkinsville, KY, 42240";"Y";"Y";"8/31/2023";"School_Age";"L357783";
180286;"Little Professional Family Childcare";"180 & 190 Cave Street";"Hopkinsville";"CHRISTIAN";"KY";42240;2708865562;"Licensed";"APPROVED";37;"Y";"5:30 AM - 12:00 AM";"5:30 AM - 12:00 AM";"5:30 AM - 12:00 AM";"5:30 AM - 12:00 AM";"5:30 AM - 12:00 AM";"No Information Available";"No Information Available";2;"N";"Y";"Y";"Y";"Y";;"N";"N";31;34;31;34;31;34;29;32;29;32;29;32;29;29;29;29;;;"180 & 190 Cave Street, Hopkinsville, KY, 42240";;;;;;
105486;"Small Heart Daycare";"406 &408 South Main Street";"Hopkinsville";"CHRISTIAN";"KY";42240;2708900575;"Licensed";"APPROVED";68;"Y";"5:30 AM - 11:30 PM";"5:30 AM - 11:30 PM";"5:30 AM - 11:30 PM";"5:30 AM - 11:30 PM";"5:30 AM - 11:30 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"Y";;"N";"N";31;34;31;34;31;34;29;32;29;32;29;32;29;29;29;29;"Y";"406 & 408 North Main Street, Hopkinsville, KY, 42240";"406 &408 South Main Street, Hopkinsville, KY, 42240";"Y";"Y";"12/31/2023";"Infant To School Age";"L383090";
202796;"Little Panther Academy";"317 Eli Street";"Dawson Springs";"HOPKINS";"KY";42408;2707973811;"Licensed";"APPROVED";40;"Y";"8:00 AM - 2:30 PM";"8:00 AM - 2:30 PM";"8:00 AM - 2:30 PM";"8:00 AM - 2:30 PM";"8:00 AM - 2:30 PM";"No Information Available";"No Information Available";1;"N";"N";"N";"Y";"N";;"N";"N";;;;;;;;20;;20;;20;;;;;"No Information Available";"317 Eli Street, Dawson Springs, KY, 42408";"317 Eli Street, Dawson Springs, KY, 42408";"Y";"Y";"2/28/2023";"Two_To_School";"L384223";
191666;"Precious Moments Childcare Center";"105 Navajo Trail";"Hopkinsville";"CHRISTIAN";"KY";42240;2708745112;"Licensed";"APPROVED";40;"Y";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"Y";;"N";"N";31;34;31;34;31;34;29;32;29;32;29;32;29;29;29;29;"No Information Available";"PO Box 1506, Hopkinsville, KY, 42241";"105 Navajo Trail, Hopkinsville, KY, 42240";"Y";"Y";"4/30/2023";"Infant To School Age";"L383891";
69399;"Promise Land Preschool";"2601 S. Walnut Street";"Hopkinsville";"CHRISTIAN";"KY";42240;2708860197;"Licensed";"APPROVED";36;"N";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"No Information Available";"No Information Available";0;"N";"N";"Y";"Y";"N";;"Y";"N";;;;;;;;;;;;;;;;;"No Information Available";"2601 S. Walnut Street, Hopkinsville, KY, 42240";"2601 S. Walnut Street, Hopkinsville, KY, 42240";"No Information Available";"N";"8/31/2023";"Toddler To Two_To_School";"L358757";
166;"Christian County Child Development Center";"1355 Glass Avenue";"Hopkinsville";"CHRISTIAN";"KY";42240;2707070740;"Licensed";"APPROVED";256;"Y";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"N";"Y";"Y";"N";33;36;33;36;33;36;31;34;31;34;31;34;;;;;"N";"1355 Glass Avenue, Hopkinsville, KY, 42240";"1355 Glass Avenue, Hopkinsville, KY, 42240";"Y";"Y";"7/31/2023";"Infant To Two_To_School";"L352364";
202847;"Jamie Pearson";"1406 Barberry Pl";"Hopkinsville";"CHRISTIAN";"KY";42240;4232510582;"Certified";"APPROVED";6;"Y";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"No Information Available";"No Information Available";1;;"N";"N";"N";"N";;"N";"Y";25;34;25;33;25;33;25;32;25;32;25;32;25;30;25;30;"Y";"1406 Barberry Pl, Hopkinsville, KY, 42240";"1406 Barberry Pl, Hopkinsville, KY, 42240";"Y";"Y";"12/31/2023";"No Information Available";"C71127";
191137;"Small Steps of Faith 2";"216 Mitch Lane";"Hopkinsville";"CHRISTIAN";"KY";42240;2706321819;"Licensed";"APPROVED";60;"Y";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"No Information Available";"No Information Available";3;"Y";"N";"N";"Y";"Y";;"Y";"N";;;;;;;35;35;35;35;35;35;35;35;35;35;"N";"520 Pyle Lane, Hopkinsville, KY, 42240";"216 Mitch Lane, Hopkinsville, KY, 42240";"Y";"Y";"8/31/2023";"Two_To_School To School_Age";"L383772";
202835;"Crofton Elementary Childcare Services";"12145 S Madisonville Road";"Crofton";"CHRISTIAN";"KY";42217;2708877190;"Licensed";"APPROVED";99;;"2:30 PM - 6:00 PM";"2:30 PM - 6:00 PM";"2:30 PM - 6:00 PM";"2:30 PM - 6:00 PM";"2:30 PM - 6:00 PM";"No Information Available";"No Information Available";1;"N";"N";"N";"N";"Y";;"N";"N";;;;;;;;;;;;;;;;;"No Information Available";"12145 S Madisonville Road, Crofton, KY, 42217";"12145 S Madisonville Road, Crofton, KY, 42217";"No Information Available";"N";"5/31/2023";"School_Age";"L384247";
106118;"A Place to Grow Learning Center";"621 Millbrooke Drive";"Hopkinsville";"CHRISTIAN";"KY";42240;2708857211;"Licensed";"APPROVED";78;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";4;"Y";"Y";"Y";"Y";"Y";;"Y";"N";31;34;31;34;31;34;29;32;29;32;29;32;29;29;29;29;"No Information Available";"804 Pembroke Oak Grove Rd, Oak Grove, KY, 42262";"621 Millbrooke Drive, Hopkinsville, KY, 42240";"N";"Y";"4/30/2023";"Infant To School Age";"L383171";
2921;"Millbrooke Elementary Child Care Services";"415 Millbrooke Drive";"Hopkinsville";"CHRISTIAN";"KY";42240;2708877277;"Licensed";"APPROVED";200;"Y";"2:25 PM - 6:00 PM";"2:25 PM - 6:00 PM";"2:25 PM - 6:00 PM";"2:25 PM - 6:00 PM";"2:25 PM - 6:00 PM";"No Information Available";"No Information Available";3;"Y";"N";"N";"N";"Y";"N";"N";"N";;;;;;;;;;;11;;11;;11;;"N";"415 Millbrooke Drive, Hopkinsville, KY, 42240";"415 Millbrooke Drive, Hopkinsville, KY, 42240";"Y";"Y";"8/31/2023";"School_Age";"L357781";
202719;"New Horizons Child Development Center";"1305 Glass Ave";"Hopkinsville";"CHRISTIAN";"KY";42240;2708742948;"Licensed";"APPROVED";8;"Y";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"N";"Y";"N";"N";31;34;31;34;31;34;29;32;29;32;29;32;;;;;"No Information Available";"1305 Glass Ave, Hopkinsville, KY, 42240";"1305 Glass Ave, Hopkinsville, KY, 42240";"Y";"Y";"12/31/2023";"Infant To Two_To_School";"L384194";
101852;"Small Steps of Faith LLC";"196 Mitch Lane";"Hopkinsville";"CHRISTIAN";"KY";42240;2708900400;"Licensed";"APPROVED";47;"Y";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"Y";;"Y";"N";35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;"N";"520 Pyle Lane, Hopkinsville, KY, 42240";"196 Mitch Lane, Hopkinsville, KY, 42240";"Y";"Y";"11/30/2023";"Infant To School Age";"L379485";
379;"University Heights Academy Preschool";"1300 Academy Drive";"Hopkinsville";"CHRISTIAN";"KY";42240;2708860254;"Licensed";"APPROVED";60;"N";"7:45 AM - 6:00 PM";"7:45 AM - 6:00 PM";"7:45 AM - 6:00 PM";"7:45 AM - 6:00 PM";"7:45 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"Y";"N";"N";"N";"N";;;;;;;;;;;;;;;;;"N";"1300 Academy Drive, Hopkinsville, KY, 42240";"1300 Academy Drive, Hopkinsville, KY, 42240";"No Information Available";"N";"12/31/2023";"Two_To_School";"L353482";
202366;"Blend FRC Childcare";"831 North Dr";"Hopkinsville";"CHRISTIAN";"KY";42240;2708877150;"Licensed";"APPROVED";99;"Y";"2:25 PM - 6:00 PM";"2:25 PM - 6:00 PM";"2:25 PM - 6:00 PM";"2:25 PM - 6:00 PM";"2:25 PM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"N";"Y";;"N";"N";;;;;;;;;;;;;11;;11;;"No Information Available";"831 North Dr, Hopkinsville, KY, 42240";"831 North Dr, Hopkinsville, KY, 42240";"Y";"Y";"8/31/2023";"School_Age";"L384055";
63391;"Erica Y. Wilson/Home Day Care";"302 South Wooldridge Road";"Hopkinsville";"CHRISTIAN";"KY";42240;2708900378;"Certified";"APPROVED";6;"Y";"6:00 AM - 11:00 PM";"6:00 AM - 11:00 PM";"6:00 AM - 11:00 PM";"6:00 AM - 11:00 PM";"6:00 AM - 11:00 PM";"No Information Available";"No Information Available";3;;"N";"N";"N";"N";"N";"N";"N";20;25;20;25;20;25;20;25;20;25;20;25;20;25;20;25;"Y";"302 South Wooldridge Road, Hopkinsville, KY, 42240";"302 South Wooldridge Road, Hopkinsville, KY, 42240";"N";"Y";"5/31/2023";"No Information Available";"C6750";
61354;"Heritage Christian Academy";"8349 Eagle Way Bypass";"Hopkinsville";"CHRISTIAN";"KY";42240;2708852417;"Licensed";"APPROVED";99;"N";"6:45 AM - 5:30 PM";"6:45 AM - 5:30 PM";"6:45 AM - 5:30 PM";"6:45 AM - 5:30 PM";"6:45 AM - 5:30 PM";"No Information Available";"No Information Available";0;"N";"N";"N";"Y";"N";;"N";"N";;;;;;;;;;;;;;;;;"No Information Available";"8349 Eagle Way Bypass, Hopkinsville, KY, 42240";"8349 Eagle Way Bypass, Hopkinsville, KY, 42240";"No Information Available";"N";"8/31/2023";"Two_To_School";"L358211";
3251;"Kidz Play";"106 South Saltsman Drive";"Hopkinsville";"CHRISTIAN";"KY";42240;2708909975;"Certified";"APPROVED";6;"Y";"6:00 AM - 12:00 AM";"6:00 AM - 12:00 AM";"6:00 AM - 12:00 AM";"6:00 AM - 12:00 AM";"6:00 AM - 12:00 AM";"No Information Available";"No Information Available";3;;"N";"N";"N";"N";"N";"N";"N";19;24;19;24;19;24;19;27;19;27;19;27;19;27;19;27;"Y";"106 South Saltsman Drive, Hopkinsville, KY, 42240";"106 South Saltsman Drive, Hopkinsville, KY, 42240";"Y";"Y";"11/30/2024";"No Information Available";"C5953";
191070;"Legacy Learning Center";"403 Moores Drive";"Hopkinsville";"CHRISTIAN";"KY";42240;2709627229;"Licensed";"APPROVED";36;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"N";;"N";"N";;27;;27;;27;;24;;24;;24;;22;;22;"N";"403 Moores Drive, Hopkinsville, KY, 42240";"403 Moores Drive, Hopkinsville, KY, 42240";"Y";"Y";"6/30/2023";"Infant To Two_To_School";"L383757";
3926;"Maggie's Daycare";"13180 North Greenville Road";"Crofton";"CHRISTIAN";"KY";42217;2702692817;"Certified";"APPROVED";6;"Y";"5:00 AM - 12:00 AM";"5:00 AM - 12:00 AM";"5:00 AM - 12:00 AM";"5:00 AM - 12:00 AM";"5:00 AM - 12:00 AM";"5:00 AM - 12:00 AM";"5:00 AM - 12:00 AM";4;;"N";"N";"N";"N";"N";"N";"N";12.5;25;12.5;25;12.5;25;12.5;25;12.5;25;12.5;25;12.5;25;12.5;25;"Y";"13180 North Greenville Road, Crofton, KY, 42217";"13180 North Greenville Road, Crofton, KY, 42217";"Y";"Y";"8/31/2023";"No Information Available";"C3526";
556;"Nanny's House Daycare & Preschool";"222 Hopkinsville Street";"Greenville";"MUHLENBERG";"KY";42345;2703380658;"Licensed";"APPROVED";114;"Y";"5:30 AM - 12:00 AM";"5:30 AM - 12:00 AM";"5:30 AM - 12:00 AM";"5:30 AM - 12:00 AM";"5:30 AM - 12:00 AM";"6:00 AM - 6:00 PM";"No Information Available";3;"Y";"Y";"Y";"Y";"Y";"N";"Y";"N";27;27;27;27;27;27;27;27;27;27;27;27;18;27;18;27;"Y";"Po Box 827, Greenville, KY, 42345";"222 Hopkinsville Street, Greenville, KY, 42345";"Y";"Y";"11/30/2023";"Infant To School Age";"L354036";
202497;"Ms. Rhonda's Christian Preschool Learning Center";"520 Hopkinsville Street";"Greenville";"MUHLENBERG";"KY";42345;2708034487;"Licensed";"APPROVED";43;"Y";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"No Information Available";"No Information Available";1;"N";"N";"Y";"Y";"Y";;"N";"N";;;;;;26;;26;;26;;26;;26;;;"No Information Available";"520 Hopkinsville Street, Greenville, KY, 42345";"520 Hopkinsville Street, Greenville, KY, 42345";"Y";"Y";"2/28/2023";"Toddler To School_Age";"L384095";
191602;"The Least of These Christian Academy";"201 Morgan Lane";"Greenville";"MUHLENBERG";"KY";42345;2706410688;"Licensed";"APPROVED";74;"Y";"7:00 AM - 8:00 PM";"7:00 AM - 8:00 PM";"7:00 AM - 8:00 PM";"7:00 AM - 8:00 PM";"7:00 AM - 8:00 PM";"7:00 PM - 8:00 PM";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";;"N";"N";29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;"Y";"301 College Street, Greenville, KY, 42345";"201 Morgan Lane, Greenville, KY, 42345";"Y";"Y";"5/31/2023";"Infant To School Age";"L383874";
2215;"The Children's Academy of Hopkinsville";"120 Iroquois Drive";"Hopkinsville";"CHRISTIAN";"KY";42240;2708811055;"Licensed";"APPROVED";120;"Y";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"Y";"N";"N";"N";30;30;30;30;29;29;29;29;29;29;29;29;;;;;"N";"120 Iroquois Drive, Hopkinsville, KY, 42240";"120 Iroquois Drive, Hopkinsville, KY, 42240";"Y";"Y";"3/31/2023";"Infant To School Age";"L356909";
