"ProviderId";"ProviderName";"LocationAddressLine1";"LocationCity";"LocationCountyDescription";"LocationStateDescription";"LocationZipCode5";"PhoneNumber";"ProviderType";"ProviderStatus";"Capacity";"IsSubsidyAccepted";"HoursOfOperationMonday";"HoursOfOperationTuesday";"HoursOfOperationWednesday";"HoursOfOperationThursday";"HoursOfOperationFriday";"HoursOfOperationSaturday";"HoursOfOperationSunday";"NumberOfStars";"IsFoodPermitAvailable";"Infant";"Toddler";"PreSchool";"SchoolAge";"IsAcceditationsAvailable";"Transportation";"IsOngoingProcess";"PartTimeCostInfant1";"FullTimeCostInfant1";"PartTimeCostToddler1";"FullTimeCostToddler1";"PartTimeCostToddler2";"FullTimeCostToddler2";"PartTimeCostPreschool1";"FullTimeCostPreschool1";"PartTimeCostPreschool2";"FullTimeCostPreschool2";"PartTimeCostPreschool3";"FullTimeCostPreschool3";"PartTimeCostSchoolAge1";"FullTimeCostSchoolAge1";"PartTimeCostSchoolAge2";"FullTimeCostSchoolAge2";"NonTraditional";"MailingAddress";"LocationAddress";"IsServingSpecialNeeds";"IsActiveCCAPChildren";"ExpiryDate";"AgeRangeSupported";"ProviderCLRNumber";"LocationAddressLine2"
2236;"Eminence Early Head Start";"295 West Broadway";"Eminence";"HENRY";"KY";40019;5028455502;"Licensed";"APPROVED";25;"Y";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"No Information Available";"No Information Available";4;"Y";"Y";"Y";"Y";"N";"N";"N";"N";33;40;33;40;33;40;;;;;;;;;;;"N";"100 Alpine Drive, Ovec, Shelbyville, KY, 40065";"295 West Broadway, Eminence, KY, 40019";"N";"Y";"4/30/2023";"Infant To Two_To_School";"L356933";
73635;"Rocket Power at Clear Creek Elementary School";"279 Chapel Hill Road";"Shelbyville";"SHELBY";"KY";40065;5026334057;"Licensed";"APPROVED";100;"Y";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"7:00 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"N";"Y";"N";"Y";"N";;;;;;;;;;;12;24;12;24;12;24;"N";"279 Chapel Hill Road, Shelbyville, KY, 40065";"279 Chapel Hill Road, Shelbyville, KY, 40065";"Y";"Y";"3/31/2023";"School_Age";"L358867";
105464;"Frankfort Early Learning Academy";"506 W. Second Street";"Frankfort";"FRANKLIN";"KY";40601;5028758658;"Licensed";"APPROVED";38;"Y";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"No Information Available";"No Information Available";4;"Y";"N";"Y";"Y";"N";;"Y";"N";;;;;;28;;28;;28;;28;;;;;"No Information Available";"506 W. Second Street, Second Street Elementary School, Frankfort, KY, 40601";"506 W. Second Street, Second Street Elementary School, Frankfort, KY, 40601";"Y";"Y";"12/31/2023";"Toddler To Two_To_School";"L383089";"Second Street Elementary School"
79;"Dorman Preschool Center";"719 Burks Branch Road";"Shelbyville";"SHELBY";"KY";40065;5026332760;"Licensed";"APPROVED";70;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"Y";"N";"Y";"N";;31;;29;;29;;29;;29;;29;;;;;"N";"Po Box 853, Shelbyville, KY, 40066";"719 Burks Branch Road, Shelbyville, KY, 40065";"Y";"Y";"3/31/2023";"Infant To School Age";"L350717";
191473;"Mrs. Davis After School Academy";"182 South Property Rd.";"New Castle";"HENRY";"KY";40050;5028458650;"Licensed";"APPROVED";120;"Y";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"No Information Available";"No Information Available";1;"N";"N";"N";"Y";"Y";;"N";"N";;;;;;;8;8;8;8;8;8;8;8;8;8;"No Information Available";"182 South Property Rd., New Castle, KY, 40050";"182 South Property Rd., New Castle, KY, 40050";"No Information Available";"Y";"2/28/2023";"Two_To_School To School_Age";"L383829";
75390;"Elks' Learning Center";"928 East Main St";"Frankfort";"FRANKLIN";"KY";40601;5026956730;"Licensed";"APPROVED";117;"Y";"7:45 AM - 5:30 PM";"7:45 AM - 5:30 PM";"7:45 AM - 5:30 PM";"7:45 AM - 5:30 PM";"7:45 AM - 5:30 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"N";"Y";"N";"Y";"N";;;;;;;;;;;;;10;20;10;20;"N";"928 East Main St, Frankfort, KY, 40601";"928 East Main St, Frankfort, KY, 40601";"Y";"Y";"8/31/2023";"School_Age";"L359033";
75814;"Patriots' Place After School Child Care Peaks Mill Elementary";"100 Peaks Mill Rd";"Frankfort";"FRANKLIN";"KY";40601;5023522560;"Licensed";"APPROVED";100;"Y";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"No Information Available";"No Information Available";3;"Y";"N";"N";"N";"Y";;"Y";"N";;;;;;;;;;;;;10;20;10;20;"No Information Available";"100 Peaks Mill Rd, Frankfort, KY, 40601";"100 Peaks Mill Rd, Frankfort, KY, 40601";"Y";"Y";"8/31/2023";"School_Age";"L359034";
69649;"Early Learning Village ASP";"200 Laralan Ave";"Frankfort";"FRANKLIN";"KY";40601;5023522589;"Licensed";"APPROVED";318;"Y";"7:45 AM - 4:15 PM";"7:45 AM - 4:15 PM";"7:45 AM - 4:15 PM";"7:45 AM - 4:15 PM";"7:45 AM - 4:15 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"Y";"Y";;"Y";"N";;;;;;;;22;10;20;10;20;10;20;;;"No Information Available";"200 Laralan Ave, Frankfort, KY, 40601";"200 Laralan Ave, Frankfort, KY, 40601";"N";"Y";"8/31/2023";"Two_To_School To School_Age";"L358747";
1792;"Western Hills High School Learning Center";"100 Doctors Drive";"Frankfort";"FRANKLIN";"KY";40601;5028758400;"Licensed";"APPROVED";36;"Y";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"No Information Available";"No Information Available";2;"Y";"N";"Y";"Y";"N";"N";"N";"N";;;;;;28;;28;;28;;28;;;;;"N";"100 Doctors Dr, Frankfort, KY, 40601";"100 Doctors Drive, Frankfort, KY, 40601";"Y";"N";"8/31/2023";"Toddler To Two_To_School";"L356439";
101300;"Kidzway Learning Center";"5700 Us 127 South";"Frankfort";"FRANKLIN";"KY";40601;5026070944;"Licensed";"APPROVED";99;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"N";;"N";"N";15;27;15;27;15;27;15;27;15;27;15;27;;;;;"No Information Available";"5700 US 127 South, Frankfort, KY, 40601";"5700 Us 127 South, Frankfort, KY, 40601";"Y";"Y";"10/31/2023";"Infant To Two_To_School";"L378913";
202268;"Creation Kingdom Frankfort";"13 Fido Court";"Frankfort";"FRANKLIN";"KY";40601;5027837873;"Licensed";"APPROVED";104;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"Y";;"N";"N";47;47;47;47;47;47;41;41;41;41;41;41;32;37;32;37;"No Information Available";"731 Jackstown Road, Paris, KY, 40361";"13 Fido Court, Frankfort, KY, 40601";"N";"Y";"4/30/2023";"Infant To School Age";"L384025";
70074;"Weekday Community Preschool";"416 West Main St";"Frankfort";"FRANKLIN";"KY";40601;5022238577;"Licensed";"APPROVED";49;"Y";"7:45 AM - 5:00 PM";"7:45 AM - 5:00 PM";"7:45 AM - 5:00 PM";"7:45 AM - 5:00 PM";"7:45 AM - 5:00 PM";"No Information Available";"No Information Available";4;"N";"N";"Y";"Y";"N";;"N";"N";;;;;23.6;;21.81;40.95;17.3;36;17.3;36;;;;;"No Information Available";"416 West Main St, Frankfort, KY, 40601";"416 West Main St, Frankfort, KY, 40601";"Y";"N";"9/30/2023";"Toddler To Two_To_School";"L358746";
61688;"Little Eagles Preschool";"6040 Frankfort Road";"Shelbyville";"SHELBY";"KY";40065;5026333553;"Licensed";"APPROVED";49;"Y";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";"N";"N";"Y";20;33;20;33;20;33;20;32;20;32;20;32;20;32;20;32;"N";"6040 Frankfort Road, Shelbyville, KY, 40065";"6040 Frankfort Road, Shelbyville, KY, 40065";"No Information Available";"Y";"8/31/2023";"Infant To School Age";"L358321";
58809;"Kids Play Child Care";"54 Old Seven Mile Pike";"Shelbyville";"SHELBY";"KY";40065;5026339663;"Licensed";"APPROVED";49;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";2;"Y";"Y";"Y";"Y";"Y";"N";"N";"N";;26;;26;;26;;24;;24;;24;10;24;10;24;"N";"54 Old Seven Mile Pike, Shelbyville, KY, 40065";"54 Old Seven Mile Pike, Shelbyville, KY, 40065";"Y";"Y";"9/30/2023";"Infant To School Age";"L358097";
202319;"Spartan Academy";"501 Discovery Blvd";"Shelbyville";"SHELBY";"KY";40065;5023217326;"Licensed";"APPROVED";100;"Y";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"No Information Available";"No Information Available";1;"N";"N";"N";"N";"Y";;"Y";"N";;;;;;;;;;;12;24;12;24;12;24;"No Information Available";"P. O. Box 159, 155 West Main St, Shelbyville, KY, 40065";"501 Discovery Blvd, Shelbyville, KY, 40065";"Y";"Y";"10/31/2023";"School_Age";"L384041";
105;"Little Lamb Pre-School";"#1 Hudson Hollow";"Frankfort";"FRANKLIN";"KY";40601;5022232483;"Licensed";"APPROVED";60;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";;"N";"N";;33;;33;;33;;33;;33;;33;;33;;33;"No Information Available";"#1 Hudson Hollow Rd., Frankfort, KY, 40601";"#1 Hudson Hollow, Frankfort, KY, 40601";"N";"Y";"6/30/2023";"Infant To School Age";"L350999";
202674;"Courtney McCoy";"234 Crestwood Drive";"Frankfort";"FRANKLIN";"KY";40601;5025453264;"Certified";"APPROVED";6;;"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"No Information Available";"No Information Available";1;;"N";"N";"N";"N";;"N";"N";;;;;;;;;;;;;;;;;"No Information Available";"234 Crestwood Drive, Frankfort, KY, 40601";"234 Crestwood Drive, Frankfort, KY, 40601";"No Information Available";"N";"3/31/2023";"No Information Available";"C71111";
158208;"Yolanda's Childcare";"2077 Osprey Cove";"Shelbyville";"SHELBY";"KY";40065;5022329523;"Certified";"APPROVED";6;"Y";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"No Information Available";"No Information Available";1;;"N";"N";"N";"N";;"N";"N";15;25;15;25;15;25;15;25;15;25;15;25;15;25;15;25;"Y";"2077 Osprey Cove, Shelbyville, KY, 40065";"2077 Osprey Cove, Shelbyville, KY, 40065";"Y";"Y";"6/30/2021";"No Information Available";"C70945";
202302;"YMCA at Second Street School";"506 W. 2nd Street";"Frankfort";"FRANKLIN";"KY";40601;8593677337;"Licensed";"APPROVED";218;"Y";"2:30 PM - 5:30 PM";"2:30 PM - 5:30 PM";"2:30 PM - 5:30 PM";"2:30 PM - 5:30 PM";"2:30 PM - 5:30 PM";"No Information Available";"No Information Available";1;"N";"N";"N";"N";"Y";;"N";"N";;;;;;;;;;;;;14;37;14;37;"No Information Available";"381 W. Loudon Ave, Lexington, KY, 40508";"506 W. 2nd Street, Frankfort, KY, 40601";"Y";"Y";"7/31/2023";"School_Age";"L384035";
106548;"Wesley Center Day School";"211 Washington Street";"Frankfort";"FRANKLIN";"KY";40601;5022274329;"Licensed";"APPROVED";99;"Y";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"No Information Available";"No Information Available";4;"Y";"Y";"Y";"Y";"Y";;"N";"N";19;38;18;36;16.5;33;16;32;15.5;31;15.5;31;14;28;14;28;"No Information Available";"211 Washington Street, Frankfort, KY, 40601";"211 Washington Street, Frankfort, KY, 40601";"Y";"Y";"9/30/2023";"Infant To School Age";"L383226";
78813;"N/A";"1265 Elm Street";"Eminence";"HENRY";"KY";40019;5023219049;"Certified";"APPROVED";6;"N";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"No Information Available";"No Information Available";1;;"N";"N";"N";"N";"N";"N";"N";;;;;;;;;;;;;;;;;"N";"1265 Elm Street, Eminence, KY, 40019";"1265 Elm Street, Eminence, KY, 40019";"No Information Available";"N";"3/31/2022";"No Information Available";"C54548";
67254;"Cornerstone Christian Academy";"3850 Frankfort Road";"Shelbyville";"SHELBY";"KY";40065;5026334070;"Licensed";"APPROVED";68;"Y";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"Y";"N";;"N";"N";;;;;;;;28.29;;28.29;;;;;;;"No Information Available";"3850 Frankfort Road, Shelbyville, KY, 40065";"3850 Frankfort Road, Shelbyville, KY, 40065";"No Information Available";"N";"2/28/2023";"Two_To_School";"L358522";
429;"Shelbyville Community Day Care";"520 Mt. Eden Road";"Shelbyville";"SHELBY";"KY";40065;5026336757;"Licensed";"APPROVED";99;"Y";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"No Information Available";"No Information Available";2;"Y";"Y";"Y";"Y";"Y";"N";"Y";"N";34;34;34;34;34;34;34;34;31;31;31;31;18;32;18;32;"N";"520 Mt. Eden Road, Shelbyville, KY, 40065";"520 Mt. Eden Road, Shelbyville, KY, 40065";"N";"Y";"2/28/2023";"Infant To School Age";"L353688";
202827;"Deanna McQuilling";"1820 Blackwell Rd";"Shelbyville";"SHELBY";"KY";40065;5026579337;"Certified";"APPROVED";6;"Y";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"No Information Available";"No Information Available";1;;"N";"N";"N";"N";;"N";"N";35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;"Y";"1820 Blackwell Rd, Shelbyville, KY, 40065";"1820 Blackwell Rd, Shelbyville, KY, 40065";"No Information Available";"N";"10/31/2023";"No Information Available";"C71124";
861;"Shelbyville First Baptist Church Preschool";"1516 Midland Trail";"Shelbyville";"SHELBY";"KY";40065;5026331317;"Licensed";"APPROVED";99;"N";"9:00 AM - 12:00 PM";"9:00 AM - 12:00 PM";"9:00 AM - 12:00 PM";"9:00 AM - 12:00 PM";"9:00 AM - 12:00 PM";"No Information Available";"No Information Available";1;"N";"N";"Y";"Y";"N";"N";"N";"N";;;;;;;;;;;;;;;;;"N";"1516 Midland Trail, Shelbyville, KY, 40065";"1516 Midland Trail, Shelbyville, KY, 40065";"No Information Available";"N";"12/31/2023";"Toddler To Two_To_School";"L354767";
58636;"Tiger Time";"10 Doctors Drive";"Frankfort";"FRANKLIN";"KY";40601;5028758430;"Licensed";"APPROVED";100;"Y";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"No Information Available";"No Information Available";2;"Y";"N";"N";"N";"Y";"N";"Y";"N";;;;;;;;;;;10;20;10;20;10;20;"N";"10 Doctors Drive, Frankfort, KY, 40601";"10 Doctors Drive, Frankfort, KY, 40601";"Y";"Y";"11/30/2023";"School_Age";"L358083";
180737;"Pamela Frederick";"1012 Griffin Drive";"Lawrenceburg";"ANDERSON";"KY";40342;5025986563;"Certified";"APPROVED";6;"Y";"7:00 AM - 5:15 PM";"7:00 AM - 5:15 PM";"7:00 AM - 5:15 PM";"7:00 AM - 5:15 PM";"7:00 AM - 5:15 PM";"No Information Available";"No Information Available";1;;;;;;;"No Information Available";"N";24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;"No Information Available";"1012 Griffin Drive, Lawrenceburg, KY, 40342";"1012 Griffin Drive, Lawrenceburg, KY, 40342";"Y";"N";"8/31/2023";"No Information Available";"C71003";
73512;"Panther Power at Painted Stone Elementary";"150 Warriors Way";"Shelbyville";"SHELBY";"KY";40065;5026337106;"Licensed";"APPROVED";119;"Y";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"No Information Available";"No Information Available";4;"Y";"N";"N";"Y";"Y";"N";"Y";"N";;;;;;;;;;;12;24;12;24;12;24;"N";"279 Chapel Hill Rd, Shelbyville, KY, 40065";"150 Warriors Way, Shelbyville, KY, 40065";"Y";"Y";"3/31/2023";"Two_To_School To School_Age";"L358872";
73095;"Eagle Power at Heritage Elementary";"8300 Frankfort Road";"Waddy";"SHELBY";"KY";40076;5026330255;"Licensed";"APPROVED";100;"Y";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"11:30 PM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"Y";"Y";"N";"N";"N";;;;;;;;;;;12;24;12;24;12;24;"N";"279 Chapel Hill Rd, Scps Daycares, Shelbyville, KY, 40065";"8300 Frankfort Road, Waddy, KY, 40076";"Y";"Y";"3/31/2023";"Two_To_School To School_Age";"L358868";
202651;"Kyle's Corner Learning Center";"1016 Alton Station Road";"Lawrenceburg";"ANDERSON";"KY";40342;6063534403;"Licensed";"APPROVED";35;"Y";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"Y";;"N";"N";17;34;17;34;17;34;17;34;15;30;15;30;13.5;27;13.5;27;"No Information Available";"1016 Alton Station Road, Lawrenceburg, KY, 40342";"1016 Alton Station Road, Lawrenceburg, KY, 40342";"Y";"Y";"8/31/2023";"Infant To School Age";"L384167";
65157;"The Wolves' Den Westridge Elementary";"200 Oak Ridge Drive";"Frankfort";"FRANKLIN";"KY";40601;5028758420;"Licensed";"APPROVED";265;"Y";"2:40 AM - 5:30 PM";"2:40 AM - 5:30 PM";"2:40 AM - 5:30 PM";"2:40 AM - 5:30 PM";"2:40 AM - 5:30 PM";"No Information Available";"No Information Available";2;"Y";"N";"N";"Y";"Y";"N";"Y";"N";;;;;19;24;19;24;19;24;19;24;10;20;10;20;"N";"200 Oak Ridge Drive, Frankfort, KY, 40601";"200 Oak Ridge Drive, Frankfort, KY, 40601";"Y";"Y";"8/31/2023";"Two_To_School To School_Age";"L358436";
2897;"Henry County Head Start";"182 South Property Road";"New Castle";"HENRY";"KY";40050;5028458656;"Licensed";"APPROVED";34;"N";"7:45 AM - 3:30 PM";"7:45 AM - 3:30 PM";"7:45 AM - 3:30 PM";"7:45 AM - 3:30 PM";"No Information Available";"No Information Available";"No Information Available";5;"Y";"N";"N";"Y";"N";;"Y";"N";;;;;;;;;;;;;;;;;"No Information Available";"182 South Property Road, New Castle, KY, 40050";"182 South Property Road, New Castle, KY, 40050";"No Information Available";"N";"8/31/2023";"Two_To_School";"L357738";
58259;"Clear Creek Head Start";"279 Chapel Hill Road";"Shelbyville";"SHELBY";"KY";40065;5026473533;"Licensed";"APPROVED";42;"N";"7:20 AM - 2:20 PM";"7:20 AM - 2:20 PM";"7:20 AM - 2:20 PM";"7:20 AM - 2:20 PM";"No Information Available";"No Information Available";"No Information Available";4;"Y";"N";"N";"Y";"N";;"Y";"N";;;;;;;;;;;;;;;;;"No Information Available";"100 Alpine Drive, Ovec, Shelbyville, KY, 40065";"279 Chapel Hill Road, Shelbyville, KY, 40065";"No Information Available";"N";"10/31/2023";"Two_To_School";"L358086";
201834;"YMCA Crayon Club";"142 Lane View Drive";"Frankfort";"FRANKLIN";"KY";40601;5026958810;"Licensed";"APPROVED";140;"Y";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"N";;"N";"N";;38;;37;;35;;31;;31;;;;;;;"No Information Available";"381 West Loudon Dr., Lexington, KY, 40508";"142 Lane View Drive, Frankfort, KY, 40601";"Y";"Y";"9/30/2023";"Infant To Two_To_School";"L383931";
642;"Cougar's Corner";"#1 Cougar Lane";"Frankfort";"FRANKLIN";"KY";40601;5028758884;"Licensed";"APPROVED";200;"Y";"7:30 AM - 4:30 PM";"7:30 AM - 4:30 PM";"7:30 AM - 4:30 PM";"7:30 AM - 4:30 PM";"7:30 AM - 4:30 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"N";"Y";"N";"Y";"N";;;;;;;;;;;;;10;20;10;20;"N";"#1 Cougar Lane, Frankfort, KY, 40601";"#1 Cougar Lane, Frankfort, KY, 40601";"Y";"Y";"9/30/2023";"School_Age";"L354231";
180327;"Northside Early Learning Academy";"821 College Street";"Shelbyville";"SHELBY";"KY";40065;5026335123;"Licensed";"APPROVED";60;"Y";"7:45 AM - 5:00 PM";"7:45 AM - 5:00 PM";"7:45 AM - 5:00 PM";"7:45 AM - 5:00 PM";"7:45 AM - 5:00 PM";"No Information Available";"No Information Available";4;"Y";"N";"N";"Y";"N";;"Y";"N";;;;;;;;27;;27;;;;;;;"No Information Available";"821 College Street, Shelbyville, KY, 40065";"821 College Street, Shelbyville, KY, 40065";"Y";"Y";"11/30/2023";"Two_To_School";"L383633";
3892;"Lani's Childcare Center";"3000 Waddy Road";"Waddy";"SHELBY";"KY";40076;5028292002;"Certified";"APPROVED";6;"Y";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"No Information Available";"No Information Available";4;;"N";"N";"N";"N";"N";"N";"N";;19;;19;;19;;19;;19;8;15;8;15;8;15;"N";"3000 Waddy Road, Waddy, KY, 40076";"3000 Waddy Road, Waddy, KY, 40076";"N";"N";"4/30/2024";"No Information Available";"C5409";
202124;"Nature's Point Childcare LLC";"1378 Eminence Road";"New Castle";"HENRY";"KY";40057;5023210511;"Licensed";"APPROVED";40;"Y";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"No Information Available";"No Information Available";1;"N";"N";"Y";"Y";"Y";;"N";"N";;;;;12.5;24.5;12.5;24.5;12.5;24.5;12.5;24.5;12;20;12;20;"No Information Available";"255 Watkins Lane, Pleasureville, KY, 40057";"1378 Eminence Road, New Castle, KY, 40057";"Y";"Y";"2/28/2023";"Toddler To School_Age";"L383985";
64829;"Good Shepherd Preschool Academy";"75 Shepherd Way";"Frankfort";"FRANKLIN";"KY";40601;5022235041;"Licensed";"APPROVED";84;"Y";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"No Information Available";"No Information Available";5;"Y";"N";"N";"Y";"Y";;"N";"N";;;;;;;23.3;29.1;23.3;29.1;25;26.67;25;;25;;"No Information Available";"75 Shepherd Way, Frankfort, KY, 40601";"75 Shepherd Way, Frankfort, KY, 40601";"Y";"N";"3/31/2023";"Two_To_School To School_Age";"L358302";
180502;"Painted Stone Head Start/Early Head Start";"150 Warriors Way";"Shelbyville";"SHELBY";"KY";40065;5025133620;"Licensed";"APPROVED";47;"Y";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"No Information Available";"No Information Available";4;"Y";"Y";"Y";"Y";"N";;"N";"N";33;40;33;40;33;40;27;36;27;36;;;;;;;"No Information Available";"100 Alpine Dr., Ovec, Shelbyville, KY, 40065";"150 Warriors Way, Shelbyville, KY, 40065";"N";"Y";"1/31/2024";"Infant To Two_To_School";"L383650";
4097;"Sandy's Playhouse";"136 Sunset Drive";"Frankfort";"FRANKLIN";"KY";40601;5026956852;"Certified";"APPROVED";6;"Y";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"No Information Available";"No Information Available";1;;"N";"N";"N";"N";;"N";"N";31;31;31;31;31;31;31;31;31;31;31;31;;;;;"No Information Available";"136 Sunset Drive, Frankfort, KY, 40601";"136 Sunset Drive, Frankfort, KY, 40601";"Y";"N";"10/31/2023";"No Information Available";"C0821";
202620;"Associates in Pediatric Therapy Childcare";"90 Howard Drive";"Shelbyville";"SHELBY";"KY";40065;5026331007;"Licensed";"APPROVED";15;"Y";"7:45 AM - 6:00 PM";"7:45 AM - 6:00 PM";"7:45 AM - 6:00 PM";"7:45 AM - 6:00 PM";"7:45 AM - 6:00 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"N";;"N";"N";;30;;30;;26;;26;;26;;26;;;;;"No Information Available";"90 Howard Drive, Shelbyville, KY, 40065";"90 Howard Drive, Shelbyville, KY, 40065";"No Information Available";"N";"7/31/2023";"Infant To Two_To_School";"L384153";
62072;"Southern Preschool & Childcare";"109 Steele Street";"Frankfort";"FRANKLIN";"KY";40601;5022279300;"Licensed";"APPROVED";112;"Y";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";"N";"N";"N";21;30;21;30;21;30;19;27;19;27;19;27;16;23;16;23;"Y";"109 Steele Street, Frankfort, KY, 40601";"109 Steele Street, Frankfort, KY, 40601";"No Information Available";"Y";"9/30/2023";"Infant To School Age";"L358307";
