"FacilityID";"TypeofRegulation";"Date";"Details";"Results"
"3000588873_1";" Licensing ";" 07/12/2021 ";" See Violations below";
"3000588873_1";" Licensing ";" 07/17/2020 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000588873&LocationNumber=1&DocumentNumber=5002480533"
"3000588873_1";" Licensing ";" 06/28/2019 ";" No violations found ***";
"4000590074_1";" Licensing ";" 01/21/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000590074&LocationNumber=1&DocumentNumber=5003012931"
"4000590074_1";" Licensing ";" 01/05/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000590074&LocationNumber=1&DocumentNumber=5002745779"
"4000590074_1";" Licensing ";" 07/01/2020 ";" No violations found ***";
"6000589406_1";" Licensing ";" 02/24/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000589406&LocationNumber=1&DocumentNumber=5002829520"
"6000589406_1";" Licensing ";" 07/17/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000589406&LocationNumber=1&DocumentNumber=5001808536"
"9000588949_1";" Licensing ";" 01/25/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000588949&LocationNumber=1&DocumentNumber=5002788669"
"9000588949_1";" Licensing ";" 11/20/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000588949&LocationNumber=1&DocumentNumber=5002105682"
"9000588949_1";" Licensing ";" 09/17/2019 ";" No violations found ***";
"9000588949_1";" Licensing ";" 03/13/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000588949&LocationNumber=1&DocumentNumber=5001585324"
"5000589225_6";" Licensing ";" 08/17/2021 ";" No violations found ***";
"5000589225_5";" Licensing ";" 08/17/2021 ";" No violations found ***";
"3000561593_2";" Licensing ";" 03/08/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000561593&LocationNumber=2&DocumentNumber=5002829422"
"3000561593_2";" Licensing ";" 11/13/2020 ";" No violations found ***";
"3000561593_2";" Licensing ";" 08/21/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000561593&LocationNumber=2&DocumentNumber=5001852548"
"3000561593_2";" Licensing ";" 03/13/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000561593&LocationNumber=2&DocumentNumber=5001852538"
"3000561593_2";" Licensing ";" 02/18/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000561593&LocationNumber=2&DocumentNumber=5001523637"
"8000588418_1";" Licensing ";" 04/20/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000588418&LocationNumber=1&DocumentNumber=5002949493"
"8000588418_1";" Licensing ";" 02/13/2020 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000588418&LocationNumber=1&DocumentNumber=5002270649"
"8000588418_1";" Licensing ";" 07/12/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000588418&LocationNumber=1&DocumentNumber=5001800814"
"8000588418_1";" Licensing ";" 02/05/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000588418&LocationNumber=1&DocumentNumber=5001506158"
"8000588418_1";" Licensing ";" 09/28/2018 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000588418&LocationNumber=1&DocumentNumber=5001275607"
"7000578087_2";" Licensing ";" 01/22/2021 ";" No violations found ***";
"7000578087_2";" Licensing ";" 10/16/2020 ";" No violations found ***";
"7000578087_2";" Licensing ";" 08/14/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000578087&LocationNumber=2&DocumentNumber=5001887414"
"7000578087_2";" Licensing ";" 09/27/2018 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000578087&LocationNumber=2&DocumentNumber=5001423204"
"6000560206_1";" Licensing ";" 07/28/2021 ";" No violations found ***";
"6000560206_1";" Licensing ";" 04/09/2021 ";" No violations found ***";
"6000560206_1";" Licensing ";" 01/25/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000560206&LocationNumber=1&DocumentNumber=5002768128"
"6000560206_1";" Licensing ";" 07/07/2020 ";" No violations found ***";
"6000560206_1";" Licensing ";" 12/19/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000560206&LocationNumber=1&DocumentNumber=5002199268"
"6000560206_1";" Licensing ";" 07/29/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000560206&LocationNumber=1&DocumentNumber=5001859941"
"6000560206_1";" Licensing ";" 02/05/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000560206&LocationNumber=1&DocumentNumber=5001488660"
"5000588695_1";" Licensing ";" 02/10/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000588695&LocationNumber=1&DocumentNumber=5002793078"
"5000588695_1";" Licensing ";" 10/14/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000588695&LocationNumber=1&DocumentNumber=5002013773"
"5000588695_1";" Licensing ";" 08/13/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000588695&LocationNumber=1&DocumentNumber=5001826541"
"5000588695_1";" Licensing ";" 06/07/2019 ";" No violations found ***";
"5000588695_1";" Licensing ";" 09/18/2018 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000588695&LocationNumber=1&DocumentNumber=5001267771"
"9000573229_1";" Licensing ";" 06/21/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000573229&LocationNumber=1&DocumentNumber=5003049389"
"9000573229_1";" Licensing ";" 01/22/2021 ";" No violations found ***";
"9000573229_1";" Licensing ";" 09/22/2020 ";" No violations found ***";
"9000573229_1";" Licensing ";" 09/11/2020 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000573229&LocationNumber=1&DocumentNumber=5002547852"
"9000573229_1";" Licensing ";" 12/17/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000573229&LocationNumber=1&DocumentNumber=5002157554"
"9000573229_1";" Licensing ";" 08/22/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000573229&LocationNumber=1&DocumentNumber=5001854375"
"9000573229_1";" Licensing ";" 03/21/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000573229&LocationNumber=1&DocumentNumber=5001605614"
"9000573229_1";" Licensing ";" 09/12/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000573229&LocationNumber=1&DocumentNumber=5001242914"
"9000590559_1";" Licensing ";" 08/19/2021 ";" No violations found ***";
"7000578387_2";" Licensing ";" 08/03/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000578387&LocationNumber=2&DocumentNumber=5003116032"
"7000578387_2";" Licensing ";" 11/16/2020 ";" No violations found ***";
"7000578387_2";" Licensing ";" 07/16/2020 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000578387&LocationNumber=2&DocumentNumber=5002500934"
"7000578387_2";" Licensing ";" 11/20/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000578387&LocationNumber=2&DocumentNumber=5002111643"
"7000578387_2";" Licensing ";" 05/07/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000578387&LocationNumber=2&DocumentNumber=5001638890"
"7000578387_2";" Licensing ";" 01/30/2019 ";" No violations found ***";
"6000590336_1";" Licensing ";" 08/18/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000590336&LocationNumber=1&DocumentNumber=5003118215"
"6000590336_1";" Licensing ";" 05/24/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000590336&LocationNumber=1&DocumentNumber=5002973414"
"6000590336_1";" Licensing ";" 02/11/2021 ";" No violations found ***";
"5000588285_1";" Licensing ";" 01/20/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000588285&LocationNumber=1&DocumentNumber=5002785412"
"5000588285_1";" Licensing ";" 09/30/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000588285&LocationNumber=1&DocumentNumber=5001974887"
"5000588285_1";" Licensing ";" 05/13/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000588285&LocationNumber=1&DocumentNumber=5001664499"
"5000588285_1";" Licensing ";" 02/21/2019 ";" No violations found ***";
"9000559169_1";" Licensing ";" 02/17/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000559169&LocationNumber=1&DocumentNumber=5002829507"
"9000559169_1";" Licensing ";" 10/15/2020 ";" No violations found ***";
"9000559169_1";" Licensing ";" 09/17/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000559169&LocationNumber=1&DocumentNumber=5001948534"
"9000559169_1";" Licensing ";" 06/26/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000559169&LocationNumber=1&DocumentNumber=5001761242"
"9000559169_1";" Licensing ";" 11/28/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000559169&LocationNumber=1&DocumentNumber=5001382175"
"8000560408_4";" Licensing ";" 04/17/2019 ";" Orders Letter ";
"586790_1";" Licensing ";" 07/28/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=586790&LocationNumber=1&DocumentNumber=5003096285"
"586790_1";" Licensing ";" 04/16/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=586790&LocationNumber=1&DocumentNumber=5002939532"
"586790_1";" Licensing ";" 10/07/2020 ";" No violations found ***";
"586790_1";" Licensing ";" 01/29/2020 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=586790&LocationNumber=1&DocumentNumber=5002222294"
"586790_1";" Licensing ";" 09/26/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=586790&LocationNumber=1&DocumentNumber=5001977702"
"586790_1";" Licensing ";" 07/18/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=586790&LocationNumber=1&DocumentNumber=5002831088"
"586790_1";" Licensing ";" 07/03/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=586790&LocationNumber=1&DocumentNumber=5001754411"
"586790_1";" Licensing ";" 03/28/2019 ";" No violations found ***";
"586790_1";" Licensing ";" 03/14/2019 ";" No violations found ***";
"586790_1";" Licensing ";" 03/11/2019 ";" No violations found ***";
"586790_1";" Licensing ";" 01/15/2019 ";" No violations found ***";
"586790_1";" Licensing ";" 01/08/2019 ";" No violations found ***";
"586790_1";" Licensing ";" 12/28/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=586790&LocationNumber=1&DocumentNumber=5001471975"
"586790_1";" Licensing ";" 10/31/2018 ";" No violations found ***";
"586790_1";" Licensing ";" 09/11/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=586790&LocationNumber=1&DocumentNumber=5001245295"
"9000577929_12";" Licensing ";" 05/11/2021 ";" No violations found ***";
"9000577929_12";" Licensing ";" 04/15/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000577929&LocationNumber=12&DocumentNumber=5002917462"
"9000577929_12";" Licensing ";" 09/04/2019 ";" No violations found ***";
"9000577929_12";" Licensing ";" 03/06/2019 ";" No violations found ***";
"9000577929_4";" Licensing ";" 05/11/2021 ";" No violations found ***";
"9000577929_4";" Licensing ";" 04/15/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000577929&LocationNumber=4&DocumentNumber=5002917439"
"9000577929_4";" Licensing ";" 04/23/2019 ";" No violations found ***";
"9000577929_4";" Licensing ";" 04/09/2019 ";" No violations found ***";
"6000584726_2";" Licensing ";" 04/14/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000584726&LocationNumber=2&DocumentNumber=5003065047"
"6000584726_2";" Licensing ";" 02/22/2021 ";" No violations found ***";
"6000584726_2";" Licensing ";" 05/02/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000584726&LocationNumber=2&DocumentNumber=5003065112"
"2000589782_1";" Licensing ";" 04/15/2021 ";" See Violations below";
"2000589782_1";" Licensing ";" 01/02/2020 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000589782&LocationNumber=1&DocumentNumber=5002171803"
"2000589782_1";" Licensing ";" 08/08/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000589782&LocationNumber=1&DocumentNumber=5002173687"
"2000589782_1";" Licensing ";" 05/21/2019 ";" No violations found ***";
"559840_1";" Licensing ";" 06/22/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=559840&LocationNumber=1&DocumentNumber=5003135988"
"559840_1";" Licensing ";" 08/15/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=559840&LocationNumber=1&DocumentNumber=5002363423"
"8000560668_5";" Licensing ";" 01/06/2020 ";" See Violations below";
"8000560668_5";" Licensing ";" 12/04/2019 ";" See Violations below";
"8000560668_5";" Licensing ";" 09/24/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000560668&LocationNumber=5&DocumentNumber=5001405393"
"4000589974_1";" Certification ";" 05/07/2021 ";" No violations found ***";
"4000589974_1";" Certification ";" 01/27/2021 ";" No violations found ***";
"4000589974_1";" Certification ";" 01/08/2020 ";" No violations found ***";
"2000572772_1";" Licensing ";" 06/22/2021 ";" See Violations below";
"2000572772_1";" Licensing ";" 04/06/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000572772&LocationNumber=1&DocumentNumber=5002363424"
"2000572772_1";" Licensing ";" 12/04/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000572772&LocationNumber=1&DocumentNumber=5002363426"
"2000572772_1";" Licensing ";" 11/26/2018 ";" See Violations below";
"8000588968_1";" Licensing ";" 06/17/2021 ";" See Violations below";
"8000588968_1";" Licensing ";" 11/17/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000588968&LocationNumber=1&DocumentNumber=5003049541"
"8000588968_1";" Licensing ";" 03/05/2019 ";" See Violations below";
"8000588968_1";" Licensing ";" 10/11/2018 ";" No violations found ***";
"8000569848_1";" Licensing ";" 11/19/2020 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000569848&LocationNumber=1&DocumentNumber=5002840752"
"8000569848_1";" Licensing ";" 08/08/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000569848&LocationNumber=1&DocumentNumber=5002363401"
"9000556679_1";" Licensing ";" 03/24/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000556679&LocationNumber=1&DocumentNumber=5002905241"
"9000556679_1";" Licensing ";" 02/20/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000556679&LocationNumber=1&DocumentNumber=5002905244"
"9000556679_1";" Licensing ";" 02/05/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000556679&LocationNumber=1&DocumentNumber=5002236286"
"9000556679_1";" Licensing ";" 03/04/2019 ";" See Violations below";
"1000588041_2";" Licensing ";" 06/24/2020 ";" Direct Forfeiture: $400 ";
"8000578448_1";" Licensing ";" 10/03/2018 ";" Direct Forfeiture: $450 ";
"8000588648_1";" Licensing ";" 01/21/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000588648&LocationNumber=1&DocumentNumber=5002768004"
"8000588648_1";" Licensing ";" 11/14/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000588648&LocationNumber=1&DocumentNumber=5002129186"
"8000588648_1";" Licensing ";" 12/13/2018 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000588648&LocationNumber=1&DocumentNumber=5001381911"
"1000588041_3";" Licensing ";" 01/13/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000588041&LocationNumber=3&DocumentNumber=5002755985"
"1000588041_3";" Licensing ";" 11/14/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000588041&LocationNumber=3&DocumentNumber=5002107228"
"1000588041_3";" Licensing ";" 07/03/2019 ";" No violations found ***";
"1000588041_3";" Licensing ";" 03/05/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000588041&LocationNumber=3&DocumentNumber=5001530932"
"1000588041_3";" Licensing ";" 12/13/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000588041&LocationNumber=3&DocumentNumber=5001424129"
"4000589754_1";" Certification ";" 05/03/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000589754&LocationNumber=1&DocumentNumber=5002941619"
"4000589754_1";" Certification ";" 02/28/2020 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000589754&LocationNumber=1&DocumentNumber=5002277417"
"4000589754_1";" Certification ";" 10/30/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000589754&LocationNumber=1&DocumentNumber=5002083801"
"4000589754_1";" Certification ";" 04/30/2019 ";" No violations found ***";
"2000556312_2";" Licensing ";" 01/13/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000556312&LocationNumber=2&DocumentNumber=5002753941"
"2000556312_2";" Licensing ";" 07/03/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000556312&LocationNumber=2&DocumentNumber=5001756151"
"1000577831_1";" Licensing ";" 01/21/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000577831&LocationNumber=1&DocumentNumber=5002789477"
"1000577831_1";" Licensing ";" 05/09/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000577831&LocationNumber=1&DocumentNumber=5001959463"
"1000577831_1";" Licensing ";" 05/06/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000577831&LocationNumber=1&DocumentNumber=5001757478"
"1000577831_1";" Licensing ";" 12/13/2018 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000577831&LocationNumber=1&DocumentNumber=5001381007"
"589500_6";" Licensing ";" 08/10/2021 ";" No violations found ***";
"4000576744_3";" Licensing ";" 08/30/2021 ";" No violations found ***";
"4000576744_3";" Licensing ";" 07/30/2021 ";" No violations found ***";
"4000576744_3";" Licensing ";" 05/26/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000576744&LocationNumber=3&DocumentNumber=5002977228"
"4000576744_3";" Licensing ";" 09/06/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000576744&LocationNumber=3&DocumentNumber=5001945296"
"4000576744_3";" Licensing ";" 05/16/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000576744&LocationNumber=3&DocumentNumber=5001642802"
"4000576744_3";" Licensing ";" 10/22/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000576744&LocationNumber=3&DocumentNumber=5001352120"
"6000586996_1";" Licensing ";" 08/31/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000586996&LocationNumber=1&DocumentNumber=5003144916"
"6000586996_1";" Licensing ";" 06/28/2021 ";" No violations found ***";
"6000586996_1";" Licensing ";" 12/13/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000586996&LocationNumber=1&DocumentNumber=5002127780"
"6000586996_1";" Licensing ";" 06/14/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000586996&LocationNumber=1&DocumentNumber=5001735814"
"6000586996_1";" Licensing ";" 12/06/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000586996&LocationNumber=1&DocumentNumber=5001418517"
"4000584014_3";" Licensing ";" 07/22/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000584014&LocationNumber=3&DocumentNumber=5003110381"
"4000584014_3";" Licensing ";" 06/29/2021 ";" No violations found ***";
"4000584014_3";" Licensing ";" 06/07/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000584014&LocationNumber=3&DocumentNumber=5003073798"
"4000584014_3";" Licensing ";" 02/11/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000584014&LocationNumber=3&DocumentNumber=5002793840"
"4000584014_3";" Licensing ";" 01/06/2021 ";" No violations found ***";
"4000584014_3";" Licensing ";" 10/13/2020 ";" No violations found ***";
"4000584014_3";" Licensing ";" 10/09/2020 ";" No violations found ***";
"4000584014_3";" Licensing ";" 05/28/2020 ";" No violations found ***";
"4000584014_3";" Licensing ";" 01/09/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000584014&LocationNumber=3&DocumentNumber=5002212324"
"4000584014_3";" Licensing ";" 10/01/2019 ";" No violations found ***";
"4000584014_3";" Licensing ";" 08/26/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000584014&LocationNumber=3&DocumentNumber=5001859492"
"4000584014_3";" Licensing ";" 05/28/2019 ";" No violations found ***";
"4000584014_3";" Licensing ";" 04/11/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000584014&LocationNumber=3&DocumentNumber=5001590620"
"4000584014_3";" Licensing ";" 11/15/2018 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000584014&LocationNumber=3&DocumentNumber=5001352449"
"9000572779_2";" Licensing ";" 05/24/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000572779&LocationNumber=2&DocumentNumber=5003090085"
"9000572779_2";" Licensing ";" 11/24/2020 ";" No violations found ***";
"9000572779_2";" Licensing ";" 09/21/2020 ";" No violations found ***";
"9000572779_2";" Licensing ";" 08/18/2020 ";" No violations found ***";
"9000572779_2";" Licensing ";" 01/07/2020 ";" No violations found ***";
"9000572779_2";" Licensing ";" 10/02/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000572779&LocationNumber=2&DocumentNumber=5002034355"
"9000572779_2";" Licensing ";" 06/06/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000572779&LocationNumber=2&DocumentNumber=5002899184"
"9000572779_2";" Licensing ";" 12/19/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000572779&LocationNumber=2&DocumentNumber=5001462493"
"6000584186_1";" Licensing ";" 05/25/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000584186&LocationNumber=1&DocumentNumber=5003018395"
"6000584186_1";" Licensing ";" 09/25/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000584186&LocationNumber=1&DocumentNumber=5001983778"
"6000584186_1";" Licensing ";" 10/11/2018 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000584186&LocationNumber=1&DocumentNumber=5001342145"
"6000586996_2";" Licensing ";" 06/14/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000586996&LocationNumber=2&DocumentNumber=5001757423"
"1000566161_2";" Licensing ";" 05/05/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000566161&LocationNumber=2&DocumentNumber=5003011549"
"1000566161_2";" Licensing ";" 12/16/2020 ";" No violations found ***";
"1000566161_2";" Licensing ";" 12/10/2020 ";" No violations found ***";
"1000566161_2";" Licensing ";" 11/04/2020 ";" No violations found ***";
"1000566161_2";" Licensing ";" 05/13/2020 ";" No violations found ***";
"1000566161_2";" Licensing ";" 02/10/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000566161&LocationNumber=2&DocumentNumber=5002245979"
"1000566161_2";" Licensing ";" 09/24/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000566161&LocationNumber=2&DocumentNumber=5001965119"
"1000566161_2";" Licensing ";" 03/28/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000566161&LocationNumber=2&DocumentNumber=5001589329"
"1000566161_2";" Licensing ";" 09/17/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000566161&LocationNumber=2&DocumentNumber=5001280567"
"587810_1";" Licensing ";" 06/08/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=587810&LocationNumber=1&DocumentNumber=5003070816"
"587810_1";" Licensing ";" 04/18/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=587810&LocationNumber=1&DocumentNumber=5001627913"
"8000578698_1";" Licensing ";" 08/20/2020 ";" No violations found ***";
"8000578698_1";" Licensing ";" 11/06/2019 ";" No violations found ***";
"8000578698_1";" Licensing ";" 05/21/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000578698&LocationNumber=1&DocumentNumber=5001691097"
"8000578698_1";" Licensing ";" 03/05/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000578698&LocationNumber=1&DocumentNumber=5001524853"
"8000578698_1";" Licensing ";" 09/11/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000578698&LocationNumber=1&DocumentNumber=5001276647"
"6000585806_1";" Licensing ";" 03/05/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000585806&LocationNumber=1&DocumentNumber=5002826285"
"6000585806_1";" Licensing ";" 07/30/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000585806&LocationNumber=1&DocumentNumber=5002129473"
"7000586137_2";" Licensing ";" 07/27/2021 ";" No violations found ***";
"2000590302_1";" Certification ";" 02/01/2021 ";" No violations found ***";
"1000589771_1";" Licensing ";" 03/19/2020 ";" No violations found ***";
"1000589771_1";" Licensing ";" 08/29/2019 ";" No violations found ***";
"1000589771_1";" Licensing ";" 05/17/2019 ";" No violations found ***";
"5000588805_1";" Licensing ";" 04/23/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000588805&LocationNumber=1&DocumentNumber=5002998940"
