"FacilityID";"TypeofRegulation";"Date";"Details";"Results"
"7000589497_1";" Certification ";" 01/14/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000589497&LocationNumber=1&DocumentNumber=5002280979"
"1000582091_1";" Licensing ";" 09/16/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000582091&LocationNumber=1&DocumentNumber=5002585265"
"1000582091_1";" Licensing ";" 04/23/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000582091&LocationNumber=1&DocumentNumber=5001626368"
"7000588897_1";" Certification ";" 10/09/2019 ";" No violations found ***";
"7000588897_1";" Certification ";" 08/28/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000588897&LocationNumber=1&DocumentNumber=5001870509"
"7000588897_1";" Certification ";" 08/19/2019 ";" No violations found ***";
"3000589733_1";" Licensing ";" 06/09/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000589733&LocationNumber=1&DocumentNumber=5003067617"
"3000589733_1";" Licensing ";" 10/01/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000589733&LocationNumber=1&DocumentNumber=5002024603"
"3000589733_1";" Licensing ";" 08/16/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000589733&LocationNumber=1&DocumentNumber=5001854398"
"3000589733_1";" Licensing ";" 05/29/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000589733&LocationNumber=1&DocumentNumber=5001695472"
"3000589733_1";" Licensing ";" 04/09/2019 ";" No violations found ***";
"3000589733_1";" Licensing ";" 03/18/2019 ";" No violations found ***";
"8000588938_1";" Licensing ";" 05/24/2019 ";" Orders Letter ";
"8000588938_1";" Licensing ";" 10/31/2018 ";" Orders Letter ";
"9000589829_1";" Licensing ";" 03/08/2021 ";" No violations found ***";
"9000589829_1";" Certification ";" 07/30/2020 ";" No violations found ***";
"9000589829_1";" Certification ";" 02/28/2020 ";" No violations found ***";
"9000589829_1";" Certification ";" 10/22/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000589829&LocationNumber=1&DocumentNumber=5002063358"
"9000589829_1";" Certification ";" 07/29/2019 ";" No violations found ***";
"4000589394_2";" Licensing ";" 07/24/2020 ";" Orders Letter ";
"4000589394_2";" Licensing ";" 07/01/2020 ";" Second Probationary License Due To Noncompliance ";
"4000589394_2";" Licensing ";" 03/26/2020 ";" Warning Letter ";
"590100_1";" Certification ";" 07/30/2020 ";" No violations found ***";
"8000589988_1";" Licensing ";" 12/09/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000589988&LocationNumber=1&DocumentNumber=5002748612"
"8000589988_1";" Licensing ";" 03/17/2020 ";" No violations found ***";
"8000589988_1";" Licensing ";" 03/13/2020 ";" No violations found ***";
"8000589988_1";" Licensing ";" 03/10/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000589988&LocationNumber=1&DocumentNumber=5002327268"
"8000589988_1";" Licensing ";" 01/29/2020 ";" No violations found ***";
"589710_1";" Licensing ";" 05/07/2019 ";" Warning Letter ";
"5000589495_1";" Licensing ";" 07/21/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000589495&LocationNumber=1&DocumentNumber=5003113655"
"5000589495_1";" Licensing ";" 10/02/2019 ";" No violations found ***";
"5000589495_1";" Licensing ";" 06/25/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000589495&LocationNumber=1&DocumentNumber=5001760858"
"5000589495_1";" Licensing ";" 09/25/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000589495&LocationNumber=1&DocumentNumber=5001271471"
"8000581128_1";" Certification ";" 10/07/2020 ";" No violations found ***";
"8000581128_1";" Certification ";" 07/08/2020 ";" No violations found ***";
"8000581128_1";" Certification ";" 11/19/2019 ";" No violations found ***";
"8000581128_1";" Certification ";" 04/01/2019 ";" No violations found ***";
"8000581128_1";" Certification ";" 03/19/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000581128&LocationNumber=1&DocumentNumber=5001575622"
"6000590366_1";" Licensing ";" 08/24/2021 ";" No violations found ***";
"6000590366_1";" Licensing ";" 06/01/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000590366&LocationNumber=1&DocumentNumber=5002997503"
"6000590366_1";" Licensing ";" 03/04/2021 ";" No violations found ***";
"9000589809_1";" Certification ";" 07/10/2019 ";" No violations found ***";
"3000585693_2";" Licensing ";" 04/21/2021 ";" Warning Letter ";
"3000585693_2";" Licensing ";" 03/31/2021 ";" Warning Letter ";
"3000585693_2";" Licensing ";" 10/09/2020 ";" Warning Letter ";
"3000585693_2";" Licensing ";" 03/09/2020 ";" Direct Forfeiture: $200 ";
"3000585693_2";" Licensing ";" 03/09/2020 ";" Orders Letter ";
"3000562523_1";" Certification ";" 11/25/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000562523&LocationNumber=1&DocumentNumber=5002123275"
"7000566177_1";" Certification ";" 06/22/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000566177&LocationNumber=1&DocumentNumber=5003111458"
"7000566177_1";" Certification ";" 11/19/2019 ";" No violations found ***";
"7000566177_1";" Certification ";" 07/19/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000566177&LocationNumber=1&DocumentNumber=5001788497"
"7000566177_1";" Certification ";" 04/09/2019 ";" No violations found ***";
"7000566177_1";" Certification ";" 03/22/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000566177&LocationNumber=1&DocumentNumber=5001582837"
"3000589153_1";" Licensing ";" 08/13/2019 ";" Revocation ";
"1000575561_2";" Licensing ";" 02/20/2020 ";" Warning Letter ";
"2000583352_1";" Licensing ";" 07/13/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000583352&LocationNumber=1&DocumentNumber=5003091121"
"2000583352_1";" Licensing ";" 11/25/2019 ";" No violations found ***";
"2000583352_1";" Licensing ";" 08/06/2019 ";" See Violations below";
"2000583352_1";" Licensing ";" 04/17/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000583352&LocationNumber=1&DocumentNumber=5001631794"
"3000589493_1";" Licensing ";" 01/26/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000589493&LocationNumber=1&DocumentNumber=5002781573"
"3000589493_1";" Licensing ";" 10/31/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000589493&LocationNumber=1&DocumentNumber=5002060757"
"3000589493_1";" Licensing ";" 11/16/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000589493&LocationNumber=1&DocumentNumber=5001373908"
"9000589889_1";" Licensing ";" 11/04/2020 ";" Warning Letter ";
"9000589889_1";" Licensing ";" 03/20/2020 ";" Orders Letter ";
"9000589889_1";" Licensing ";" 01/08/2020 ";" Warning Letter ";
"2000589612_1";" Certification ";" 05/15/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000589612&LocationNumber=1&DocumentNumber=5001695306"
"2000589612_1";" Certification ";" 10/15/2018 ";" No violations found ***";
"2000589612_1";" Certification ";" 10/09/2018 ";" See Violations below";
"581410_3";" Licensing ";" 10/21/2019 ";" Orders Letter ";
"6000583666_1";" Certification ";" 05/28/2020 ";" No violations found ***";
"6000583666_1";" Certification ";" 11/19/2019 ";" No violations found ***";
"6000583666_1";" Certification ";" 07/22/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000583666&LocationNumber=1&DocumentNumber=5001788116"
"6000583666_1";" Certification ";" 10/23/2018 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000583666&LocationNumber=1&DocumentNumber=5001291233"
"1000589941_1";" Licensing ";" 02/19/2020 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000589941&LocationNumber=1&DocumentNumber=5002247270"
"1000589941_1";" Licensing ";" 11/26/2019 ";" No violations found ***";
"9000588079_1";" Licensing ";" 03/24/2021 ";" Direct Forfeiture: $200 ";
"9000588079_1";" Licensing ";" 03/24/2021 ";" Orders Letter ";
"9000588079_1";" Licensing ";" 05/21/2019 ";" Warning Letter ";
"9000588079_2";" Licensing ";" 04/05/2021 ";" Forfeiture: $100 ";
"9000588079_2";" Licensing ";" 04/05/2021 ";" Orders Letter ";
"9000588079_2";" Licensing ";" 08/27/2019 ";" Orders Letter ";
"2000589972_1";" Licensing ";" 06/18/2021 ";" See Violations below";
"2000589972_1";" Licensing ";" 02/26/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000589972&LocationNumber=1&DocumentNumber=5002458669"
"2000589972_1";" Licensing ";" 01/08/2020 ";" No violations found ***";
"5000582555_1";" Licensing ";" 07/13/2020 ";" No violations found ***";
"5000582555_1";" Licensing ";" 10/09/2019 ";" See Violations below";
"5000582555_1";" Licensing ";" 09/05/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000582555&LocationNumber=1&DocumentNumber=5001941974"
"5000582555_1";" Licensing ";" 01/15/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000582555&LocationNumber=1&DocumentNumber=5001480911"
"8000589528_1";" Licensing ";" 01/05/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000589528&LocationNumber=1&DocumentNumber=5002752965"
"8000589528_1";" Licensing ";" 03/10/2020 ";" No violations found ***";
"8000589528_1";" Licensing ";" 11/14/2019 ";" See Violations below";
"8000589528_1";" Licensing ";" 08/13/2019 ";" No violations found ***";
"8000589528_1";" Licensing ";" 05/07/2019 ";" No violations found ***";
"8000589528_1";" Licensing ";" 11/15/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000589528&LocationNumber=1&DocumentNumber=5001373907"
"8000589528_1";" Licensing ";" 09/19/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000589528&LocationNumber=1&DocumentNumber=5001278957"
"3000589653_1";" Certification ";" 01/02/2020 ";" No violations found ***";
"3000589653_1";" Certification ";" 07/15/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000589653&LocationNumber=1&DocumentNumber=5001816964"
"3000589653_1";" Certification ";" 12/06/2018 ";" No violations found ***";
"9000562449_1";" Certification ";" 11/20/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000562449&LocationNumber=1&DocumentNumber=5002162790"
"5000589865_1";" Certification ";" 08/05/2021 ";" See Violations below";
"5000589865_1";" Licensing ";" 07/12/2021 ";" No violations found ***";
"5000589865_1";" Certification ";" 09/14/2020 ";" No violations found ***";
"5000589865_1";" Certification ";" 08/27/2019 ";" No violations found ***";
"5000589865_1";" Certification ";" 07/15/2019 ";" No violations found ***";
"1000587331_1";" Licensing ";" 11/25/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000587331&LocationNumber=1&DocumentNumber=5002099666"
"1000587331_1";" Licensing ";" 03/28/2019 ";" See Violations below";
"1000587331_1";" Licensing ";" 09/14/2018 ";" No violations found ***";
"4000589634_1";" Licensing ";" 06/16/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000589634&LocationNumber=1&DocumentNumber=5003053180"
"4000589634_1";" Licensing ";" 10/28/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000589634&LocationNumber=1&DocumentNumber=5002212610"
"4000589634_1";" Licensing ";" 04/04/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000589634&LocationNumber=1&DocumentNumber=5001611238"
"4000589634_1";" Licensing ";" 01/04/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000589634&LocationNumber=1&DocumentNumber=5001459820"
"4000589634_1";" Licensing ";" 10/19/2018 ";" No violations found ***";
"4000589634_1";" Licensing ";" 09/17/2018 ";" No violations found ***";
"8000590008_1";" Licensing ";" 08/25/2021 ";" Orders Letter ";
"8000590008_1";" Licensing ";" 08/26/2020 ";" Warning Letter ";
"5000589565_1";" Certification ";" 09/15/2020 ";" No violations found ***";
"5000589565_1";" Certification ";" 02/12/2020 ";" No violations found ***";
"5000589565_1";" Certification ";" 01/14/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000589565&LocationNumber=1&DocumentNumber=5002281031"
"5000589565_1";" Certification ";" 11/19/2019 ";" No violations found ***";
"5000589565_1";" Certification ";" 04/01/2019 ";" No violations found ***";
"5000589565_1";" Certification ";" 03/15/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000589565&LocationNumber=1&DocumentNumber=5001575754"
"5000589565_1";" Certification ";" 02/19/2019 ";" No violations found ***";
"5000581555_1";" Licensing ";" 12/21/2018 ";" Warning Letter ";
"4000587654_2";" Licensing ";" 11/01/2019 ";" Warning Letter ";
"2000587202_1";" Licensing ";" 11/08/2018 ";" Warning Letter ";
"7000588367_1";" Licensing ";" 02/16/2021 ";" Orders Letter ";
"7000588367_1";" Licensing ";" 11/06/2020 ";" Revocation ";
"7000588367_1";" Licensing ";" 11/21/2018 ";" Forfeiture: $50 ";
"2000589842_1";" Certification ";" 08/04/2021 ";" See Violations below";
"2000589842_1";" Certification ";" 03/04/2020 ";" No violations found ***";
"2000589842_1";" Certification ";" 11/07/2019 ";" See Violations below";
"2000589842_1";" Certification ";" 08/07/2019 ";" No violations found ***";
"6000589906_1";" Certification ";" 10/09/2019 ";" No violations found ***";
"588530_2";" Licensing ";" 10/21/2020 ";" Warning Letter ";
"588530_2";" Licensing ";" 01/31/2020 ";" Revocation ";
"588530_2";" Licensing ";" 06/11/2019 ";" Warning Letter ";
"582630_1";" Licensing ";" 07/19/2021 ";" See Violations below";
"582630_1";" Licensing ";" 07/06/2021 ";" See Violations below";
"582630_1";" Licensing ";" 04/21/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=582630&LocationNumber=1&DocumentNumber=5002954538"
"582630_1";" Licensing ";" 02/01/2021 ";" No violations found ***";
"582630_1";" Licensing ";" 12/14/2020 ";" No violations found ***";
"5000589605_1";" Licensing ";" 07/02/2021 ";" See Violations below";
"5000589605_1";" Licensing ";" 07/21/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000589605&LocationNumber=1&DocumentNumber=5002494851"
"5000589605_1";" Licensing ";" 07/06/2020 ";" See Violations below";
"5000589605_1";" Licensing ";" 01/13/2020 ";" No violations found ***";
"5000589605_1";" Certification ";" 12/02/2019 ";" See Violations below";
"5000589605_1";" Licensing ";" 10/08/2019 ";" No violations found ***";
"5000589605_1";" Certification ";" 03/14/2019 ";" No violations found ***";
"5000589605_1";" Certification ";" 02/11/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000589605&LocationNumber=1&DocumentNumber=5001516980"
"5000589605_1";" Certification ";" 10/11/2018 ";" No violations found ***";
"5000589605_1";" Certification ";" 10/08/2018 ";" See Violations below";
"5000589605_1";" Certification ";" 10/01/2018 ";" See Violations below";
"7000570847_1";" Licensing ";" 11/15/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000570847&LocationNumber=1&DocumentNumber=5002360128"
"7000570847_1";" Licensing ";" 12/05/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000570847&LocationNumber=1&DocumentNumber=5001424347"
"4000589924_1";" Licensing ";" 07/12/2021 ";" See Violations below";
"4000589924_1";" Certification ";" 09/08/2020 ";" No violations found ***";
"4000589924_1";" Certification ";" 02/17/2020 ";" See Violations below";
"4000589924_1";" Certification ";" 02/10/2020 ";" No violations found ***";
"4000589924_1";" Certification ";" 11/06/2019 ";" No violations found ***";
"1000581871_1";" Licensing ";" 06/30/2021 ";" Warning Letter ";
"1000581871_1";" Licensing ";" 01/16/2019 ";" Warning Letter ";
"1000587761_1";" Licensing ";" 07/12/2021 ";" See Violations below";
"1000587761_1";" Certification ";" 04/30/2021 ";" No violations found ***";
"1000587761_1";" Certification ";" 04/28/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000587761&LocationNumber=1&DocumentNumber=5002920944"
"1000587761_1";" Certification ";" 01/14/2020 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000587761&LocationNumber=1&DocumentNumber=5002185118"
"1000587761_1";" Certification ";" 11/19/2019 ";" No violations found ***";
"1000587761_1";" Certification ";" 04/19/2019 ";" No violations found ***";
"1000587761_1";" Certification ";" 04/16/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000587761&LocationNumber=1&DocumentNumber=5001619615"
"1000587761_1";" Certification ";" 04/09/2019 ";" No violations found ***";
"1000587761_1";" Certification ";" 03/13/2019 ";" No violations found ***";
"1000587761_1";" Certification ";" 02/05/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000587761&LocationNumber=1&DocumentNumber=5001582834"
"2000589252_1";" Licensing ";" 02/19/2019 ";" Warning Letter ";
"1000570391_2";" Licensing ";" 11/06/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000570391&LocationNumber=2&DocumentNumber=5002066146"
"1000570391_2";" Licensing ";" 10/10/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000570391&LocationNumber=2&DocumentNumber=5002013217"
"1000570391_2";" Licensing ";" 07/08/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000570391&LocationNumber=2&DocumentNumber=5001797889"
"1000570391_2";" Licensing ";" 05/10/2019 ";" No violations found ***";
"1000570391_2";" Licensing ";" 02/04/2019 ";" No violations found ***";
"7000589707_1";" Licensing ";" 02/19/2021 ";" See Violations below";
"7000589707_1";" Licensing ";" 07/22/2020 ";" No violations found ***";
"7000589707_1";" Licensing ";" 07/07/2020 ";" See Violations below";
"7000589707_1";" Licensing ";" 01/29/2020 ";" No violations found ***";
"7000589707_1";" Certification ";" 12/12/2019 ";" No violations found ***";
"7000589707_1";" Certification ";" 09/10/2019 ";" No violations found ***";
"7000589707_1";" Certification ";" 09/09/2019 ";" No violations found ***";
"7000589707_1";" Certification ";" 07/19/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000589707&LocationNumber=1&DocumentNumber=5001863032"
"7000589707_1";" Certification ";" 04/03/2019 ";" No violations found ***";
"7000589707_1";" Certification ";" 03/11/2019 ";" No violations found ***";
"7000589707_1";" Certification ";" 02/27/2019 ";" No violations found ***";
"7000589707_1";" Certification ";" 02/21/2019 ";" No violations found ***";
"5000570075_1";" Licensing ";" 08/20/2020 ";" Forfeiture: $600 ";
"5000570075_1";" Licensing ";" 08/20/2020 ";" Orders Letter ";
"5000570075_1";" Licensing ";" 08/09/2019 ";" Direct Forfeiture: $450 ";
"5000570075_1";" Licensing ";" 11/06/2018 ";" Forfeiture: $400 ";
"5000570075_1";" Licensing ";" 11/06/2018 ";" Orders Letter ";
"8000584208_1";" Licensing ";" 05/27/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000584208&LocationNumber=1&DocumentNumber=5003014786"
"8000584208_1";" Licensing ";" 05/09/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000584208&LocationNumber=1&DocumentNumber=5001681775"
"8000584208_1";" Licensing ";" 01/31/2019 ";" No violations found ***";
"6000590046_1";" Licensing ";" 12/13/2019 ";" Denial ";
"1000587471_2";" Licensing ";" 10/03/2019 ";" Warning Letter ";
"4000589474_2";" Licensing ";" 11/20/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000589474&LocationNumber=2&DocumentNumber=5002766629"
"4000589474_2";" Licensing ";" 09/16/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000589474&LocationNumber=2&DocumentNumber=5002664096"
"4000589474_2";" Licensing ";" 09/08/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000589474&LocationNumber=2&DocumentNumber=5002633751"
"4000589474_2";" Licensing ";" 07/22/2020 ";" See Violations below";
"4000589474_2";" Licensing ";" 03/05/2020 ";" See Violations below";
"4000589474_2";" Licensing ";" 01/02/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000589474&LocationNumber=2&DocumentNumber=5002191193"
"4000589474_2";" Licensing ";" 09/17/2019 ";" No violations found ***";
"3000588053_2";" Licensing ";" 01/10/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000588053&LocationNumber=2&DocumentNumber=5002187612"
"3000588053_2";" Licensing ";" 12/02/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000588053&LocationNumber=2&DocumentNumber=5002123415"
"3000588053_2";" Licensing ";" 11/22/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000588053&LocationNumber=2&DocumentNumber=5002187610"
"3000588053_2";" Licensing ";" 05/15/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000588053&LocationNumber=2&DocumentNumber=5001683673"
"3000588053_2";" Licensing ";" 12/17/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000588053&LocationNumber=2&DocumentNumber=5001475322"
"3000588053_2";" Licensing ";" 09/14/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000588053&LocationNumber=2&DocumentNumber=5001275697"
"4000590164_1";" Licensing ";" 07/12/2021 ";" See Violations below";
"4000590164_1";" Certification ";" 09/14/2020 ";" No violations found ***";
"4000590164_1";" Certification ";" 09/10/2020 ";" No violations found ***";
"2000585522_2";" Licensing ";" 02/22/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000585522&LocationNumber=2&DocumentNumber=5002830836"
"2000585522_2";" Licensing ";" 01/22/2020 ";" No violations found ***";
"2000585522_2";" Licensing ";" 07/31/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000585522&LocationNumber=2&DocumentNumber=5001877645"
"2000585522_2";" Licensing ";" 02/01/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000585522&LocationNumber=2&DocumentNumber=5001490647"
"2000585522_1";" Licensing ";" 03/11/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000585522&LocationNumber=1&DocumentNumber=5002903464"
"2000585522_1";" Licensing ";" 05/06/2019 ";" See Violations below";
"2000585522_1";" Licensing ";" 04/03/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000585522&LocationNumber=1&DocumentNumber=5001592081"
"2000589222_1";" Licensing ";" 01/06/2020 ";" See Violations below";
"2000589222_1";" Licensing ";" 11/27/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000589222&LocationNumber=1&DocumentNumber=5002115899"
"2000589222_1";" Licensing ";" 12/19/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000589222&LocationNumber=1&DocumentNumber=5001422076"
"590070_1";" Licensing ";" 11/18/2020 ";" Warning Letter ";
"9000568689_1";" Certification ";" 08/27/2021 ";" No violations found ***";
"9000568689_1";" Certification ";" 10/14/2019 ";" No violations found ***";
"9000568689_1";" Certification ";" 04/30/2019 ";" No violations found ***";
"6000569646_1";" Licensing ";" 11/19/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000569646&LocationNumber=1&DocumentNumber=5002097832"
"6000569646_1";" Licensing ";" 10/07/2019 ";" See Violations below";
"6000569646_1";" Licensing ";" 02/27/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000569646&LocationNumber=1&DocumentNumber=5001564446"
"7000582237_1";" Licensing ";" 01/08/2021 ";" See Violations below";
"7000582237_1";" Licensing ";" 08/12/2020 ";" No violations found ***";
"7000582237_1";" Licensing ";" 07/09/2020 ";" No violations found ***";
"1000589701_1";" Licensing ";" 01/13/2021 ";" Revocation ";
"1000589701_1";" Licensing ";" 07/25/2019 ";" Warning Letter ";
"1000589701_1";" Licensing ";" 05/10/2019 ";" Warning Letter ";
"5000589975_1";" Licensing ";" 06/29/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000589975&LocationNumber=1&DocumentNumber=5002479552"
"5000589975_1";" Licensing ";" 12/30/2019 ";" No violations found ***";
"5000589975_1";" Licensing ";" 12/23/2019 ";" No violations found ***";
"5000589975_1";" Licensing ";" 12/12/2019 ";" No violations found ***";
"3000588073_1";" Licensing ";" 09/02/2021 ";" See Violations below";
"3000588073_1";" Licensing ";" 03/10/2021 ";" No violations found ***";
"3000588073_1";" Licensing ";" 11/06/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000588073&LocationNumber=1&DocumentNumber=5002068645"
"3000588073_1";" Licensing ";" 10/10/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000588073&LocationNumber=1&DocumentNumber=5002040284"
"3000588073_1";" Licensing ";" 04/12/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000588073&LocationNumber=1&DocumentNumber=5001591007"
"3000588073_1";" Licensing ";" 09/11/2018 ";" No violations found ***";
"4000570674_1";" Licensing ";" 06/14/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000570674&LocationNumber=1&DocumentNumber=5001769438"
"5000589035_1";" Licensing ";" 08/05/2020 ";" Warning Letter ";
"5000589035_1";" Licensing ";" 03/21/2019 ";" Warning Letter ";
"2000590072_1";" Licensing ";" 09/16/2020 ";" Warning Letter ";
"8000589318_1";" Certification ";" 05/18/2021 ";" No violations found ***";
"8000589318_1";" Certification ";" 12/23/2019 ";" No violations found ***";
"8000589318_1";" Certification ";" 10/10/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000589318&LocationNumber=1&DocumentNumber=5001980495"
"8000589318_1";" Certification ";" 02/21/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000589318&LocationNumber=1&DocumentNumber=5001520764"
"3000589913_1";" Licensing ";" 06/23/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000589913&LocationNumber=1&DocumentNumber=5003112399"
"3000589913_1";" Licensing ";" 04/15/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000589913&LocationNumber=1&DocumentNumber=5002920915"
"3000589913_1";" Licensing ";" 02/23/2021 ";" No violations found ***";
"3000589913_1";" Certification ";" 01/17/2020 ";" No violations found ***";
