"ProviderUID";"CertificateNumber";"Category";"Type";"Status";"IssueDate";"ExpirationDate"
"3bdeefbb6a1fdf8dd48aacbb6239cde6";"CER-00153368";"Certificate of Compliance";"Provisional";"Closed";"10/11/2019";"04/11/2020"
"3bdeefbb6a1fdf8dd48aacbb6239cde6";"CER-00158680";"Certificate of Compliance";"Regular";"Awaiting Renewal";"02/28/2020";"02/28/2021"
"3bdeefbb6a1fdf8dd48aacbb6239cde6";"CER-00168204";"Certificate of Compliance";"Regular";"Granted";"02/28/2021";"02/28/2022"
"9080047ad70058650f294df40c57c8ad";"CER-00085165";"Certificate of Compliance";"Regular";"Closed";"05/09/2015";"05/09/2016"
"9080047ad70058650f294df40c57c8ad";"CER-00092504";"Certificate of Compliance";"Regular";"Closed";"05/09/2016";"05/09/2017"
"9080047ad70058650f294df40c57c8ad";"CER-00111223";"Certificate of Compliance";"Regular";"Closed";"05/09/2017";"05/09/2018"
"9080047ad70058650f294df40c57c8ad";"CER-00126429";"Certificate of Compliance";"Regular";"Closed";"05/09/2018";"05/09/2019"
"9080047ad70058650f294df40c57c8ad";"CER-00141958";"Certificate of Compliance";"Regular";"Closed";"05/09/2019";"05/09/2020"
"9080047ad70058650f294df40c57c8ad";"CER-00158137";"Certificate of Compliance";"Regular";"Granted";"05/09/2020";"05/09/2021"
"e314a1a652d18a63871705cad777b9a5";"CER-00080169";"Certificate of Compliance";"Regular";"Closed";"03/04/2015";"03/05/2016"
"e314a1a652d18a63871705cad777b9a5";"CER-00090697";"Certificate of Compliance";"Regular";"Closed";"03/05/2016";"03/05/2017"
"e314a1a652d18a63871705cad777b9a5";"CER-00104222";"Certificate of Compliance";"Regular";"Closed";"03/05/2017";"03/05/2018"
"e314a1a652d18a63871705cad777b9a5";"CER-00123508";"Certificate of Compliance";"Regular";"Closed";"03/05/2018";"03/05/2019"
"e314a1a652d18a63871705cad777b9a5";"CER-00139864";"Certificate of Compliance";"Regular";"Closed";"03/05/2019";"03/05/2020"
"e314a1a652d18a63871705cad777b9a5";"CER-00157131";"Certificate of Compliance";"Regular";"Awaiting Renewal";"03/05/2020";"03/05/2021"
"eda68b5613c6c59387e73d566a614f05";"CER-00088237";"Certificate of Compliance";"Regular";"Closed";"11/29/2015";"11/29/2016"
"eda68b5613c6c59387e73d566a614f05";"CER-00101090";"Certificate of Compliance";"Regular";"Closed";"11/29/2016";"11/29/2017"
"eda68b5613c6c59387e73d566a614f05";"CER-00120906";"Certificate of Compliance";"Regular";"Closed";"11/29/2017";"11/29/2018"
"eda68b5613c6c59387e73d566a614f05";"CER-00133663";"Certificate of Compliance";"Regular";"Closed";"11/29/2018";"11/29/2019"
"eda68b5613c6c59387e73d566a614f05";"CER-00153597";"Certificate of Compliance";"Regular";"Awaiting Renewal";"11/29/2019";"11/29/2020"
"605a53581d3956f13b95c409fe99a953";"CER-00081637";"Certificate of Compliance";"Regular";"Closed";"05/01/2015";"05/01/2016"
"605a53581d3956f13b95c409fe99a953";"CER-00094144";"Certificate of Compliance";"Regular";"Closed";"05/01/2016";"05/01/2017"
"605a53581d3956f13b95c409fe99a953";"CER-00110532";"Certificate of Compliance";"Regular";"Closed";"05/01/2017";"05/01/2018"
"605a53581d3956f13b95c409fe99a953";"CER-00125313";"Certificate of Compliance";"Regular";"Closed";"05/01/2018";"05/01/2019"
"605a53581d3956f13b95c409fe99a953";"CER-00142422";"Certificate of Compliance";"Regular";"Closed";"05/01/2019";"05/01/2020"
"605a53581d3956f13b95c409fe99a953";"CER-00158025";"Certificate of Compliance";"Regular";"Granted";"05/01/2020";"05/01/2021"
"58408d4ec3f21c963066de134bcae24a";"CER-00084269";"Certificate of Compliance";"Regular";"Closed";"05/21/2015";"05/21/2016"
"58408d4ec3f21c963066de134bcae24a";"CER-00095532";"Certificate of Compliance";"Regular";"Closed";"05/21/2016";"05/21/2017"
"58408d4ec3f21c963066de134bcae24a";"CER-00110915";"Certificate of Compliance";"Regular";"Closed";"05/21/2017";"01/21/2018"
"58408d4ec3f21c963066de134bcae24a";"CER-00121824";"Certificate of Compliance";"Regular";"Closed";"01/21/2018";"01/21/2019"
"58408d4ec3f21c963066de134bcae24a";"CER-00138770";"Certificate of Compliance";"Regular";"Closed";"01/21/2019";"01/21/2020"
"58408d4ec3f21c963066de134bcae24a";"CER-00154298";"Certificate of Compliance";"Regular";"Awaiting Renewal";"01/21/2020";"01/21/2021"
"58408d4ec3f21c963066de134bcae24a";"CER-00168339";"Certificate of Compliance";"Regular";"Granted";"01/21/2021";"01/21/2022"
"79d927cfa1a8a0ea14b3b3a990e71fd1";"CER-00128603";"Certificate of Compliance";"Regular";"Closed";"05/01/2018";"07/26/2018"
"79d927cfa1a8a0ea14b3b3a990e71fd1";"CER-00134222";"Certificate of Compliance";"Regular";"Closed";"07/26/2018";"07/26/2019"
"79d927cfa1a8a0ea14b3b3a990e71fd1";"CER-00146072";"Certificate of Compliance";"Regular";"Closed";"07/26/2019";"07/26/2020"
"79d927cfa1a8a0ea14b3b3a990e71fd1";"CER-00163046";"Certificate of Compliance";"Regular";"Granted";"07/26/2020";"07/26/2021"
"8f94a935f7b6c7c98d73d90da82695d3";"CER-00084139";"Certificate of Compliance";"Regular";"Closed";"06/13/2015";"06/13/2016"
"8f94a935f7b6c7c98d73d90da82695d3";"CER-00094579";"Certificate of Compliance";"Regular";"Closed";"06/13/2016";"06/13/2017"
"8f94a935f7b6c7c98d73d90da82695d3";"CER-00111854";"Certificate of Compliance";"Regular";"Closed";"06/13/2017";"06/13/2018"
"8f94a935f7b6c7c98d73d90da82695d3";"CER-00129771";"Certificate of Compliance";"Regular";"Closed";"06/13/2018";"06/13/2019"
"8f94a935f7b6c7c98d73d90da82695d3";"CER-00140010";"Certificate of Compliance";"Regular";"Closed";"01/09/2019";"06/13/2019"
"8f94a935f7b6c7c98d73d90da82695d3";"CER-00145282";"Certificate of Compliance";"Regular";"Closed";"06/13/2019";"06/13/2020"
"8f94a935f7b6c7c98d73d90da82695d3";"CER-00160696";"Certificate of Compliance";"Regular";"Granted";"06/13/2020";"06/13/2021"
"ec6af0b52830af2d80ad434121537cc1";"CER-00084284";"Certificate of Compliance";"Regular";"Closed";"06/06/2015";"06/06/2016"
"ec6af0b52830af2d80ad434121537cc1";"CER-00094580";"Certificate of Compliance";"Regular";"Closed";"06/06/2016";"06/06/2017"
"ec6af0b52830af2d80ad434121537cc1";"CER-00110696";"Certificate of Compliance";"Regular";"Closed";"06/06/2017";"06/06/2018"
"ec6af0b52830af2d80ad434121537cc1";"CER-00127155";"Certificate of Compliance";"Regular";"Closed";"06/06/2018";"06/06/2019"
"ec6af0b52830af2d80ad434121537cc1";"CER-00143199";"Certificate of Compliance";"Regular";"Closed";"06/06/2019";"06/06/2020"
"ec6af0b52830af2d80ad434121537cc1";"CER-00162773";"Certificate of Compliance";"Regular";"Granted";"06/06/2020";"06/06/2021"
"8832c120cd47f1dbd864e68e600f6cd8";"CER-00130344";"Certificate of Compliance";"Provisional";"Closed";"06/11/2018";"12/11/2018"
"8832c120cd47f1dbd864e68e600f6cd8";"CER-00138182";"Certificate of Compliance";"Regular";"Closed";"11/29/2018";"11/29/2019"
"8832c120cd47f1dbd864e68e600f6cd8";"CER-00151484";"Certificate of Compliance";"Regular";"Closed";"11/29/2019";"11/29/2020"
"8832c120cd47f1dbd864e68e600f6cd8";"CER-00166570";"Certificate of Compliance";"Regular";"Granted";"11/29/2020";"11/29/2021"
"236f0d58aa4abee4724d4d7211aaff3a";"CER-00076437";"Certificate of Registration";"Regular";"Closed";"12/07/2014";"12/07/2016"
"236f0d58aa4abee4724d4d7211aaff3a";"CER-00103699";"Certificate of Compliance";"Regular";"Closed";"12/02/2016";"12/02/2017"
"236f0d58aa4abee4724d4d7211aaff3a";"CER-00119827";"Certificate of Compliance";"Regular";"Closed";"12/02/2017";"12/02/2018"
"236f0d58aa4abee4724d4d7211aaff3a";"CER-00138123";"Certificate of Compliance";"Provisional";"Closed";"11/29/2018";"05/29/2019"
"236f0d58aa4abee4724d4d7211aaff3a";"CER-00138768";"Certificate of Compliance";"Regular";"Closed";"12/11/2018";"12/11/2019"
"236f0d58aa4abee4724d4d7211aaff3a";"CER-00154890";"Certificate of Compliance";"Regular";"Closed";"12/11/2019";"12/11/2020"
"236f0d58aa4abee4724d4d7211aaff3a";"CER-00166568";"Certificate of Compliance";"Regular";"Granted";"12/11/2020";"12/11/2021"
"a204cbb68953a87270d625eaef4e50fa";"CER-00085614";"Certificate of Compliance";"Regular";"Closed";"08/13/2015";"08/13/2016"
"a204cbb68953a87270d625eaef4e50fa";"CER-00096599";"Certificate of Compliance";"Regular";"Closed";"08/13/2016";"08/13/2017"
"a204cbb68953a87270d625eaef4e50fa";"CER-00112073";"Certificate of Compliance";"Regular";"Closed";"08/13/2017";"08/13/2018"
"a204cbb68953a87270d625eaef4e50fa";"CER-00116275";"Certificate of Compliance";"Provisional";"Closed";"07/07/2017";"01/07/2018"
"a204cbb68953a87270d625eaef4e50fa";"CER-00120724";"Certificate of Compliance";"Regular";"Closed";"11/20/2017";"11/20/2018"
"a204cbb68953a87270d625eaef4e50fa";"CER-00133812";"Certificate of Compliance";"Regular";"Closed";"11/20/2018";"11/20/2019"
"a204cbb68953a87270d625eaef4e50fa";"CER-00150879";"Certificate of Compliance";"Regular";"Closed";"11/20/2019";"08/20/2020"
"a204cbb68953a87270d625eaef4e50fa";"CER-00162218";"Certificate of Compliance";"Regular";"Granted";"08/20/2020";"08/20/2021"
"d033b9b2f8644186362a2a9b6ef21a08";"CER-00128592";"Certificate of Compliance";"Regular";"Closed";"05/01/2018";"01/19/2019"
"d033b9b2f8644186362a2a9b6ef21a08";"CER-00139232";"Certificate of Compliance";"Regular";"Closed";"01/03/2019";"01/03/2020"
"d033b9b2f8644186362a2a9b6ef21a08";"CER-00155607";"Certificate of Compliance";"Regular";"Closed";"01/03/2020";"01/03/2021"
"d033b9b2f8644186362a2a9b6ef21a08";"CER-00166810";"Certificate of Compliance";"Provisional";"Granted";"10/30/2020";"04/30/2021"
"f30682ab033cf162b3eda62b05564fbc";"CER-00151698";"Certificate of Compliance";"Regular";"Closed";"09/18/2019";"06/07/2020"
"f30682ab033cf162b3eda62b05564fbc";"CER-00160496";"Certificate of Compliance";"Regular";"Granted";"06/07/2020";"06/07/2021"
"becc9602d9fc52a0a1d04cff88869579";"CER-00151698";"Certificate of Compliance";"Regular";"Closed";"09/18/2019";"06/07/2020"
"becc9602d9fc52a0a1d04cff88869579";"CER-00160496";"Certificate of Compliance";"Regular";"Granted";"06/07/2020";"06/07/2021"
"e8b81eb23eff7f049988aba7bc009a2c";"CER-00084273";"Certificate of Compliance";"Regular";"Closed";"09/01/2015";"09/01/2016"
"02c26a9db16c6e21ec3a949fe4e87c9a";"CER-00075832";"Certificate of Compliance";"Regular";"Closed";"01/22/2015";"01/22/2016"
"02c26a9db16c6e21ec3a949fe4e87c9a";"CER-00090210";"Certificate of Compliance";"Regular";"Closed";"01/22/2016";"01/22/2017"
"02c26a9db16c6e21ec3a949fe4e87c9a";"CER-00102963";"Certificate of Compliance";"Regular";"Closed";"01/22/2017";"01/22/2018"
"02c26a9db16c6e21ec3a949fe4e87c9a";"CER-00121588";"Certificate of Compliance";"Regular";"Closed";"01/22/2018";"01/22/2019"
"02c26a9db16c6e21ec3a949fe4e87c9a";"CER-00138525";"Certificate of Compliance";"Regular";"Closed";"01/22/2019";"01/22/2020"
"02c26a9db16c6e21ec3a949fe4e87c9a";"CER-00154310";"Certificate of Compliance";"Regular";"Awaiting Renewal";"01/22/2020";"01/22/2021"
"02c26a9db16c6e21ec3a949fe4e87c9a";"CER-00167973";"Certificate of Compliance";"Regular";"Granted";"01/22/2021";"01/22/2022"
"8fb0b31bbddeb261d954c4653ae53ce9";"CER-00081760";"Certificate of Compliance";"Regular";"Closed";"06/12/2015";"06/12/2016"
"8fb0b31bbddeb261d954c4653ae53ce9";"CER-00096659";"Certificate of Compliance";"Regular";"Closed";"06/12/2016";"06/12/2017"
"8fb0b31bbddeb261d954c4653ae53ce9";"CER-00112678";"Certificate of Compliance";"Regular";"Closed";"06/12/2017";"06/12/2018"
"8fb0b31bbddeb261d954c4653ae53ce9";"CER-00127820";"Certificate of Compliance";"Regular";"Closed";"06/12/2018";"06/12/2019"
"8fb0b31bbddeb261d954c4653ae53ce9";"CER-00146006";"Certificate of Compliance";"Regular";"Closed";"06/12/2019";"06/12/2020"
"8fb0b31bbddeb261d954c4653ae53ce9";"CER-00159537";"Certificate of Compliance";"Regular";"Granted";"06/12/2020";"06/12/2021"
"642797439ae5c6fe69c657c9d0197e36";"CER-00085132";"Certificate of Compliance";"Regular";"Closed";"11/26/2015";"11/26/2016"
"642797439ae5c6fe69c657c9d0197e36";"CER-00101818";"Certificate of Compliance";"Regular";"Closed";"11/26/2016";"11/26/2017"
"642797439ae5c6fe69c657c9d0197e36";"CER-00117539";"Certificate of Compliance";"Regular";"Closed";"11/26/2017";"11/26/2018"
"642797439ae5c6fe69c657c9d0197e36";"CER-00133931";"Certificate of Compliance";"Regular";"Closed";"11/26/2018";"11/26/2019"
"642797439ae5c6fe69c657c9d0197e36";"CER-00150976";"Certificate of Compliance";"Regular";"Closed";"11/26/2019";"11/26/2020"
"642797439ae5c6fe69c657c9d0197e36";"CER-00163376";"Certificate of Compliance";"Regular";"Granted";"11/26/2020";"11/26/2021"
"1445fa127a7c06016a21eb8a65f68224";"CER-00078409";"Certificate of Compliance";"Regular";"Closed";"03/02/2015";"03/02/2016"
"1445fa127a7c06016a21eb8a65f68224";"CER-00092143";"Certificate of Compliance";"Regular";"Closed";"03/02/2016";"03/02/2017"
"1445fa127a7c06016a21eb8a65f68224";"CER-00106975";"Certificate of Compliance";"Regular";"Closed";"03/02/2017";"03/02/2018"
"1445fa127a7c06016a21eb8a65f68224";"CER-00125003";"Certificate of Compliance";"Regular";"Closed";"03/02/2018";"03/02/2019"
"1445fa127a7c06016a21eb8a65f68224";"CER-00142093";"Certificate of Compliance";"Regular";"Closed";"03/02/2019";"03/02/2020"
"1445fa127a7c06016a21eb8a65f68224";"CER-00157917";"Certificate of Compliance";"Regular";"Awaiting Renewal";"03/02/2020";"03/02/2021"
"816139b6883904c51324c28ef2063437";"CER-00077135";"Certificate of Compliance";"Regular";"Closed";"01/05/2015";"01/05/2016"
"816139b6883904c51324c28ef2063437";"CER-00087279";"Certificate of Compliance";"Regular";"Closed";"01/05/2016";"01/05/2017"
"816139b6883904c51324c28ef2063437";"CER-00102752";"Certificate of Compliance";"Regular";"Closed";"01/05/2017";"01/05/2018"
"816139b6883904c51324c28ef2063437";"CER-00120443";"Certificate of Compliance";"Regular";"Closed";"01/05/2018";"01/05/2019"
"816139b6883904c51324c28ef2063437";"CER-00137830";"Certificate of Compliance";"Regular";"Closed";"01/05/2019";"01/05/2020"
"816139b6883904c51324c28ef2063437";"CER-00154293";"Certificate of Compliance";"Regular";"Awaiting Renewal";"01/05/2020";"01/05/2021"
"61938811b1adca85c88032fe45971a13";"CER-00089844";"Certificate of Compliance";"Regular";"Closed";"12/28/2015";"12/28/2016"
"61938811b1adca85c88032fe45971a13";"CER-00089918";"Certificate of Compliance";"Regular";"Closed";"12/28/2015";"12/28/2016"
"61938811b1adca85c88032fe45971a13";"CER-00103014";"Certificate of Compliance";"Regular";"Closed";"12/28/2016";"12/28/2017"
"61938811b1adca85c88032fe45971a13";"CER-00120803";"Certificate of Compliance";"Regular";"Closed";"12/28/2017";"12/28/2018"
"61938811b1adca85c88032fe45971a13";"CER-00139011";"Certificate of Compliance";"Regular";"Closed";"12/28/2018";"12/28/2019"
"61938811b1adca85c88032fe45971a13";"CER-00154496";"Certificate of Compliance";"Regular";"Awaiting Renewal";"12/28/2019";"12/28/2020"
"de56415580b804ee6dc8fdd63e74fc22";"CER-00083554";"Certificate of Compliance";"Regular";"Closed";"07/29/2015";"07/29/2016"
"de56415580b804ee6dc8fdd63e74fc22";"CER-00098493";"Certificate of Compliance";"Provisional";"Closed";"07/29/2016";"01/29/2017"
"de56415580b804ee6dc8fdd63e74fc22";"CER-00099111";"Certificate of Compliance";"Regular";"Closed";"08/11/2016";"08/11/2017"
"de56415580b804ee6dc8fdd63e74fc22";"CER-00114994";"Certificate of Compliance";"Regular";"Closed";"08/11/2017";"08/11/2018"
"de56415580b804ee6dc8fdd63e74fc22";"CER-00132175";"Certificate of Compliance";"Regular";"Closed";"08/11/2018";"08/11/2019"
"de56415580b804ee6dc8fdd63e74fc22";"CER-00149186";"Certificate of Compliance";"Regular";"Closed";"08/11/2019";"08/11/2020"
"de56415580b804ee6dc8fdd63e74fc22";"CER-00163198";"Certificate of Compliance";"Regular";"Granted";"08/11/2020";"08/11/2021"
"04e68df42cca7b046fd2923fe72f507b";"CER-00084717";"Certificate of Compliance";"Regular";"Closed";"10/12/2015";"10/12/2016"
"04e68df42cca7b046fd2923fe72f507b";"CER-00098076";"Certificate of Compliance";"Regular";"Closed";"10/12/2016";"10/12/2017"
"04e68df42cca7b046fd2923fe72f507b";"CER-00118356";"Certificate of Compliance";"Regular";"Closed";"10/12/2017";"10/12/2018"
"04e68df42cca7b046fd2923fe72f507b";"CER-00134941";"Certificate of Compliance";"Regular";"Closed";"10/12/2018";"10/12/2019"
"04e68df42cca7b046fd2923fe72f507b";"CER-00151859";"Certificate of Compliance";"Regular";"Closed";"10/12/2019";"10/12/2020"
"04e68df42cca7b046fd2923fe72f507b";"CER-00165493";"Certificate of Compliance";"Regular";"Granted";"10/12/2020";"10/12/2021"
"4a54e44bd051849062132c77f6c1b688";"CER-00086124";"Certificate of Compliance";"Regular";"Closed";"11/29/2015";"11/29/2016"
"4a54e44bd051849062132c77f6c1b688";"CER-00099815";"Certificate of Compliance";"Regular";"Closed";"11/29/2016";"11/29/2017"
"4a54e44bd051849062132c77f6c1b688";"CER-00118494";"Certificate of Compliance";"Regular";"Closed";"11/29/2017";"11/29/2018"
"4a54e44bd051849062132c77f6c1b688";"CER-00137653";"Certificate of Compliance";"Regular";"Closed";"11/29/2018";"11/29/2019"
"4a54e44bd051849062132c77f6c1b688";"CER-00153889";"Certificate of Compliance";"Regular";"Closed";"11/29/2019";"11/29/2020"
"4a54e44bd051849062132c77f6c1b688";"CER-00165716";"Certificate of Compliance";"Regular";"Granted";"11/29/2020";"11/29/2021"
"a57f7c92e504a98464fd43d1aff38e16";"CER-00081894";"Certificate of Registration";"Regular";"Closed";"02/25/2015";"02/25/2017"
"a57f7c92e504a98464fd43d1aff38e16";"CER-00107132";"Certificate of Compliance";"Regular";"Closed";"01/31/2017";"01/31/2018"
"a57f7c92e504a98464fd43d1aff38e16";"CER-00124031";"Certificate of Compliance";"Regular";"Closed";"01/31/2018";"01/31/2019"
"a57f7c92e504a98464fd43d1aff38e16";"CER-00139419";"Certificate of Compliance";"Regular";"Closed";"01/31/2019";"01/31/2020"
"a57f7c92e504a98464fd43d1aff38e16";"CER-00155485";"Certificate of Compliance";"Regular";"Awaiting Renewal";"01/31/2020";"01/31/2021"
"c27c8076a92a01f135b39422d3e6be2d";"CER-00089164";"Certificate of Registration";"Regular";"Closed";"12/10/2015";"12/10/2017"
"c27c8076a92a01f135b39422d3e6be2d";"CER-00108048";"Certificate of Compliance";"Regular";"Closed";"12/16/2016";"12/16/2017"
"c27c8076a92a01f135b39422d3e6be2d";"CER-00121717";"Certificate of Compliance";"Regular";"Closed";"12/16/2017";"12/16/2018"
"c27c8076a92a01f135b39422d3e6be2d";"CER-00137747";"Certificate of Compliance";"Regular";"Closed";"12/16/2018";"12/16/2019"
"c27c8076a92a01f135b39422d3e6be2d";"CER-00154470";"Certificate of Compliance";"Regular";"Awaiting Renewal";"12/16/2019";"12/16/2020"
"3983df84bdf54a215f6bf20683cec46d";"CER-00082083";"Certificate of Compliance";"Regular";"Closed";"06/26/2015";"06/26/2016"
"3983df84bdf54a215f6bf20683cec46d";"CER-00093271";"Certificate of Compliance";"Regular";"Closed";"06/26/2016";"06/26/2017"
"3983df84bdf54a215f6bf20683cec46d";"CER-00112462";"Certificate of Compliance";"Regular";"Closed";"06/26/2017";"06/26/2018"
"3983df84bdf54a215f6bf20683cec46d";"CER-00115371";"Certificate of Compliance";"Regular";"Closed";"07/24/2017";"06/26/2018"
"3983df84bdf54a215f6bf20683cec46d";"CER-00129317";"Certificate of Compliance";"Regular";"Closed";"06/26/2018";"06/26/2019"
"3983df84bdf54a215f6bf20683cec46d";"CER-00146776";"Certificate of Compliance";"Regular";"Closed";"06/26/2019";"06/26/2020"
"3983df84bdf54a215f6bf20683cec46d";"CER-00162118";"Certificate of Compliance";"Regular";"Granted";"06/26/2020";"06/26/2021"
"d6ef536d39ffc7a9779c69103048d4fe";"CER-00085906";"Certificate of Compliance";"Regular";"Closed";"12/06/2015";"12/06/2016"
"d6ef536d39ffc7a9779c69103048d4fe";"CER-00103602";"Certificate of Compliance";"Regular";"Closed";"12/06/2016";"12/06/2017"
"d6ef536d39ffc7a9779c69103048d4fe";"CER-00119651";"Certificate of Compliance";"Regular";"Closed";"12/06/2017";"12/06/2018"
"d6ef536d39ffc7a9779c69103048d4fe";"CER-00137760";"Certificate of Compliance";"Regular";"Closed";"12/06/2018";"12/06/2019"
"d6ef536d39ffc7a9779c69103048d4fe";"CER-00154385";"Certificate of Compliance";"Regular";"Closed";"12/06/2019";"12/06/2020"
"d6ef536d39ffc7a9779c69103048d4fe";"CER-00166023";"Certificate of Compliance";"Regular";"Granted";"12/06/2020";"12/06/2021"
"9612539423eeb70d3b0f511213372073";"CER-00066008";"Certificate of Registration";"Regular";"Closed";"03/17/2014";"03/17/2016"
"9612539423eeb70d3b0f511213372073";"CER-00091221";"Certificate of Registration";"Regular";"Closed";"03/17/2016";"03/17/2017"
"9612539423eeb70d3b0f511213372073";"CER-00108135";"Certificate of Compliance";"Regular";"Closed";"03/17/2017";"03/17/2018"
"9612539423eeb70d3b0f511213372073";"CER-00124864";"Certificate of Compliance";"Regular";"Closed";"03/17/2018";"03/17/2019"
"9612539423eeb70d3b0f511213372073";"CER-00141306";"Certificate of Compliance";"Regular";"Closed";"03/17/2019";"03/17/2020"
"9612539423eeb70d3b0f511213372073";"CER-00158118";"Certificate of Compliance";"Regular";"Awaiting Renewal";"03/17/2020";"03/17/2021"
"a5180406eabc274bd2f7d9d3909b10ec";"CER-00083983";"Certificate of Compliance";"Regular";"Closed";"08/09/2015";"08/09/2016"
"a5180406eabc274bd2f7d9d3909b10ec";"CER-00097560";"Certificate of Compliance";"Regular";"Closed";"08/09/2016";"08/09/2017"
"a5180406eabc274bd2f7d9d3909b10ec";"CER-00114507";"Certificate of Compliance";"Regular";"Closed";"08/09/2017";"08/09/2018"
"a5180406eabc274bd2f7d9d3909b10ec";"CER-00132007";"Certificate of Compliance";"Regular";"Closed";"08/09/2018";"08/09/2019"
"a5180406eabc274bd2f7d9d3909b10ec";"CER-00133895";"Certificate of Compliance";"Regular";"Closed";"08/09/2018";"08/09/2019"
"a5180406eabc274bd2f7d9d3909b10ec";"CER-00152354";"Certificate of Compliance";"Regular";"Closed";"08/09/2019";"08/09/2020"
"a5180406eabc274bd2f7d9d3909b10ec";"CER-00152648";"Certificate of Compliance";"Regular";"Closed";"10/11/2019";"08/09/2020"
"a5180406eabc274bd2f7d9d3909b10ec";"CER-00163794";"Certificate of Compliance";"Regular";"Granted";"08/09/2020";"08/09/2021"
"9990dfdc2cc799099090d5cf76424b3a";"CER-00083850";"Certificate of Compliance";"Regular";"Closed";"07/08/2015";"07/08/2016"
"9990dfdc2cc799099090d5cf76424b3a";"CER-00084502";"Certificate of Compliance";"Regular";"Closed";"07/08/2015";"07/08/2016"
"9990dfdc2cc799099090d5cf76424b3a";"CER-00093913";"Certificate of Compliance";"Regular";"Closed";"07/08/2015";"07/08/2016"
"9990dfdc2cc799099090d5cf76424b3a";"CER-00097673";"Certificate of Compliance";"Regular";"Closed";"07/08/2016";"07/08/2017"
"9990dfdc2cc799099090d5cf76424b3a";"CER-00112009";"Certificate of Compliance";"Regular";"Closed";"07/08/2017";"07/08/2018"
"9990dfdc2cc799099090d5cf76424b3a";"CER-00129995";"Certificate of Compliance";"Regular";"Closed";"07/08/2018";"07/08/2019"
"9990dfdc2cc799099090d5cf76424b3a";"CER-00145665";"Certificate of Compliance";"Regular";"Closed";"07/08/2019";"07/08/2020"
"9990dfdc2cc799099090d5cf76424b3a";"CER-00164345";"Certificate of Compliance";"Regular";"Granted";"07/08/2020";"07/08/2021"
"d2e8489ceb95e91241e62c08bcf5ce65";"CER-00076429";"Certificate of Compliance";"Regular";"Closed";"01/03/2015";"01/03/2016"
"d2e8489ceb95e91241e62c08bcf5ce65";"CER-00088739";"Certificate of Compliance";"Regular";"Closed";"01/03/2016";"01/03/2017"
"d2e8489ceb95e91241e62c08bcf5ce65";"CER-00107187";"Certificate of Compliance";"Regular";"Closed";"01/01/2017";"01/01/2018"
"d2e8489ceb95e91241e62c08bcf5ce65";"CER-00121573";"Certificate of Compliance";"Regular";"Closed";"01/01/2018";"01/01/2019"
"d2e8489ceb95e91241e62c08bcf5ce65";"CER-00138375";"Certificate of Compliance";"Regular";"Closed";"01/01/2019";"01/01/2020"
"d2e8489ceb95e91241e62c08bcf5ce65";"CER-00140952";"Certificate of Compliance";"Regular";"Closed";"01/01/2019";"01/01/2020"
"d2e8489ceb95e91241e62c08bcf5ce65";"CER-00156562";"Certificate of Compliance";"Regular";"Awaiting Renewal";"01/01/2020";"01/01/2021"
"d2e8489ceb95e91241e62c08bcf5ce65";"CER-00167633";"Certificate of Compliance";"Regular";"Granted";"01/01/2021";"01/01/2022"
"b293883e38278921fd09f2baacca797c";"CER-00152310";"Certificate of Compliance";"Provisional";"Closed";"09/26/2019";"03/26/2020"
"b293883e38278921fd09f2baacca797c";"CER-00159393";"Certificate of Compliance";"Regular";"Awaiting Renewal";"03/13/2020";"03/13/2021"
"6cfc17c676c0972e29ce55a16b115d8a";"CER-00076812";"Certificate of Compliance";"Regular";"Closed";"12/29/2014";"12/29/2015"
"6cfc17c676c0972e29ce55a16b115d8a";"CER-00086160";"Certificate of Compliance";"Regular";"Closed";"12/29/2015";"12/29/2016"
"6cfc17c676c0972e29ce55a16b115d8a";"CER-00086700";"Certificate of Compliance";"Regular";"Closed";"12/29/2015";"12/29/2016"
"6cfc17c676c0972e29ce55a16b115d8a";"CER-00100906";"Certificate of Compliance";"Regular";"Closed";"12/29/2016";"12/29/2017"
"6cfc17c676c0972e29ce55a16b115d8a";"CER-00118469";"Certificate of Compliance";"Regular";"Closed";"12/29/2017";"12/29/2018"
"6cfc17c676c0972e29ce55a16b115d8a";"CER-00137341";"Certificate of Compliance";"Regular";"Closed";"12/29/2018";"12/29/2019"
"6cfc17c676c0972e29ce55a16b115d8a";"CER-00151972";"Certificate of Compliance";"Regular";"Awaiting Renewal";"12/29/2019";"12/29/2020"
"44553fa4be9ab52bcf56c7f2a237115e";"CER-00083881";"Certificate of Compliance";"Regular";"Closed";"06/24/2015";"06/24/2016"
"44553fa4be9ab52bcf56c7f2a237115e";"CER-00092823";"Certificate of Compliance";"Regular";"Closed";"06/24/2016";"06/24/2017"
"44553fa4be9ab52bcf56c7f2a237115e";"CER-00106978";"Certificate of Compliance";"Regular";"Closed";"01/30/2017";"06/24/2017"
"44553fa4be9ab52bcf56c7f2a237115e";"CER-00109468";"Certificate of Compliance";"Regular";"Closed";"06/24/2017";"06/24/2018"
"44553fa4be9ab52bcf56c7f2a237115e";"CER-00126887";"Certificate of Compliance";"Regular";"Closed";"06/24/2018";"06/24/2019"
"44553fa4be9ab52bcf56c7f2a237115e";"CER-00144138";"Certificate of Compliance";"Regular";"Closed";"06/24/2019";"06/24/2020"
