"ProviderUID";"CertificateNumber";"Category";"Type";"Status";"IssueDate";"ExpirationDate"
"29fb2ec1ce601b549ffea1d02cf58a8f";"CER-00087821";"Certificate of Compliance";"Regular";"Closed";"11/06/2015";"11/06/2016"
"29fb2ec1ce601b549ffea1d02cf58a8f";"CER-00099929";"Certificate of Compliance";"Regular";"Closed";"11/06/2016";"11/06/2017"
"29fb2ec1ce601b549ffea1d02cf58a8f";"CER-00115617";"Certificate of Compliance";"Regular";"Closed";"11/06/2017";"11/06/2018"
"29fb2ec1ce601b549ffea1d02cf58a8f";"CER-00134343";"Certificate of Compliance";"Regular";"Closed";"11/06/2018";"11/06/2019"
"29fb2ec1ce601b549ffea1d02cf58a8f";"CER-00150063";"Certificate of Compliance";"Regular";"Closed";"11/06/2019";"11/06/2020"
"29fb2ec1ce601b549ffea1d02cf58a8f";"CER-00163458";"Certificate of Compliance";"Regular";"Granted";"11/06/2020";"11/06/2021"
"0444d8a5a2af3ee91be887debacaa28e";"CER-00136099";"Certificate of Compliance";"Provisional";"Closed";"10/12/2018";"04/12/2019"
"0444d8a5a2af3ee91be887debacaa28e";"CER-00143479";"Certificate of Compliance";"Regular";"Closed";"04/12/2019";"04/12/2020"
"0444d8a5a2af3ee91be887debacaa28e";"CER-00160358";"Certificate of Compliance";"Regular";"Awaiting Renewal";"04/12/2020";"04/12/2021"
"8a75c1e1f17d063d838adf469df704d8";"CER-00085762";"Certificate of Registration";"Regular";"Closed";"11/12/2015";"11/12/2017"
"8a75c1e1f17d063d838adf469df704d8";"CER-00100226";"Certificate of Registration";"Regular";"Closed";"09/07/2016";"09/07/2017"
"8a75c1e1f17d063d838adf469df704d8";"CER-00113037";"Certificate of Compliance";"Regular";"Closed";"09/07/2017";"09/07/2018"
"8a75c1e1f17d063d838adf469df704d8";"CER-00130302";"Certificate of Compliance";"Regular";"Closed";"09/09/2018";"09/09/2019"
"8a75c1e1f17d063d838adf469df704d8";"CER-00146799";"Certificate of Compliance";"Regular";"Closed";"09/09/2019";"09/09/2020"
"8a75c1e1f17d063d838adf469df704d8";"CER-00162145";"Certificate of Compliance";"Regular";"Granted";"09/09/2020";"09/09/2021"
"5d77bedcc33242060f5c91914b46fb5a";"CER-00165704";"Certificate of Compliance";"Provisional";"Awaiting Renewal";"10/07/2020";"04/07/2021"
"fd6efb9d895c16d6fa59130c9b6ba679";"CER-00084131";"Certificate of Compliance";"Regular";"Closed";"08/23/2015";"08/23/2016"
"fd6efb9d895c16d6fa59130c9b6ba679";"CER-00098644";"Certificate of Compliance";"Regular";"Closed";"08/23/2016";"08/23/2017"
"fd6efb9d895c16d6fa59130c9b6ba679";"CER-00112430";"Certificate of Compliance";"Regular";"Closed";"08/23/2017";"08/23/2018"
"fd6efb9d895c16d6fa59130c9b6ba679";"CER-00130423";"Certificate of Compliance";"Regular";"Closed";"08/23/2018";"08/23/2019"
"fd6efb9d895c16d6fa59130c9b6ba679";"CER-00146025";"Certificate of Compliance";"Regular";"Closed";"08/23/2019";"08/23/2020"
"fd6efb9d895c16d6fa59130c9b6ba679";"CER-00161608";"Certificate of Compliance";"Regular";"Granted";"08/23/2020";"08/23/2021"
"e2f8fde67a7f97d4b855a2f7130e56df";"CER-00100361";"Certificate of Compliance";"Provisional";"Closed";"08/19/2016";"02/19/2017"
"e2f8fde67a7f97d4b855a2f7130e56df";"CER-00104572";"Certificate of Compliance";"Regular";"Closed";"12/21/2016";"12/21/2017"
"e2f8fde67a7f97d4b855a2f7130e56df";"CER-00121712";"Certificate of Compliance";"Regular";"Closed";"12/21/2017";"12/21/2018"
"e2f8fde67a7f97d4b855a2f7130e56df";"CER-00135130";"Certificate of Compliance";"Regular";"Closed";"12/21/2018";"12/21/2019"
"e2f8fde67a7f97d4b855a2f7130e56df";"CER-00156660";"Certificate of Compliance";"Regular";"Awaiting Renewal";"12/21/2019";"12/21/2020"
"e2f8fde67a7f97d4b855a2f7130e56df";"CER-00164633";"Certificate of Compliance";"Regular";"Granted";"12/21/2020";"12/21/2021"
"eea5245f50b679d65d50a6a6bbb01757";"CER-00085805";"Certificate of Compliance";"Regular";"Closed";"09/13/2015";"09/13/2016"
"eea5245f50b679d65d50a6a6bbb01757";"CER-00100180";"Certificate of Compliance";"Regular";"Closed";"09/13/2016";"09/13/2017"
"eea5245f50b679d65d50a6a6bbb01757";"CER-00113258";"Certificate of Compliance";"Regular";"Closed";"09/13/2017";"09/13/2018"
"eea5245f50b679d65d50a6a6bbb01757";"CER-00131033";"Certificate of Compliance";"Regular";"Closed";"09/13/2018";"09/13/2019"
"eea5245f50b679d65d50a6a6bbb01757";"CER-00147167";"Certificate of Compliance";"Regular";"Closed";"09/13/2019";"09/13/2020"
"eea5245f50b679d65d50a6a6bbb01757";"CER-00162230";"Certificate of Compliance";"Regular";"Granted";"09/13/2020";"09/13/2021"
"71247afcf04e90c2bdcbbeeba9f2c756";"CER-00086236";"Certificate of Compliance";"Regular";"Closed";"10/17/2015";"10/17/2016"
"71247afcf04e90c2bdcbbeeba9f2c756";"CER-00099986";"Certificate of Compliance";"Regular";"Closed";"10/17/2016";"10/17/2017"
"71247afcf04e90c2bdcbbeeba9f2c756";"CER-00101451";"Certificate of Compliance";"Regular";"Closed";"10/17/2016";"10/17/2017"
"71247afcf04e90c2bdcbbeeba9f2c756";"CER-00115285";"Certificate of Compliance";"Regular";"Closed";"10/17/2017";"10/17/2018"
"71247afcf04e90c2bdcbbeeba9f2c756";"CER-00133009";"Certificate of Compliance";"Regular";"Closed";"10/17/2018";"10/17/2019"
"71247afcf04e90c2bdcbbeeba9f2c756";"CER-00150066";"Certificate of Compliance";"Regular";"Closed";"10/17/2019";"10/17/2020"
"71247afcf04e90c2bdcbbeeba9f2c756";"CER-00162353";"Certificate of Compliance";"Regular";"Closed";"10/17/2020";"10/17/2021"
"71247afcf04e90c2bdcbbeeba9f2c756";"CER-00162395";"Certificate of Compliance";"Regular";"Granted";"10/17/2020";"10/17/2021"
"d3c11f0b6c550a05d3be4e4494bd233b";"CER-00080738";"Certificate of Compliance";"Regular";"Closed";"04/12/2015";"04/12/2016"
"d3c11f0b6c550a05d3be4e4494bd233b";"CER-00093560";"Certificate of Compliance";"Regular";"Closed";"04/12/2016";"04/12/2017"
"d3c11f0b6c550a05d3be4e4494bd233b";"CER-00107367";"Certificate of Compliance";"Regular";"Closed";"04/12/2017";"04/12/2018"
"d3c11f0b6c550a05d3be4e4494bd233b";"CER-00124855";"Certificate of Compliance";"Regular";"Closed";"04/12/2018";"04/12/2019"
"d3c11f0b6c550a05d3be4e4494bd233b";"CER-00140095";"Certificate of Compliance";"Regular";"Closed";"04/12/2019";"04/12/2020"
"d3c11f0b6c550a05d3be4e4494bd233b";"CER-00156874";"Certificate of Compliance";"Provisional";"Closed";"01/21/2020";"07/21/2020"
"d3c11f0b6c550a05d3be4e4494bd233b";"CER-00162095";"Certificate of Compliance";"Regular";"Granted";"07/21/2020";"07/21/2021"
"166074456a7e32e3ce743c3d486923cb";"CER-00085083";"Certificate of Compliance";"Regular";"Closed";"07/12/2015";"07/12/2016"
"166074456a7e32e3ce743c3d486923cb";"CER-00096788";"Certificate of Compliance";"Regular";"Closed";"07/12/2016";"07/12/2017"
"166074456a7e32e3ce743c3d486923cb";"CER-00109797";"Certificate of Compliance";"Regular";"Closed";"07/12/2017";"07/12/2018"
"166074456a7e32e3ce743c3d486923cb";"CER-00127049";"Certificate of Compliance";"Regular";"Closed";"07/12/2018";"07/12/2019"
"166074456a7e32e3ce743c3d486923cb";"CER-00144006";"Certificate of Compliance";"Regular";"Closed";"07/12/2019";"07/12/2020"
"166074456a7e32e3ce743c3d486923cb";"CER-00162134";"Certificate of Compliance";"Regular";"Granted";"07/12/2020";"07/12/2021"
"2381b05b84353ce462b66a610b81b350";"CER-00086279";"Certificate of Compliance";"Regular";"Closed";"09/14/2015";"09/14/2016"
"2381b05b84353ce462b66a610b81b350";"CER-00099632";"Certificate of Compliance";"Regular";"Closed";"09/14/2016";"09/14/2017"
"2381b05b84353ce462b66a610b81b350";"CER-00116192";"Certificate of Compliance";"Regular";"Closed";"09/14/2017";"09/14/2018"
"2381b05b84353ce462b66a610b81b350";"CER-00130241";"Certificate of Compliance";"Regular";"Closed";"09/14/2018";"09/14/2019"
"2381b05b84353ce462b66a610b81b350";"CER-00148599";"Certificate of Compliance";"Regular";"Closed";"09/14/2019";"09/14/2020"
"2381b05b84353ce462b66a610b81b350";"CER-00162212";"Certificate of Compliance";"Regular";"Granted";"09/14/2020";"09/14/2021"
"f57094a397ed6ac49c0c4b976b0fe68c";"CER-00091468";"Certificate of Compliance";"Regular";"Closed";"12/10/2015";"12/10/2016"
"f57094a397ed6ac49c0c4b976b0fe68c";"CER-00103142";"Certificate of Compliance";"Regular";"Closed";"12/10/2016";"12/10/2017"
"f57094a397ed6ac49c0c4b976b0fe68c";"CER-00117645";"Certificate of Compliance";"Regular";"Closed";"12/10/2017";"12/10/2018"
"f57094a397ed6ac49c0c4b976b0fe68c";"CER-00140215";"Certificate of Compliance";"Regular";"Closed";"12/10/2018";"12/10/2019"
"f57094a397ed6ac49c0c4b976b0fe68c";"CER-00153868";"Certificate of Compliance";"Regular";"Closed";"12/10/2019";"12/10/2020"
"f57094a397ed6ac49c0c4b976b0fe68c";"CER-00164465";"Certificate of Compliance";"Regular";"Granted";"12/10/2020";"12/10/2021"
"c11ade9a241e50da387ed1d0e1150eb5";"CER-00068804";"Certificate of Registration";"Regular";"Closed";"06/07/2014";"06/07/2016"
"c11ade9a241e50da387ed1d0e1150eb5";"CER-00098221";"Certificate of Registration";"Regular";"Closed";"05/24/2016";"05/24/2017"
"c11ade9a241e50da387ed1d0e1150eb5";"CER-00109788";"Certificate of Compliance";"Regular";"Closed";"05/24/2017";"05/24/2018"
"c11ade9a241e50da387ed1d0e1150eb5";"CER-00124740";"Certificate of Compliance";"Regular";"Closed";"05/24/2018";"05/24/2019"
"c11ade9a241e50da387ed1d0e1150eb5";"CER-00141825";"Certificate of Compliance";"Regular";"Closed";"05/24/2019";"05/24/2020"
"c11ade9a241e50da387ed1d0e1150eb5";"CER-00157671";"Certificate of Compliance";"Regular";"Granted";"05/24/2020";"05/24/2021"
"86e4c199dac7e099434747f4ea12ca42";"CER-00076180";"Certificate of Registration";"Regular";"Closed";"12/22/2014";"12/22/2016"
"86e4c199dac7e099434747f4ea12ca42";"CER-00103216";"Certificate of Compliance";"Regular";"Closed";"12/22/2016";"12/22/2017"
"86e4c199dac7e099434747f4ea12ca42";"CER-00121883";"Certificate of Compliance";"Regular";"Closed";"12/22/2017";"12/22/2018"
"86e4c199dac7e099434747f4ea12ca42";"CER-00137570";"Certificate of Compliance";"Regular";"Closed";"12/22/2018";"12/22/2019"
"86e4c199dac7e099434747f4ea12ca42";"CER-00151109";"Certificate of Compliance";"Regular";"Awaiting Renewal";"12/22/2019";"12/22/2020"
"86e4c199dac7e099434747f4ea12ca42";"CER-00165335";"Certificate of Compliance";"Regular";"Granted";"12/22/2020";"12/22/2021"
"f1b41262b7d00338076bfa0ac17c20ba";"CER-00086306";"Certificate of Registration";"Regular";"Closed";"09/09/2015";"09/09/2017"
"f1b41262b7d00338076bfa0ac17c20ba";"CER-00115292";"Certificate of Compliance";"Regular";"Closed";"09/09/2017";"09/09/2018"
"f1b41262b7d00338076bfa0ac17c20ba";"CER-00131379";"Certificate of Compliance";"Regular";"Closed";"09/09/2018";"09/09/2019"
"f1b41262b7d00338076bfa0ac17c20ba";"CER-00148304";"Certificate of Compliance";"Regular";"Closed";"09/09/2019";"09/09/2020"
"f1b41262b7d00338076bfa0ac17c20ba";"CER-00162031";"Certificate of Compliance";"Regular";"Granted";"09/09/2020";"09/09/2021"
"190ed8331bec96b5b9cc5d02e0f57ef5";"CER-00085451";"Certificate of Compliance";"Regular";"Closed";"09/15/2015";"09/15/2016"
"190ed8331bec96b5b9cc5d02e0f57ef5";"CER-00098538";"Certificate of Compliance";"Regular";"Closed";"09/15/2016";"09/15/2017"
"190ed8331bec96b5b9cc5d02e0f57ef5";"CER-00115310";"Certificate of Compliance";"Regular";"Closed";"09/15/2017";"09/15/2018"
"190ed8331bec96b5b9cc5d02e0f57ef5";"CER-00131911";"Certificate of Compliance";"Regular";"Closed";"09/15/2018";"09/15/2019"
"190ed8331bec96b5b9cc5d02e0f57ef5";"CER-00147099";"Certificate of Compliance";"Regular";"Closed";"09/15/2019";"09/15/2020"
"190ed8331bec96b5b9cc5d02e0f57ef5";"CER-00161852";"Certificate of Compliance";"Regular";"Granted";"09/15/2020";"09/15/2021"
"91ea3d6fc69402c18b8c9b7202eb8aac";"CER-00107029";"Certificate of Compliance";"Provisional";"Closed";"02/06/2017";"08/06/2017"
"91ea3d6fc69402c18b8c9b7202eb8aac";"CER-00115319";"Certificate of Compliance";"Regular";"Closed";"05/19/2017";"05/19/2018"
"91ea3d6fc69402c18b8c9b7202eb8aac";"CER-00126317";"Certificate of Compliance";"Regular";"Closed";"05/19/2018";"05/19/2019"
"91ea3d6fc69402c18b8c9b7202eb8aac";"CER-00142083";"Certificate of Compliance";"Regular";"Closed";"05/19/2019";"05/19/2020"
"91ea3d6fc69402c18b8c9b7202eb8aac";"CER-00158660";"Certificate of Compliance";"Regular";"Granted";"05/19/2020";"05/19/2021"
"0a1a7c32a29be56546dc94c6a2bff464";"CER-00083577";"Certificate of Registration";"Regular";"Closed";"07/15/2015";"07/15/2017"
"0a1a7c32a29be56546dc94c6a2bff464";"CER-00110239";"Certificate of Compliance";"Regular";"Closed";"07/15/2017";"07/15/2018"
"0a1a7c32a29be56546dc94c6a2bff464";"CER-00129883";"Certificate of Compliance";"Regular";"Closed";"07/15/2018";"07/15/2019"
"0a1a7c32a29be56546dc94c6a2bff464";"CER-00147097";"Certificate of Compliance";"Regular";"Closed";"07/15/2019";"07/15/2020"
"0a1a7c32a29be56546dc94c6a2bff464";"CER-00161733";"Certificate of Compliance";"Regular";"Granted";"07/15/2020";"07/15/2021"
"2bbf4e2b10e82a71b268eda0cdf6c9f8";"CER-00083946";"Certificate of Compliance";"Regular";"Closed";"08/15/2015";"08/15/2016"
"2bbf4e2b10e82a71b268eda0cdf6c9f8";"CER-00098016";"Certificate of Compliance";"Regular";"Closed";"08/15/2016";"08/15/2017"
"2bbf4e2b10e82a71b268eda0cdf6c9f8";"CER-00111254";"Certificate of Compliance";"Regular";"Closed";"08/15/2017";"08/15/2018"
"2bbf4e2b10e82a71b268eda0cdf6c9f8";"CER-00120616";"Certificate of Compliance";"Regular";"Closed";"11/13/2017";"08/15/2018"
"2bbf4e2b10e82a71b268eda0cdf6c9f8";"CER-00129765";"Certificate of Compliance";"Regular";"Closed";"08/15/2018";"08/15/2019"
"2bbf4e2b10e82a71b268eda0cdf6c9f8";"CER-00146678";"Certificate of Compliance";"Regular";"Closed";"08/15/2019";"08/15/2020"
"2bbf4e2b10e82a71b268eda0cdf6c9f8";"CER-00154505";"Certificate of Compliance";"Regular";"Closed";"11/27/2019";"08/15/2020"
"2bbf4e2b10e82a71b268eda0cdf6c9f8";"CER-00161798";"Certificate of Compliance";"Regular";"Granted";"08/15/2020";"08/15/2021"
"3b2f5c637997c6190482908fead9394b";"CER-00068275";"Certificate of Registration";"Regular";"Closed";"06/30/2014";"06/30/2016"
"3b2f5c637997c6190482908fead9394b";"CER-00097908";"Certificate of Registration";"Regular";"Closed";"05/25/2016";"05/25/2017"
"3b2f5c637997c6190482908fead9394b";"CER-00109502";"Certificate of Compliance";"Regular";"Closed";"05/25/2017";"05/25/2018"
"3b2f5c637997c6190482908fead9394b";"CER-00126441";"Certificate of Compliance";"Regular";"Closed";"05/25/2018";"05/25/2019"
"3b2f5c637997c6190482908fead9394b";"CER-00141922";"Certificate of Compliance";"Regular";"Closed";"05/25/2019";"05/25/2020"
"3b2f5c637997c6190482908fead9394b";"CER-00160858";"Certificate of Compliance";"Regular";"Granted";"05/25/2020";"05/25/2021"
"21fdd7eed02c77a15b83b7792b1cfdab";"CER-00075524";"Certificate of Compliance";"Regular";"Closed";"12/13/2014";"12/13/2015"
"21fdd7eed02c77a15b83b7792b1cfdab";"CER-00087431";"Certificate of Compliance";"Regular";"Closed";"12/13/2015";"12/13/2016"
"21fdd7eed02c77a15b83b7792b1cfdab";"CER-00102937";"Certificate of Compliance";"Regular";"Closed";"12/13/2016";"12/13/2017"
"21fdd7eed02c77a15b83b7792b1cfdab";"CER-00119619";"Certificate of Compliance";"Regular";"Closed";"12/13/2017";"12/13/2018"
"21fdd7eed02c77a15b83b7792b1cfdab";"CER-00136072";"Certificate of Compliance";"Regular";"Closed";"12/13/2018";"12/13/2019"
"21fdd7eed02c77a15b83b7792b1cfdab";"CER-00155993";"Certificate of Compliance";"Regular";"Closed";"12/13/2019";"12/13/2020"
"21fdd7eed02c77a15b83b7792b1cfdab";"CER-00166250";"Certificate of Compliance";"Regular";"Granted";"12/13/2020";"12/13/2021"
"bafc2482912bd28ccd67d000a5ca9368";"CER-00064008";"Certificate of Registration";"Regular";"Closed";"12/13/2013";"12/13/2015"
"bafc2482912bd28ccd67d000a5ca9368";"CER-00087931";"Certificate of Registration";"Regular";"Closed";"12/13/2015";"12/13/2017"
"bafc2482912bd28ccd67d000a5ca9368";"CER-00117684";"Certificate of Compliance";"Regular";"Granted";"09/06/2017";"09/06/2017"
"bafc2482912bd28ccd67d000a5ca9368";"CER-00123066";"Certificate of Compliance";"Regular";"Closed";"09/06/2017";"09/06/2018"
"bafc2482912bd28ccd67d000a5ca9368";"CER-00132102";"Certificate of Compliance";"Regular";"Closed";"09/06/2018";"09/06/2019"
"bafc2482912bd28ccd67d000a5ca9368";"CER-00147946";"Certificate of Compliance";"Regular";"Closed";"09/06/2019";"09/06/2020"
"bafc2482912bd28ccd67d000a5ca9368";"CER-00162314";"Certificate of Compliance";"Regular";"Granted";"09/06/2020";"09/06/2021"
"d021a996ff213b554938af27a78cadde";"CER-00085876";"Certificate of Compliance";"Regular";"Closed";"11/08/2015";"11/08/2016"
"d021a996ff213b554938af27a78cadde";"CER-00101816";"Certificate of Compliance";"Regular";"Closed";"11/08/2016";"11/08/2017"
"d021a996ff213b554938af27a78cadde";"CER-00117685";"Certificate of Compliance";"Regular";"Closed";"11/08/2017";"11/08/2018"
"d021a996ff213b554938af27a78cadde";"CER-00135914";"Certificate of Compliance";"Regular";"Closed";"11/08/2018";"11/08/2019"
"d021a996ff213b554938af27a78cadde";"CER-00144295";"Certificate of Compliance";"Regular";"Closed";"04/03/2019";"11/08/2019"
"d021a996ff213b554938af27a78cadde";"CER-00148752";"Certificate of Compliance";"Regular";"Closed";"04/03/2019";"11/08/2019"
"d021a996ff213b554938af27a78cadde";"CER-00152141";"Certificate of Compliance";"Regular";"Closed";"11/08/2019";"11/08/2020"
"d021a996ff213b554938af27a78cadde";"CER-00164154";"Certificate of Compliance";"Regular";"Granted";"11/08/2020";"11/08/2021"
"c22663b3e32793b994f8df0bb45265d8";"CER-00088039";"Certificate of Compliance";"Regular";"Closed";"11/01/2015";"11/01/2016"
"c22663b3e32793b994f8df0bb45265d8";"CER-00104871";"Certificate of Compliance";"Regular";"Closed";"11/01/2016";"11/01/2017"
"c22663b3e32793b994f8df0bb45265d8";"CER-00117222";"Certificate of Compliance";"Regular";"Closed";"11/01/2017";"11/01/2018"
"2bde5cc989591c380bcf801ba80378fb";"CER-00084961";"Certificate of Compliance";"Regular";"Closed";"08/09/2015";"08/09/2016"
"2bde5cc989591c380bcf801ba80378fb";"CER-00098576";"Certificate of Compliance";"Regular";"Closed";"08/09/2016";"08/09/2017"
"2bde5cc989591c380bcf801ba80378fb";"CER-00113765";"Certificate of Compliance";"Regular";"Closed";"08/09/2017";"08/09/2018"
"2bde5cc989591c380bcf801ba80378fb";"CER-00129837";"Certificate of Compliance";"Regular";"Closed";"08/09/2018";"08/09/2019"
"2bde5cc989591c380bcf801ba80378fb";"CER-00147032";"Certificate of Compliance";"Regular";"Closed";"08/09/2019";"08/09/2020"
"2bde5cc989591c380bcf801ba80378fb";"CER-00163999";"Certificate of Compliance";"Regular";"Granted";"08/09/2020";"08/09/2021"
"d915b76a5dd3e8494cccba59cacfcbbc";"CER-00082452";"Certificate of Compliance";"Regular";"Closed";"05/28/2015";"05/28/2016"
"d915b76a5dd3e8494cccba59cacfcbbc";"CER-00093631";"Certificate of Compliance";"Regular";"Closed";"05/28/2016";"05/28/2017"
"d915b76a5dd3e8494cccba59cacfcbbc";"CER-00112065";"Certificate of Compliance";"Regular";"Closed";"05/28/2017";"05/28/2018"
"d915b76a5dd3e8494cccba59cacfcbbc";"CER-00124400";"Certificate of Compliance";"Regular";"Closed";"05/28/2018";"05/28/2019"
"d915b76a5dd3e8494cccba59cacfcbbc";"CER-00142956";"Certificate of Compliance";"Regular";"Closed";"05/28/2019";"05/28/2020"
"d915b76a5dd3e8494cccba59cacfcbbc";"CER-00160191";"Certificate of Compliance";"Regular";"Granted";"05/28/2020";"05/28/2021"
"2a3baf8cb38b665457b454bc41f67023";"CER-00087466";"Certificate of Compliance";"Regular";"Closed";"10/15/2015";"10/15/2016"
"2a3baf8cb38b665457b454bc41f67023";"CER-00100262";"Certificate of Compliance";"Regular";"Closed";"10/15/2016";"10/15/2017"
"2a3baf8cb38b665457b454bc41f67023";"CER-00118617";"Certificate of Compliance";"Regular";"Closed";"10/17/2017";"10/18/2018"
"2a3baf8cb38b665457b454bc41f67023";"CER-00130324";"Certificate of Compliance";"Regular";"Closed";"10/15/2017";"10/15/2018"
"2a3baf8cb38b665457b454bc41f67023";"CER-00135623";"Certificate of Compliance";"Regular";"Closed";"10/15/2018";"10/15/2019"
"2a3baf8cb38b665457b454bc41f67023";"CER-00149895";"Certificate of Compliance";"Regular";"Closed";"10/15/2019";"10/15/2020"
"2a3baf8cb38b665457b454bc41f67023";"CER-00166479";"Certificate of Compliance";"Regular";"Granted";"10/15/2020";"10/15/2021"
"e8e8b539d148a604831af27277021669";"CER-00111110";"Certificate of Compliance";"Provisional";"Closed";"04/27/2017";"10/27/2017"
"e8e8b539d148a604831af27277021669";"CER-00121441";"Certificate of Compliance";"Regular";"Closed";"10/09/2017";"10/09/2018"
"e8e8b539d148a604831af27277021669";"CER-00135842";"Certificate of Compliance";"Regular";"Closed";"10/09/2018";"10/09/2019"
"e8e8b539d148a604831af27277021669";"CER-00151269";"Certificate of Compliance";"Regular";"Closed";"10/09/2019";"10/09/2020"
"e8e8b539d148a604831af27277021669";"CER-00166235";"Certificate of Compliance";"Regular";"Granted";"10/09/2020";"10/09/2021"
"714a7268f6fcda60d6c5c23ed169dffe";"CER-00082479";"Certificate of Compliance";"Regular";"Closed";"05/02/2015";"05/02/2016"
"714a7268f6fcda60d6c5c23ed169dffe";"CER-00094915";"Certificate of Compliance";"Regular";"Closed";"05/02/2016";"05/02/2017"
"714a7268f6fcda60d6c5c23ed169dffe";"CER-00110304";"Certificate of Compliance";"Regular";"Closed";"05/02/2017";"05/02/2018"
"714a7268f6fcda60d6c5c23ed169dffe";"CER-00126046";"Certificate of Compliance";"Regular";"Closed";"05/02/2018";"05/02/2019"
"714a7268f6fcda60d6c5c23ed169dffe";"CER-00142900";"Certificate of Compliance";"Regular";"Closed";"05/02/2019";"05/02/2020"
"714a7268f6fcda60d6c5c23ed169dffe";"CER-00163859";"Certificate of Compliance";"Regular";"Granted";"05/02/2020";"05/02/2021"
"bba4d9b26d7cfb75e7d5c56f78eea089";"CER-00077281";"Certificate of Compliance";"Regular";"Closed";"03/19/2015";"03/19/2016"
"bba4d9b26d7cfb75e7d5c56f78eea089";"CER-00097966";"Certificate of Compliance";"Regular";"Closed";"03/19/2016";"03/19/2017"
"bba4d9b26d7cfb75e7d5c56f78eea089";"CER-00106999";"Certificate of Compliance";"Regular";"Closed";"03/19/2017";"06/19/2017"
"bba4d9b26d7cfb75e7d5c56f78eea089";"CER-00112690";"Certificate of Compliance";"Regular";"Closed";"06/19/2017";"06/19/2018"
"bba4d9b26d7cfb75e7d5c56f78eea089";"CER-00129738";"Certificate of Compliance";"Regular";"Closed";"06/19/2018";"06/19/2019"
"bba4d9b26d7cfb75e7d5c56f78eea089";"CER-00146759";"Certificate of Compliance";"Regular";"Closed";"06/19/2019";"06/19/2020"
"bba4d9b26d7cfb75e7d5c56f78eea089";"CER-00155481";"Certificate of Compliance";"Regular";"Closed";"12/20/2019";"06/19/2020"
"bba4d9b26d7cfb75e7d5c56f78eea089";"CER-00162776";"Certificate of Compliance";"Regular";"Granted";"06/19/2020";"06/19/2021"
"70c2de4047143e4cdca82b1b92aecdee";"CER-00084376";"Certificate of Compliance";"Regular";"Closed";"09/19/2015";"09/19/2016"
"70c2de4047143e4cdca82b1b92aecdee";"CER-00096715";"Certificate of Compliance";"Regular";"Closed";"09/19/2016";"09/19/2017"
"70c2de4047143e4cdca82b1b92aecdee";"CER-00117798";"Certificate of Compliance";"Regular";"Closed";"09/19/2017";"09/19/2018"
"70c2de4047143e4cdca82b1b92aecdee";"CER-00136128";"Certificate of Compliance";"Regular";"Closed";"09/19/2018";"09/19/2019"
"3cea071f183c2a2f3600bdbde967c7ee";"CER-00116672";"Certificate of Compliance";"Provisional";"Closed";"08/28/2017";"02/28/2018"
"3cea071f183c2a2f3600bdbde967c7ee";"CER-00124157";"Certificate of Compliance";"Regular";"Closed";"01/30/2018";"01/30/2019"
"3cea071f183c2a2f3600bdbde967c7ee";"CER-00140565";"Certificate of Compliance";"Regular";"Closed";"01/30/2019";"01/30/2020"
"3cea071f183c2a2f3600bdbde967c7ee";"CER-00156152";"Certificate of Compliance";"Regular";"Awaiting Renewal";"01/30/2020";"01/30/2021"
"57a1cb869f22012ba6b6417bbb6c0673";"CER-00132784";"Certificate of Compliance";"Regular";"Closed";"07/31/2018";"10/02/2018"
"57a1cb869f22012ba6b6417bbb6c0673";"CER-00135522";"Certificate of Compliance";"Regular";"Closed";"10/02/2018";"10/02/2019"
"b6be76da21256826bfbc6bbfee068408";"CER-00082505";"Certificate of Compliance";"Regular";"Closed";"05/13/2015";"05/13/2016"
"b6be76da21256826bfbc6bbfee068408";"CER-00093633";"Certificate of Compliance";"Regular";"Closed";"05/13/2016";"05/13/2017"
"b6be76da21256826bfbc6bbfee068408";"CER-00112415";"Certificate of Compliance";"Regular";"Closed";"05/13/2017";"05/13/2018"
"b6be76da21256826bfbc6bbfee068408";"CER-00126309";"Certificate of Compliance";"Regular";"Closed";"05/13/2018";"05/13/2019"
"b6be76da21256826bfbc6bbfee068408";"CER-00142280";"Certificate of Compliance";"Regular";"Closed";"05/13/2019";"05/13/2020"
"b6be76da21256826bfbc6bbfee068408";"CER-00150336";"Certificate of Compliance";"Regular";"Closed";"08/09/2019";"05/13/2020"
"b6be76da21256826bfbc6bbfee068408";"CER-00160669";"Certificate of Compliance";"Regular";"Granted";"05/13/2020";"05/13/2021"
"720a89463918653439e4ae080d4cba63";"CER-00076357";"Certificate of Compliance";"Regular";"Closed";"01/27/2015";"01/27/2016"
"720a89463918653439e4ae080d4cba63";"CER-00089152";"Certificate of Compliance";"Regular";"Closed";"01/27/2016";"01/27/2017"
"720a89463918653439e4ae080d4cba63";"CER-00106543";"Certificate of Compliance";"Regular";"Closed";"01/27/2017";"01/27/2018"
"720a89463918653439e4ae080d4cba63";"CER-00123554";"Certificate of Compliance";"Regular";"Closed";"01/27/2018";"01/27/2019"
"720a89463918653439e4ae080d4cba63";"CER-00137975";"Certificate of Compliance";"Regular";"Closed";"01/27/2019";"01/27/2020"
"720a89463918653439e4ae080d4cba63";"CER-00156622";"Certificate of Compliance";"Regular";"Awaiting Renewal";"01/27/2020";"01/27/2021"
